"","Sporangia.r1","Sporangia.r2","Sporangia.r3","Zoospore.r1","Zoospore.r2","Zoospore.r3"
"Batde5_35621",84.4683326230008,93.1470290235884,108.057514682386,11.4925634670851,9.86799198748026,66.4213138756017
"Batde5_90367",81.8530536285438,95.3424202385369,37.5880128522432,227.838720037506,226.260846190849,123.59861314707
"Batde5_90637",15.6867726857807,13.6093415789148,19.4444539811833,8.14178819859498,7.11945118599636,10.8369801245301
"Batde5_30413",212.828750615321,181.29214890105,263.281580682455,22.3359324181705,13.5936256339605,164.827367378909
"Batde5_90369",75.6174955094678,75.571320222049,43.424673470574,130.967043523874,134.674220682424,37.3546138540385
"Batde5_26456",11.4780537981537,14.4961782857641,11.0362924635345,6.96535585512598,5.15484375192785,14.8983623507039
"Batde5_26457",3.79130244620084,3.0412119287918,1.77837434417131,3.44259165544701,2.15156185477107,3.70932225818848
"Batde5_4962",15.4674309123716,11.6906207825865,4.2054932307332,6.31157104886374,6.16190790529259,13.7670640849422
"Batde5_37224",55.0390704966081,55.0639990434744,14.9220715706868,141.167038490835,169.994405377102,126.895396358391
"Batde5_12872",74.1144448573001,79.3423876399058,95.3178739439058,10.6141837967071,5.94511051202453,50.6278191992756
"Batde5_90372",6.42112333219806,7.92634341708631,9.74800317070371,0.565290900886503,0.352845574421128,4.02274181954669
"Batde5_37225",92.9640403667029,101.09253328516,117.563245901606,14.7433307675468,8.07042502823669,67.8402825025043
"Batde5_90374",25.7149760411489,28.914806013951,33.5270640483535,2.91904635230142,3.25883922470738,14.0709960023311
"Batde5_90604",38.1372496556984,37.7583617062636,39.2329055668378,11.6878200695412,6.03227863719271,30.4356377975335
"Batde5_90641",207.453113433842,170.040948338325,101.491826134518,594.168752527689,720.883541726316,406.493579388171
"Batde5_26464",15.495336503022,13.1019501834417,8.31879583551207,27.2799049758209,31.4475379754346,16.4918244220364
"Batde5_20287",63.5410340065324,61.7160426323139,44.3649847962943,11.3364363277579,6.08475739330703,29.5301262981681
"Batde5_90377",1.73134315248734,3.11945817610908,7.80270435678818,0.204813552885186,0.0654213798789129,3.544133086326
"Batde5_90642",12.5169100466467,9.63958335081246,4.90883846704895,28.1835432704806,27.836576108613,8.66729756958406
"Batde5_90643",2.12555576866344,3.82210995290643,7.89793160845472,0.134115781006993,0.920336168258746,4.86726324989725
"Batde5_90644",1.72831090287947,1.25652190814098,2.13503740935338,0.448162571934623,0.540820641730698,1.63941841611493
"Batde5_90645",63.1598353799036,51.496028588704,49.354654111091,15.0886269969421,10.8657281764682,21.1662348788948
"Batde5_90603",32.0939752021336,24.1110934754878,62.3261979355494,11.8007707321035,9.84873855270854,21.5930892260301
"Batde5_90378",16.9032913832046,17.6225033133298,21.163401260222,11.0577331168476,9.48455475217084,20.7396315024294
"Batde5_90646",28.1763812872825,21.3930900793705,28.4791329276204,9.30939317173883,7.21429400788081,23.2025308564447
"Batde5_26474",0.272220810984688,0.472321472116401,0,0,0,0.726699691631712
"Batde5_26475",25.0493487591936,36.3595544938876,27.4028817093143,15.0030673490511,12.0172642386865,18.9646585922775
"Batde5_35627",66.4830609900967,70.6148496168913,107.873515523386,9.20498725843006,5.07580698012792,76.6211084246688
"Batde5_90380",420.723921325007,323.347616638175,484.741166243127,77.9651531508226,57.6017958102573,307.430824902005
"Batde5_90648",438.334658745544,424.634290009587,714.918646182216,96.467032164005,64.5200196647379,385.870519102849
"Batde5_90381",7.03698111067262,5.70095456520125,6.6483138672087,0.771331185271516,0.741179272202412,2.59298986476215
"Batde5_90649",26.0612019686372,23.5364032374178,61.75517875866,10.2742693783247,8.82717194435312,33.2586352618191
"Batde5_20290",289.496784995539,271.307677151318,368.160534915105,321.075193401482,332.462475143804,333.86672704145
"Batde5_20293",920.261070323788,925.17682522698,1103.4776324476,1253.73165573557,1279.6483136386,1303.11808462314
"Batde5_37227",41571.6558489084,31841.5764743559,30877.089974112,28948.8728782814,26810.4784040071,25962.5052101941
"Batde5_33508",389.183028351705,373.582068484905,1039.18960543277,915.391311881445,916.875510554878,760.132308113504
"Batde5_26482",15.1857527063951,19.9258202256217,22.2651456260599,5.67413760846588,3.44546697945149,13.5844750970605
"Batde5_90384",119.29052357299,136.333392977957,94.0945722725531,249.77618958353,259.295256021957,166.600550773455
"Batde5_90385",58.8856948812002,52.7050878100109,23.3014718003967,209.927521183541,213.059729662618,140.983629281541
"Batde5_90600",0.86858917384292,0.645684507506108,1.52870105232125,1.44291683881614,1.1246906223854,1.35027727981939
"Batde5_37231",17.0464935957965,15.5084165486921,23.1586133379988,9.40900003307618,7.10035862977667,15.2936317734085
"Batde5_90652",78.2614607898728,44.8902431215567,60.1697396062224,23.0612863377434,21.5212977816013,27.1754300520557
"Batde5_13102",71.7978527218234,76.0753150424886,83.6928147713004,43.9805080985335,38.8020868906093,87.5946871848436
"Batde5_90387",11.7561203766357,10.4765089075808,12.6814905065432,1.61826403734113,1.37454531459019,8.07135889915026
"Batde5_90388",141.071525045295,157.91875454411,66.6843596972374,298.228752350371,295.68846357146,179.005823279597
"Batde5_20298",16.4750654486137,17.8184154459976,15.5443455895413,4.59924212064468,2.68760184505033,9.47150397048621
"Batde5_35636",105.826179157151,113.882198688611,54.8351772757085,291.254750806727,266.102633293631,132.60723857906
"Batde5_26489",13.6514615374716,3.92460967519734,12.3381864079385,17.9559376911565,17.1617456862748,15.8314056180138
"Batde5_26490",0.259834348837176,1.49432307912284,1.22298237238245,0.172342186046907,0.49476755861752,0.698198738131397
"Batde5_26491",1.02901203023631,1.11428660399209,0.439766315047001,0.805973515570145,1.32712652384939,0
"Batde5_90391",107.698409092097,84.700229247339,129.618005410118,72.6700011510768,43.089115122567,120.47535854251
"Batde5_26493",41.2660584151304,35.3733629031331,26.2863440561151,62.5476433439852,63.9312189336967,40.92736310574
"Batde5_90599",33.7572328052009,54.3124280063882,36.5946672785842,12.5359563199196,3.91973873160495,15.4664570103005
"Batde5_26494",1.50980051835259,2.54434092335459,3.4994491887009,0.617435384010157,0.412714313933498,0.94178168183959
"Batde5_33514",28.9729246633432,18.2074321911123,13.0880126446099,7.57937434193225,4.96056690869318,10.3070743294269
"Batde5_90598",3.79248070449944,4.858525381966,1.13381246889249,2.31955851464818,0.980309983992031,2.24213424337495
"Batde5_26497",2.31075568960843,2.3812990587017,2.70523331797244,0.228343972891884,0.290020901927821,0.818045263372747
"Batde5_26498",6.25938243801001,6.22048393973683,4.04579283697426,1.64754681153739,1.36564704385055,5.42374499695383
"Batde5_90595",3.81015172138494,1.98282109665406,3.74725317971225,0.282509632713973,0.469210557640289,3.43733990281539
"Batde5_90594",1.4454572464357,2.14454347490214,0.907016765185587,0.620416287621424,1.06815392778928,0.83419523901506
"Batde5_90593",3.57719711366179,3.22530605058542,2.41991659404882,0.287156543037561,0.0762640103747098,0.993588998131689
"Batde5_26501",1.69133146045268,1.50071386246498,6.10883416689352,0.930248642878555,1.4816335887307,8.67641894450827
"Batde5_17332",374.3277949919,424.381698070793,268.418234489679,885.78168818796,815.776613046964,414.47524287524
"Batde5_90395",159.625036027513,192.177845739138,159.164554582009,492.33124958161,679.518274685851,375.96357840773
"Batde5_37237",428.144039995322,452.310919854102,206.723638947971,1250.8440457988,1455.26728858515,801.119431659358
"Batde5_35641",29.0614286655794,32.2378800434883,39.9656463041409,7.31243479236398,5.28883320684393,26.3860975488093
"Batde5_5146",39.2937556306219,27.9833265200732,24.9304673857879,5.67724670702987,2.71592377550271,6.94200242572375
"Batde5_90659",3.57319377984668,4.43439908754393,2.85109865871112,1.29669755020189,1.33214513453383,3.17372409950539
"Batde5_90660",2.12562494779925,1.11411122058118,1.12791919103576,0.388970351254626,0.432739453366162,1.05223247464889
"Batde5_6608",74.8483152379581,60.3077844330334,25.2854502081365,55.4649292147353,53.6670753108675,30.9636569039244
"Batde5_37238",118.292970390063,114.305569108622,128.288872282562,17.0047834352038,9.1851104090186,81.5861993032466
"Batde5_35643",27.5977487256283,24.1345693667626,59.2196442344213,8.61922467604391,5.25917138354339,33.1533483766183
"Batde5_26512",20.1717888484822,20.9896080043023,22.4979066864638,29.0885683874474,23.0440226313003,31.6153078125936
"Batde5_90401",6.03609003520557,4.64295465334126,1.4051677027449,1.6031704791974,1.22543057439602,4.66105714951734
"Batde5_90402",10.4972390785131,7.63015282951604,6.49644918316226,2.38033142363059,2.14532616955946,5.81557104701143
"Batde5_90662",6.8551176547613,4.14527275876076,6.94302283398973,5.65143050052705,4.43489146211463,7.57400194597913
"Batde5_90590",35.8750204371629,35.4872509970154,23.3696088417657,55.5588238834091,56.0109090304482,32.3746716694654
"Batde5_90589",105.003011036853,55.4811644479255,161.107772260005,157.610582970193,145.138759887861,110.461381335185
"Batde5_90588",7.06817096009541,4.96254233227154,2.07354454212058,1.41349991402811,0.949792369342955,0.678614863903451
"Batde5_26515",20.659800101176,18.4499140865967,10.5445690518449,5.28032650301876,3.64915104590927,14.4572191824541
"Batde5_90587",15.0663163360698,10.2256702917623,11.208394867358,22.7570938279922,20.147341099577,8.47398333712038
"Batde5_17340",34.5566465115385,44.0635228407441,33.2576578525027,6.14208971012039,4.13395186598948,21.9658421074195
"Batde5_90586",64.3110610482964,59.0395905115888,63.4965496610851,31.852100349803,12.0783125621044,42.3353812360557
"Batde5_90664",40.3234832888426,37.2625674882485,23.7204063064461,25.8851338810263,23.5287305463595,28.618887332868
"Batde5_20311",461.730447299224,450.326023961595,704.868830628416,714.725773469417,696.473343784029,584.591438175255
"Batde5_26518",49.6765553549725,52.3367607059029,20.5655905684994,115.996518991271,103.848706192352,70.2678715599892
"Batde5_13116",21.9123791007462,13.8694440114476,2.11063594849964,2.96928334417759,4.10582152188201,4.47150397963186
"Batde5_90405",62.7039810512202,65.0137114793619,92.7555038502852,12.2382145023757,7.06170633739537,53.8505564026627
"Batde5_4610",13.8911477191999,9.50933994156777,15.5458571553948,3.52039025030158,6.12374666423855,20.7166671172777
"Batde5_26520",70.9587980815971,72.0873512369575,33.338310506689,189.18529740008,206.959537049819,105.932331871505
"Batde5_33521",70.9776553883444,74.2575145953801,75.1333627708847,65.3590500060416,46.9580419571395,55.8961357098285
"Batde5_26522",69.1040431585051,75.2323952158877,109.444066537127,14.1304733901611,6.94883840037386,66.7803889663328
"Batde5_37243",146.215275879961,145.128077839024,177.695372842408,23.1485861440758,10.4030785387425,91.8213995606209
"Batde5_90410",28.4191842100003,33.5148857055842,11.6670604874065,66.1783692928035,64.1621996949778,26.7200361089867
"Batde5_90581",28.034282735032,38.1072166862366,26.5356976080094,9.43299758639077,12.3394643899529,16.1666660441457
"Batde5_90412",21.2374709775864,23.5331674529061,21.2215910992419,41.5391911572449,43.0533049556323,21.6217465253721
"Batde5_35649",31.1982147124836,34.6850809957462,33.9031089371134,50.994839190367,47.5916595257309,54.2344984501704
"Batde5_26528",30.5466359012391,38.8297682227642,72.0213045914193,5.75089357310487,2.13159969378579,20.5945652111381
"Batde5_12868",192.03844893477,239.893916463318,366.55838102851,30.4052991067719,14.4851807214463,145.360673307944
"Batde5_13027",49.909435236821,49.438555566794,30.7105717068957,71.3984285682766,76.9989291868919,37.1080249680332
"Batde5_26531",4.58331391989441,2.07223546861868,3.2377012169465,6.10858315225727,5.54720081367841,9.55804264869474
"Batde5_20316",41.7269052937725,33.056639467206,35.9604693868673,7.27363223139792,2.38217690403096,22.4421262466918
"Batde5_90668",890.317446670036,759.384898620705,618.855812659185,1394.26029849187,1487.23974352564,968.085471226782
"Batde5_26534",37.8831317070123,29.9987184684515,36.3299247605093,27.7150919445725,27.545434839868,29.907115678054
"Batde5_37245",9.0114755003386,15.1443727211851,17.5963299251102,6.44229512656141,4.99095313706558,11.4790323182174
"Batde5_35652",8.31494116992517,10.0235556340488,17.0949256610755,1.22156835723304,1.09244348924272,6.97739757088574
"Batde5_37246",20.5468064543146,20.6305716974255,111.45803702557,24.4137398212332,24.9472456004482,43.5912618350248
"Batde5_26538",49651.4743696661,36834.8551958478,46490.8329530388,41697.9345852765,40223.7164391221,42135.9837624853
"Batde5_33524",23362.2320575915,18205.9983328973,19036.0258467569,19187.9760630797,18140.3391921482,17633.3362165153
"Batde5_90422",52.8140082834449,50.7946543317923,63.5932886629209,161.469009366819,166.527876516641,106.741059383474
"Batde5_37247",91.1660648271099,86.5526953565379,123.724744201357,14.7436960990569,10.6098819322895,71.2793087264158
"Batde5_90669",29.235281384945,32.5707654868462,31.0034952226668,3.77420705947469,2.20234232709486,17.5659684464219
"Batde5_26543",5.31021410388451,7.30010506167515,8.25809964080389,0.767591089914077,1.09819925349292,8.01516387440817
"Batde5_90578",2.00942072918122,0.461094164045315,7.01277758592043,1.15372848618656,0.377522159130523,2.84522899030166
"Batde5_90670",7.78768711278193,6.41992259221596,11.0929329566449,7.5450496737274,7.49625712443034,5.50768275649917
"Batde5_32126",9.0993353897814,7.06658104999888,12.8363464408639,9.17023877427375,6.52046102662307,13.6475603945867
"Batde5_13160",10.3467762444149,10.1256799710367,24.7190289680033,11.192493953265,8.07658366143728,15.8020148536205
"Batde5_26545",0.259240071705115,0,1.47017622596886,0,0.618024058708466,0.353340085473232
"Batde5_90577",0.0767259117008488,0,0,0,0,0
"Batde5_90672",408.443653679074,439.254553406221,596.8675668142,90.9232682712557,73.6777066288367,208.148957743941
"Batde5_7508",55.0130203527382,67.6174921208871,101.62938668021,8.83237404903657,4.62900722601134,43.2325196893877
"Batde5_6774",16.9405513285564,20.6589386270302,23.9090904358053,2.82704809981519,0.97610877858112,14.1278005354246
"Batde5_13134",55.4942929350996,45.4871846650271,78.2427808935322,15.9021564996531,12.9451663581031,47.6643313022766
"Batde5_20327",336.585546004159,380.303566923382,211.594839013287,1273.23136908797,1160.44948645491,878.742161229034
"Batde5_90576",76.1691678598044,85.9385928170727,44.249537864239,76.4097276594605,47.3065330518017,50.4592927323212
"Batde5_35661",31.5793493197331,42.824763625194,7.8383606057713,86.0984164282742,89.443230697597,29.5731023194664
"Batde5_90427",30.5539512452805,28.3765030461873,33.5060014586432,46.379252579802,45.1104884397158,44.2866311888453
"Batde5_26554",14.8256207276088,16.1548227308111,15.2594753564541,2.19642773393327,0.955789293445428,6.22240879180274
"Batde5_90674",13.5940099881146,10.1828506860682,6.50574673312847,12.615015401204,7.88814547092292,6.88699792074986
"Batde5_20329",682.417716773145,668.673147926284,629.48774580126,1285.87671314823,1230.44759962152,689.916312338964
"Batde5_90574",4.78056504996103,5.05866503050051,5.70057582609571,2.42860772843489,2.46284569944132,3.13885369112887
"Batde5_90430",41.6974063582165,47.4377537388531,44.2131256181071,11.8861226865535,7.98924338632243,29.5869843643826
"Batde5_26559",6.28839397825468,7.05420153347872,2.9533141153517,1.49846573485917,1.19919252606787,2.43209697557479
"Batde5_90431",75.016970428867,75.3857669739717,54.3154704200438,14.9397190947766,8.555855068609,34.7516670836959
"Batde5_26561",2.41002892293085,2.40534477473632,5.24602626189197,0.794341818250314,0.327793185278053,2.53740780367348
"Batde5_26562",52.4238974335773,58.5341443234553,56.5902710775655,10.8761588558701,8.38109180828436,36.7952915198975
"Batde5_90433",16.9892579932696,17.8978445076844,26.1246462361405,10.1221013290898,8.78359782074229,18.4321392189294
"Batde5_90434",172.549178388415,168.949771263664,295.126081999006,93.4680958643659,76.5798490374297,159.666157906018
"Batde5_7338",14.0969460834527,35.9743763171194,0,4.17783765689748,4.39315100412819,0
"Batde5_26566",25.117024071235,40.9888589083293,12.9846245699061,8.8505780490776,1.23109231908857,16.1948169195225
"Batde5_12866",33.2356589984373,31.6495084639638,30.0838771632305,5.24358961566706,4.33768661997894,26.050665500509
"Batde5_35667",7.90760134858952,6.50355516454266,8.71519232660587,0.799681320858441,0.45534654917011,4.28542720135371
"Batde5_13136",7.3832078085485,8.16651608985842,17.073120433986,1.89106171537568,0.74510953835235,11.3091774550719
"Batde5_37251",17.4992551184084,21.8287736224493,20.9850698344135,4.2615431633923,3.23969273020769,14.1716650544774
"Batde5_35669",30.2811036551304,41.01134659877,40.0485609942403,4.3184848998589,1.8297255329039,27.9606688071445
"Batde5_35670",10.790335102138,10.8663279151716,5.74301316522431,14.3083760114164,13.6454717287207,11.5155971673171
"Batde5_37252",265.074140244218,204.807512780751,307.314843133753,41.5850893811666,24.528489215917,202.617755046862
"Batde5_26574",7.23912964992098,5.82796983062229,3.38836483580623,1.86491395332399,1.35495639982985,1.6169068762833
"Batde5_13009",25.1203490722475,23.5206109586256,17.8179627053701,25.0481698487515,21.2327652359677,13.9989652702801
"Batde5_26576",14.6515973748871,19.2888747803902,10.3876996559249,2.36015414642069,0.615546159544284,3.59884820433834
"Batde5_90569",5.63858214115687,5.55883555481604,3.16900009828547,0.462181290911246,0.42916285174018,2.78474817517074
"Batde5_12991",6.81884494877787,8.29147536234579,2.52850121122608,0.479865495288103,0.393387790915673,0.970023200389126
"Batde5_26579",30.8118098737827,36.9117590985028,24.3764395127271,3.13315805334807,1.75820910845996,13.7251276315882
"Batde5_20338",61.2801990901239,43.3505174537912,82.4127591323427,25.7944012020599,24.9898555286834,61.6107011310106
"Batde5_26581",44.622058159326,41.876345108731,28.0283975962074,9.97984464116951,4.92952027612128,9.41911668091929
"Batde5_37254",182.878149401415,174.376591838794,158.532510344187,430.192965765503,405.23577656577,336.956766625704
"Batde5_12882",43.3103351245969,48.5107107970758,34.9096534010271,4.83256535672119,4.49443979768219,38.0674560936225
"Batde5_90568",15.1953584355553,13.0599082523578,16.222713138773,3.09740734885786,1.66967329709287,14.0739730016046
"Batde5_26584",13.4493861348634,11.950804320783,9.65233641336445,9.97094254880728,6.74951905931347,11.246884069805
"Batde5_37255",14.6186944170121,15.3698185009115,16.9555287583949,1.96692581795971,1.1230048142636,17.2622725147307
"Batde5_35676",10.7664112902651,14.1899648253178,7.15864009623745,1.1075596880699,0.960442215548258,4.76560907407146
"Batde5_35677",82.6042789138495,87.5690649442792,145.206203266982,40.563109667546,30.9438012255638,93.0688175479954
"Batde5_26588",31.2023935712528,31.4413013471019,37.1646384835189,4.75555813238377,3.38441994220672,27.5126714963444
"Batde5_90678",61.7079630871182,98.377542629538,235.882937600425,8.58605452564546,11.7328179895455,104.499117507026
"Batde5_4457",80.570216394485,90.3929473438822,133.615193212672,42.4969937447148,33.820359452625,73.8948482359903
"Batde5_90566",11.7944843904384,19.3531037355264,8.4671919325375,1.79434450315558,0.529966018603139,9.07634270791667
"Batde5_90451",39.9219662405451,34.7739161012495,47.7679711573807,19.9145999077336,16.242170934526,35.5596504466599
"Batde5_26592",64.043555002639,55.505700277383,39.2609428541664,119.702118372691,102.667707020088,77.9787458997038
"Batde5_90680",375.062516710066,398.700643514206,423.555057139558,433.012941421418,425.046042946038,212.632033466861
"Batde5_90565",37.7582340446822,34.9135554033365,49.447187159985,3.55166980484432,3.05408570151414,32.0335167012707
"Batde5_90452",34.1461593129533,26.6748960754592,25.7567372857494,7.91176832161714,6.93193285014322,23.3404451867513
"Batde5_90453",13.5587326538622,14.1841034571904,21.4325655859429,2.53605348601256,1.10367715836593,12.6442454844975
"Batde5_90454",608.131662109591,747.608428611249,419.268330224693,2225.50402721184,2155.98105263854,1048.65651151301
"Batde5_37256",159.031405733416,158.046274591725,267.650512994678,31.0663751315853,21.5700903941046,181.229097333228
"Batde5_37257",137.810484109232,150.008782044299,150.889763430072,16.7014897402552,10.1861661904657,88.5280200952101
"Batde5_12927",26.1561146367102,34.0532382617572,16.2619696662823,74.3756459503493,109.230885618724,48.5568934761356
"Batde5_35683",4.49056454933699,3.24961862226124,11.7129385002133,1.47031455206681,1.55828421897924,5.29646584423695
"Batde5_26600",0.583614829638804,0,1.34618157350197,0.109866082198338,0.169087595165221,3.13944340426366
"Batde5_90681",1.88805984385103,3.69844998406099,4.59852106712675,0.284885729933116,0,0.764994284981779
"Batde5_90563",0.554791033245596,0,0,0,0,0.390333434233308
"Batde5_26603",4.87089667784814,5.89503617492137,1.39737823231593,21.5791743808629,22.603115672725,12.1711837503559
"Batde5_90684",0.851277686404281,2.19756851508724,0,2.83152087881815,1.47158343528313,0.567424654307189
"Batde5_26605",0,0,0,0,0,0
"Batde5_26606",4.42152233837127,4.01854706466824,34.3922953168841,0.887843432869856,1.6044475892154,13.6101137370395
"Batde5_12906",15.0205121830125,12.794266808969,45.0852913246701,11.6790434524562,6.89035039546596,26.6022069053576
"Batde5_26608",15.5977521733803,17.1455009382503,81.9767431959168,15.8178861248764,11.2589745950332,41.6068523243066
"Batde5_26610",49709.6620278762,35433.137986914,41722.6387384258,37962.538066501,37570.6404310699,38842.3392544239
"Batde5_37261",20433.0551732049,15857.6307924749,16292.7429192805,17340.7381803553,15636.0422593789,14790.4827399583
"Batde5_35687",161.147534362874,168.127119090647,425.85443867339,86.0608609227747,66.293910233274,221.06023637019
"Batde5_37263",46.0852329814405,52.4648654657333,154.49284792502,11.1535056287493,5.9880040469313,72.2753935838359
"Batde5_37264",19.7517193325481,21.1989189320084,93.4269242318449,3.19491108425127,2.6334870600885,31.3172724867983
"Batde5_17386",97.8553734110584,99.123362503811,146.051872972087,41.4929427694348,34.2550860095053,81.4475070274667
"Batde5_35691",145.234691744403,130.971669550804,184.003636516213,81.6815462062349,68.5297478439055,112.458673977606
"Batde5_13049",7.32339690835093,9.62467625328226,7.43355846688763,6.44168396138369,9.03344586184338,12.8968532493471
"Batde5_12990",5.65259314842312,6.34162313154186,6.45214628422611,1.14611217909674,1.17878227961169,7.73032482019966
"Batde5_90467",46.4320755613544,48.2561158197602,71.1171205557315,62.4579948672313,52.1032702042485,69.4133809313817
"Batde5_90468",83.9003127386182,74.248093128714,70.3925976112341,139.402856763752,122.982543743801,117.006886445324
"Batde5_90686",14.7190986972905,13.5407495093246,11.846384056734,2.83791057614739,2.40094942343502,8.2706027349957
"Batde5_26621",6.46820106563312,6.43343698476348,6.04934843959433,1.06644029967913,0.679233733345596,4.06540790483385
"Batde5_90687",6.48567032417701,2.33668806571633,4.82261074277415,0,0.93780633581284,2.68403225541716
"Batde5_37267",89.2890148830873,90.1359006549705,101.87314341359,14.678927002277,6.00523195468678,58.3965003224898
"Batde5_26624",6.81637719647957,8.32862425779938,5.16927746321328,0.853765274642842,0.656133501361936,2.48368938244072
"Batde5_13091",149.346446861761,174.675200295136,255.118504266328,20.4490879060731,13.8070222731243,169.337299398987
"Batde5_90471",6.8572707545053,11.407377630649,6.24301821252339,2.29016109362888,1.52680884560902,5.76766766271203
"Batde5_30462",84.9512939291339,70.2293183556558,75.5211629407639,17.8571072256052,13.4801511917198,45.4408274732427
"Batde5_32150",10.5392244621767,11.7016323135117,7.55240781760526,2.3916763659776,2.18283590634741,5.14272512307936
"Batde5_90555",13.0304616931804,17.5133853895423,16.9481526478022,16.7579327135721,13.9724731087804,11.3619537739591
"Batde5_90688",13.2490060200315,18.0696675090618,16.1583809446237,2.54065672018885,0.939109497282888,9.80567660433294
"Batde5_26631",13.4380221039677,10.2824415469571,5.07623084107481,24.5462226382076,22.709504790835,6.33183290429194
"Batde5_35695",77.6815926286094,80.8786464267028,113.808735202274,60.3921556547677,60.4547587175689,80.7075469783037
"Batde5_12913",34.5381475875224,41.948091435815,57.660916876881,6.52273891371375,5.34352725566463,34.69385356642
"Batde5_90689",96.2115171584352,110.796995185231,71.5662337406585,14.4531751343972,7.88977488508675,45.8332743244332
"Batde5_26635",39.7478001759318,31.6769366964456,38.1649626155749,33.1784721883446,33.1348160963816,29.5487308478159
"Batde5_90475",310.86662039509,351.954923296051,485.26777632591,541.360044900727,524.749594475176,414.989969876559
"Batde5_26637",30.6661906383907,32.3978146432795,27.0720929530931,50.6713677551494,51.4953549028845,39.0598041897685
"Batde5_26638",26.4151190281395,41.9737454795183,21.4118064819838,3.93765885404278,3.84866027365065,14.7098958778303
