"","Sporangia.r1","Sporangia.r2","Zoospore.r1","Zoospore.r2"
"Batde5_90645",164,39,44,31
"Batde5_90603",46,10,20,16
"Batde5_90378",718,215,458,421
"Batde5_90646",358,78,117,96
"Batde5_26474",2,1,0,0
"Batde5_26475",568,236,334,285
"Batde5_35627",2361,724,319,189
"Batde5_90380",1153,259,242,173
"Batde5_90648",678,191,176,113
"Batde5_90381",81,19,9,9
"Batde5_90649",632,164,248,225
"Batde5_20290",2838,762,3190,3368
"Batde5_20293",7835,2257,11210,11522
"Batde5_37227",281416,62582,208250,192135
"Batde5_33508",4916,1377,11731,12337
"Batde5_26482",344,131,128,83
"Batde5_90384",3282,1089,6776,7550
"Batde5_90385",844,218,3045,3257
"Batde5_90600",14,3,23,19
"Batde5_37231",195,51,108,86
"Batde5_90652",257,43,86,79
"Batde5_13102",539,165,329,312
"Batde5_90387",108,28,15,13
"Batde5_90388",2886,920,5984,6280
"Batde5_20298",737,230,201,126
"Batde5_35636",3824,1182,10257,10090
"Batde5_26489",96,8,129,127
"Batde5_26490",3,5,2,6
"Batde5_26491",16.604905643699,5.15651771240825,12.911736043717,22.258406264762
"Batde5_90391",754.022891881075,171.318361161857,516.58982590953,315.444992990369
"Batde5_26493",807,201,1218,1329
"Batde5_90599",22,10,10,3
"Batde5_26494",35,17,14,10
"Batde5_33514",378,69,100,69
"Batde5_90598",59,22,36,16
"Batde5_26497",30,9,3,4
"Batde5_26498",87,25,23,20
"Batde5_90595",54,8,4,7
"Batde5_90594",28,12,12,22
"Batde5_90593",89,23,7,2
"Batde5_26501",31,8,17,29
"Batde5_17332",13902,4522,31980,31794
"Batde5_90395",1012,355,3255,4588
"Batde5_37237",3841,1182,11565,13997
"Batde5_35641",2740,872,668,521
"Batde5_5146",151,31,23,11
"Batde5_90659",62,22,22,24
"Batde5_90660",33,5,6,7
"Batde5_6608",170,40,143,135
"Batde5_37238",1121,311,163,92
"Batde5_35643",739,185,226,147
"Batde5_26512",536,160,754,638
"Batde5_90401",121,27,32,26
"Batde5_90402",198,42,45,43
"Batde5_90662",70,12,58,47
"Batde5_90590",135,39,209,227
"Batde5_90589",80,12,147,129
"Batde5_90588",84,17,17,12
"Batde5_26515",311,80,78,58
"Batde5_90587",140,27,221,201
"Batde5_17340",1983,730,341,250
"Batde5_90586",94,25,55,20
"Batde5_90664",126,34,83,80
"Batde5_20311",3241,925,5257,5161
"Batde5_26518",3163,970,7215,6992
"Batde5_13116",38,7,6,8
"Batde5_90405",910,274,175,107
"Batde5_4610",35,7,10,17
"Batde5_26520",1133,330,2984,3461
"Batde5_33521",445,139,439,325
"Batde5_26522",385,124,84,42
"Batde5_37243",1916,550,306,144
"Batde5_90410",446,151,1018,1049
"Batde5_90581",213,84,73,100
"Batde5_90412",288,92,561,614
"Batde5_35649",1695,543,2692,2691
"Batde5_26528",143,53,29,11
"Batde5_12868",623,227,94,51
"Batde5_13027",533,154,765,861
"Batde5_26531",49.7796464004749,6.46323514337845,67.1675757735164,63.471326087556
"Batde5_20316",395,91,71,24
"Batde5_90668",3949,925,6547,6968
"Batde5_26534",724,165,525,563
"Batde5_37245",115,56,82,67
"Batde5_35652",304,106,44,42
"Batde5_37246",366,106,435,475
"Batde5_26538",159110.767290778,34434.1808555253,132981.732799662,139999.545208812
"Batde5_33524",285749.25709136,64558.4149935428,240328.208483579,235952.01008027
"Batde5_90422",714,198,2193,2357
"Batde5_37247",1543,424,246,189
"Batde5_90669",789,252,100,62
"Batde5_26543",134,53,19,29
"Batde5_90578",15,1,9,3
"Batde5_90670",20.7631944453402,5,22.5646776379987,21.9344568104499
"Batde5_32126",44.6955077022244,10,46.9959011145428,33.6850685173866
"Batde5_13160",107.646282244992,30.2079210714581,115.583194611598,86.9398564709734
"Batde5_26545",2,0,0,5
"Batde5_90577",1.14480484950773,0,0,0
"Batde5_90672",597,186,157,122
"Batde5_7508",62,22,12,6
"Batde5_6774",31,11,6,2
"Batde5_13134",815,196,233,203
"Batde5_20327",3181,1032,11961,11408
"Batde5_90576",173,57,197,119
"Batde5_35661",624,244,1691,1848
"Batde5_90427",341,91,520,529
"Batde5_26554",397,125,58,27
"Batde5_90674",344,75,315,210
"Batde5_20329",10059,2826,18566,18755
"Batde5_90574",198,61,99,107
"Batde5_90430",1667,546,461,335
"Batde5_26559",105,34,25,21
"Batde5_90431",2062,597,400,247
"Batde5_26561",49,14,16,7
"Batde5_26562",336,107,71,56
"Batde5_90433",1251,382,724,679
"Batde5_90434",978,276,546,459
"Batde5_7338",11,8,4,4
"Batde5_26566",36,17,15,2
"Batde5_12866",196,54,32,27
"Batde5_35667",183,43,18,11
"Batde5_13136",56,18,15,6
"Batde5_37251",227,81,55,44
"Batde5_35669",664,261,93,42
"Batde5_35670",179,52,235,238
"Batde5_37252",2438,548,390,241
"Batde5_26574",60,14,16,12
"Batde5_13009",233,63,237,208
"Batde5_26576",21,8,4,1
"Batde5_90569",466,132,37,37
"Batde5_12991",114,40,8,7
"Batde5_26579",705,242,70,42
"Batde5_20338",499,103,218,218
"Batde5_26581",124,34,31,15
"Batde5_37254",1057,293,2609,2476
"Batde5_12882",402,131,45,43
"Batde5_90568",228,57,47,27
"Batde5_26584",509,130,368,267
"Batde5_37255",99,30,14,8
"Batde5_35676",250,94,25,23
"Batde5_35677",2877,885,1382,1134
"Batde5_26588",867,251,130,99
"Batde5_90678",59,27,10,13
"Batde5_4457",330,107,180,144
"Batde5_90566",209,100,32,10
"Batde5_90451",736,185,364,314
"Batde5_26592",241,61,450,386
"Batde5_90680",195,56,263,255
"Batde5_90565",320,86,30,27
"Batde5_90452",348,79,82,75
"Batde5_90453",328,99,60,28
"Batde5_90454",10848.5124234354,3890.77842634922,39703.9537022609,40477.5839621037
"Batde5_37256",2711.48757656461,776.221573650785,524.046297739059,385.416037896263
"Batde5_37257",2192,690,260,169
"Batde5_12927",129,49,381,579
"Batde5_35683",58,12,19,21
"Batde5_26600",7.89154916650684,0,1.48493022309991,2.38309150749304
"Batde5_90681",13.8953840597771,7.7971994688937,2.10255489890886,0
"Batde5_90563",5.40456191292855,0,0,0
"Batde5_26603",84.7723454309745,29.446995823823,369.939384735047,407.20752626434
"Batde5_90684",4,3,14,7.35663044241011
"Batde5_26605",0,0,0,0
"Batde5_26606",19,5,4,7.38882936559804
"Batde5_12906",162.392187102625,39.6480959342318,126.590453770984,77.422181925087
"Batde5_26608",29.5246516744372,9.45869036413881,34.6543943362704,23.8295242821
"Batde5_26610",159297.232709222,33123.8191444747,123083.267200338,130765.454791188
"Batde5_37261",268098.74290864,60696.5850064572,231031.791516421,219069.98991973
"Batde5_35687",2355,707,1246,1018
"Batde5_37263",523,172,127,72
"Batde5_37264",403,123,64,56
"Batde5_17386",1340,397,571,497
"Batde5_35691",1769,464,996,888
"Batde5_13049",69,26,62,91
"Batde5_12990",59,19,12,13
"Batde5_90467",2483,741,3233,2892
"Batde5_90468",1578,403,2570,2441
"Batde5_90686",187,50,36,32
"Batde5_26621",91,26,15,10
"Batde5_90687",19,2,0,3
"Batde5_37267",1123,329,185,80
"Batde5_26624",181,64,22,18
"Batde5_13091",685,192,82,55
"Batde5_90471",132,64,44,31
"Batde5_30462",687,167,147,115
"Batde5_32150",104.293010542658,33.338342015785,23.7502448246298,22.5929756509908
"Batde5_90555",90.3265916043108,35.0196248898414,119.932333874824,102.115563436016
"Batde5_90688",51,21,11,4
"Batde5_26631",131,29,242,233
"Batde5_35695",1310,394,1009,1072
"Batde5_12913",977,341,180,157
"Batde5_90689",421,143,67,37
"Batde5_26635",154,36,138,139
"Batde5_90475",1727,572,3159,3106
"Batde5_26637",244,75,414,433
"Batde5_26638",127,60,20,20
"Batde5_30465",1073,293,2217,2266
"Batde5_26639",481,174,74,43
"Batde5_90476",143,19,16,17
"Batde5_35697",6258,1665,6354,5969
"Batde5_35698",1429,467,265,141
"Batde5_26643",35,8,6,2
"Batde5_90479",2107,679,5589,5418
"Batde5_90480",242.798170290575,75.5247230891938,327.554483819055,326.391777310627
"Batde5_26646",63,32,8,5
"Batde5_90548",17,7,17,17
"Batde5_90547",99,31,24,21
"Batde5_37271",295,97,553,755
"Batde5_26650",77.5942488307354,44.2371299745405,17.674884944927,30.4716303660569
"Batde5_13083",52.9795085067664,14.5978790616496,19.8106131751273,13.8657222295132
"Batde5_90693",224.49208373069,71.1201927997665,170.429487453781,189.984203414786
"Batde5_90546",847.056744374388,263.865961027905,1439.23441500085,1623.64424716611
"Batde5_35702",1153,322,996,1082
"Batde5_90484",103,18,13,25
"Batde5_90695",498,162,1563,1640
"Batde5_26657",334,112,90,68
"Batde5_17403",1289,418,177,109
"Batde5_12969",1201,290,110,63
"Batde5_26660",3270,842,1480,1412
"Batde5_26661",1052,338,2799,2927
"Batde5_90487",603,183,97,72
"Batde5_90699",40,15,3,0
"Batde5_90488",381,119,45,31
"Batde5_26664",45,30,12,2
"Batde5_90489",250,64,85,57
"Batde5_90490",63,16,3,2
"Batde5_26667",99,28,7,9
"Batde5_13131",227,67,55,47
"Batde5_30472",492,123,318,205
"Batde5_26670",48,13,23,14
"Batde5_90542",44,9,15,16
"Batde5_35705",266,74,157,142
"Batde5_13157",94,29,58,43
"Batde5_30473",103,30,28,29
"Batde5_90541",103,27,37,27
"Batde5_13121",138,67,72,72
"Batde5_90704",287,83,37,24
"Batde5_90540",251,117,39,42
"Batde5_12973",0,0.35769926551833,4,0
"Batde5_90493",43.503376640303,23.3669297936724,113.284540839267,72.6382450606607
"Batde5_90706",127.615447795783,57.8675264938306,413.128940001712,558.86327967437
"Batde5_26681",7.9420449152052,2.12629634363778,4.30392768884426,4.60151360678822
"Batde5_26682",142.411219333643,53.9047246641722,253.393255729934,274.768733667708
"Batde5_26683",19.2256003127159,7.95626315205894,3.79285265228659,3.23114735047587
"Batde5_26684",11.1141932501296,4.22049073360593,14.6825399347918,6.54281254984293
"Batde5_90708",0,0,0,0
"Batde5_26685",8.94872953203658,2.24700152909984,7.98666137615028,5.02624545693351
"Batde5_35707",268,60,177,120
"Batde5_90709",72,51,9,12
"Batde5_90536",203,77,70,36
"Batde5_90710",348,145,617,647
"Batde5_37273",354,92,119,84
"Batde5_35709",585,199,81,47
"Batde5_90711",113,35,56,42
"Batde5_35710",427,93,54,21
"Batde5_26693",25.8903211382291,4.39073234890961,6.68351665317335,6.95857580461292
"Batde5_26694",859,224,1083,1004
"Batde5_90498",206.272762277222,59.5622097359109,90.5907327635053,46.2085010758737
"Batde5_26696",230.544087862217,47.906964481086,74.9989020102949,11.0340754089292
"Batde5_90713",227.298578199052,76.6129032258065,80.6,47.4
"Batde5_13099",418,148,59,54
"Batde5_17406",1608.69694445993,564.024184221784,5726.26207773037,6162.11234516334
"Batde5_13074",20.303055540067,15.9758157782164,93.7379222696254,109.887654836657
"Batde5_35712",789,226,120,64
"Batde5_4793",179,61,57,32
"Batde5_35713",127,33,15,16
"Batde5_90504",243.109678861771,76.6092676510904,31.3164833468267,40.0414241953871
"Batde5_13096",127,46,53,40
"Batde5_26706",208.701421800948,48.3870967741936,43.4,31.6
"Batde5_26707",27.4559121377832,26.0930355189141,0.00109798970512753,59.9659245910708
"Batde5_37276",202.727237722778,48.4377902640891,36.4092672364947,28.7914989241263
"Batde5_12878",209,44,113,99
"Batde5_13006",121,44,6,8
"Batde5_5921",479,129,411,397
"Batde5_26712",328,96,71,66
"Batde5_12894",88,20,46,54
"Batde5_90531",56,16,13,6
"Batde5_90717",295,83,83,64
"Batde5_12948",1897,660,441,264
"Batde5_30482",1142,316,136,91
"Batde5_26718",29,11,8,5
"Batde5_20391",376,115,289,212
"Batde5_20394",5352,1859,16692,19826
"Batde5_26721",267,101,152,121
"Batde5_90719",569,141,1133,1287
"Batde5_90514",3157,1047,6554,7011
"Batde5_90515",628,249,101,79
"Batde5_20395",823.181812570404,370.858817703371,86,55
"Batde5_12995",666.818187429596,306.141182296629,114,89
"Batde5_37278",2268,648,6339,6337
"Batde5_90528",237,78,28,27
"Batde5_90518",534,173,1116,1135
"Batde5_26728",53,6,14,12
"Batde5_6479",47,12,7,3
"Batde5_26730",139,44,14,16
"Batde5_90519",486,172,177,98
"Batde5_90520",13,4,26,29
"Batde5_26733",0,0,0,0
"Batde5_26734",0,0,0,0
"Batde5_32164",0,0,1.10734574177761,0
"Batde5_32166",0,0,0,4.10220988044601
"Batde5_35724",15.3304719078108,8.39639441916459,71.3359788133782,66.0979884666232
"Batde5_90524",0,0,0,0
"Batde5_90724",0,0,0,0
"Batde5_26738",8.15785896490244,0,2.04626169112366,0
"Batde5_90725",0,0,0,1
"Batde5_26739",0,0,6.05694935082297,2.04328056777387
"Batde5_90726",40.0996500998146,22.2003465130899,83.1031742828184,92.2614391332553
"Batde5_26741",0,0,0,0
"Batde5_90522",0,0,0,0
"Batde5_26743",0,0,0,0
"Batde5_90729",0,0,0,0
"Batde5_90730",3.38563227074176,0,3.82560833995223,1.36845031358033
"Batde5_26745",0,0,0,0
"Batde5_90244",0,0,0,0
"Batde5_12535",3281.57142857143,1344.42857142857,5690.85714285714,6013.06571535775
"Batde5_90245",5627.33333333333,1749,5966.88888888889,6784.77777777778
"Batde5_26090",2017.82285319001,533.648439521438,577.457204426159,547.036546685524
"Batde5_90241",0,0,0,0
"Batde5_90240",2.54781866529682,0,9.06928966438181,9.18397823098725
"Batde5_90239",0,0,0,0
"Batde5_90238",0,0,0,0
"Batde5_90237",0,0,1,0
"Batde5_90236",0,0,0,1.45271673280653
"Batde5_26094",0,0,0,0
"Batde5_26095",0,1,0,0
"Batde5_90246",2.18286668034581e-08,1.22604459727213e-07,18.8991496841439,0
"Batde5_90234",0,0,3.56668009966523e-08,0
"Batde5_26098",2,0,0,0
"Batde5_12731",90.9342860868416,35.1264997593321,41.442559613405,34.6795519220582
"Batde5_12853",52.4638198778658,24.5023156516812,21.943327528005,16.0192933456438
"Batde5_35487",7134,2627,26750,34133
"Batde5_89975",83,18,35,13
"Batde5_90233",15,5,2,14
"Batde5_89976",1693,545,592,452
"Batde5_26104",58,16,20,9
"Batde5_26105",1,0,4,2
"Batde5_90250",3,2,0,0
"Batde5_26107",114,39,43,37
"Batde5_3892",223,73,22,17
"Batde5_12700",0,2,1,1
"Batde5_90251",2,0,0,2
"Batde5_89979",312,114,280,247
"Batde5_90230",255,93,20,23
"Batde5_89980",437,158,46,33
"Batde5_20089",3719.52030526627,1284.36365025775,676.68358401784,490.689814516566
"Batde5_89982",428,121,283,164
"Batde5_20090",4422,1077,1770,1735
"Batde5_90229",7,1,6,6
"Batde5_12599",935,287,279,219
"Batde5_89985",225,54,71,57
"Batde5_90228",243,114,20,19
"Batde5_90252",202,91,36,14
"Batde5_90227",138,44,38,18
"Batde5_26123",42,12,2,1
"Batde5_26124",2,2,0,0
"Batde5_37162",748.811920389749,237.272503488451,576.70558737713,565.934168298558
"Batde5_1593",36.7568540607779,20.3804280648858,7.64156393312879,13.0002536945312
"Batde5_90255",1,0,0,0
"Batde5_90256",0,0,0,0
"Batde5_26127",61.3095471496002,12.8186888736793,41.0150048291845,30.2006919577429
"Batde5_26128",14.5895996867598,5,16.274916862905,26.9829651522623
"Batde5_90258",4,0,2.56193189916054,0
"Batde5_26129",0,0,0,0
"Batde5_26131",12.906367811122,6.0450991052629,54.5063839977519,35.3976449008319
"Batde5_26132",0,0,0,0
"Batde5_90223",0,0,1.14838828621515,0
"Batde5_26134",0,0,0,2
"Batde5_26135",129.886238499133,34.5374024234263,15.3998893175802,16.5110310587049
"Batde5_26136",14.2154418762301,1,1.15176452742077,4.42896767638279
"Batde5_90221",0,0,0,0
"Batde5_26137",0,0,1.31024507577988,0
"Batde5_90220",13,4,18,12
"Batde5_90265",0,0,0.999999964333199,0
"Batde5_5399",0,0,0,0
"Batde5_26141",0,1,0,0
"Batde5_90267",0,0,0,2
"Batde5_26143",0,0,0,0
"Batde5_90268",0,0,0,0
"Batde5_1469",2.07652189178967,0,0,1
"Batde5_35493",351,138,43,38
"Batde5_89988",294,109,18,14
"Batde5_89989",770,234,106,65
"Batde5_37163",271,74,74,53
"Batde5_26149",267,74,21,14
"Batde5_26150",105,35,16,12
"Batde5_90215",2,3,0,2
"Batde5_26151",0,2,0,0
"Batde5_26152",23.4837132290134,7.2433458234668,54.9252183930046,33.3365255211236
"Batde5_90212",0,0,0,0
"Batde5_90270",0,0,0,0
"Batde5_90271",0,0,0,0
"Batde5_90211",6,3,13.4380681008395,0
"Batde5_90272",12.4186060590889,4,39.7534910864126,34.1063827872594
"Batde5_32015",14.4219240537527,4.33388706685156,9.47878513787316,12.0265932901327
"Batde5_32017",25.1796480934071,10.1448784801165,20.1865612237034,13
"Batde5_26156",1,0,1.00968249624937,1
"Batde5_90208",0,0,0,0
"Batde5_12536",2.42869228062801,0,0,0
"Batde5_26158",91.0048675002406,24.37204280563,47.302072559137,46.4812610247788
"Batde5_12637",1.16890115938743,0,0,0
"Batde5_26160",33.210049779135,7.00608094536714,5.14808182520121,0
"Batde5_12657",195.733160086066,80.5670987364055,22,0
"Batde5_26162",64,31,7,12
"Batde5_90204",71,20,72,61
"Batde5_12530",233,61,46,18
"Batde5_90202",497,133,71,29
"Batde5_26166",1431,532,180,104
"Batde5_35496",716,288,63,42
"Batde5_89993",527,185,385,393
"Batde5_89994",663,209,325,319
"Batde5_90277",79,42,7,4
"Batde5_90278",43,8,9,6
"Batde5_90201",100,36,8,11
"Batde5_35498",2331,733,536,424
"Batde5_12840",661,197,412,441
"Batde5_90199",206,63,71,65
"Batde5_89996",757,264,328,405
"Batde5_37164",1247,432,1014,1380
"Batde5_89998",2043,618,263,223
"Batde5_26179",284,72,414,275
"Batde5_26180",10,6,0,1
"Batde5_12759",210,72,145,106
"Batde5_35503",1847,573,3794,4223
"Batde5_20107",93.0463629519328,72.4146953451294,9.39427465574986,0
"Batde5_12559",0,0,0,2.32143709506371
"Batde5_90197",97.2088828100643,43,139,162.876832641478
"Batde5_26186",460.31633752071,156.182038328363,1759.64481976126,1811.26149490217
"Batde5_90281",3,0,0,0
"Batde5_90004",4309,1321,10313,10826
"Batde5_37165",515,115,303,231
"Batde5_12823",407,104,68,30
"Batde5_35507",479,154,133,95
"Batde5_17142",168,35,58,48
"Batde5_90284",10,1,1,0
"Batde5_90285",29,14,11,5
"Batde5_35509",245,81,68,52
"Batde5_26195",68,15,10,9
"Batde5_90007",143,26,59,60
"Batde5_35511",1177,385,370,238
"Batde5_90009",375,134,335,305
"Batde5_12654",103,30,19,16
"Batde5_90194",98,17,15,24
"Batde5_35513",2272.78811866165,613.384807053892,356.690491583201,260.207290490934
"Batde5_12624",606,260,1040,1418
"Batde5_37169",1648,428,553,448
"Batde5_35515",725,189,129,81
"Batde5_90288",68,20,22,22
"Batde5_90013",890,238,569,350
"Batde5_5923",315,68,65,51
"Batde5_26205",440,109,123,91
"Batde5_26206",381,142,101,84
"Batde5_35516",295,71,57,33
"Batde5_26208",213,72,24,13
"Batde5_12607",241,77,358,394
"Batde5_20117",234.953637048067,71.5853046548706,10.6057253442501,16
"Batde5_12639",10,5,4,0.678562904936287
"Batde5_26212",0,0,0,0
"Batde5_90292",3.36604516320717,3.47624554751208,29.0146020214809,25.4265449615015
"Batde5_26214",0,0,5.38376216122417,7.37126199996348
"Batde5_90188",1.5,0,0,0
"Batde5_90019",476,145,1018,837
"Batde5_37170",4922,1473,15669,17898
"Batde5_90021",535,163,1017,1161
"Batde5_35520",1170,359,2150,2397
"Batde5_90023",127,32,15,14
"Batde5_17154",1522,513,273,165
"Batde5_37172",367,124,377,416
"Batde5_90294",153,70,23,13
"Batde5_90295",914,371,173,102
"Batde5_90027",496,128,72,48
"Batde5_90296",330,89,81,84
"Batde5_90028",535,156,65,40
"Batde5_90187",133,44,25,32
"Batde5_12741",178,62,19,16
"Batde5_35524",3521,1279,785,595
"Batde5_12522",349,108,969,1022
"Batde5_26230",112,30,69,100
"Batde5_90185",131,46,49,11
"Batde5_90184",2541,689,4789,4937
"Batde5_90299",98,35,35,16
"Batde5_35525",1782,625,251,157
"Batde5_12791",32,7,12,15
"Batde5_90031",767,219,329,284
"Batde5_90182",262,45,38,22
"Batde5_90300",179,43,41,35
"Batde5_26237",90,25,29,4
"Batde5_35528",1449,442,215,108
"Batde5_90181",258,65,45,29
"Batde5_20133",253,89,50,54
"Batde5_37174",1124,385,174,98
"Batde5_26242",175,45,28,16
"Batde5_35531",1526,387,935,734
"Batde5_35532",783,189,524,558
"Batde5_90037",441,117,58,49
"Batde5_33450",684,187,128,65
"Batde5_35534",54,19,2,6
"Batde5_35535",178,79,16,11
"Batde5_20137",1153,349,146,85
"Batde5_20142",2207,610,502,383
"Batde5_32033",3203,792,382,244
"Batde5_35539",942,246,94,50
"Batde5_26253",2857,1101,417,227
"Batde5_33456",776,223,261,232
"Batde5_90045",405,118,58,30
"Batde5_90046",251,66,48,25
"Batde5_33457",443,140,749,1003
"Batde5_35543",583,203,988,840
"Batde5_90049",974,292,2529,2849
"Batde5_12855",689,220,87,49
"Batde5_90050",1195,327,889,941
"Batde5_90051",133,49,33,28
"Batde5_17183",2875,819,1088,900
"Batde5_26263",206,58,158,104
"Batde5_26264",157,51,11,12
"Batde5_12524",123,39,94,74
"Batde5_37182",4689,1522,4758,5453
"Batde5_6187",340,95,287,336
"Batde5_12603",6329,2162,1091,829
"Batde5_20154",20057,5836,23973,24223
"Batde5_26270",16,6,31,29
"Batde5_17188",14920,4879,25806,27213
"Batde5_37184",868,239,192,92
"Batde5_35551",504,153,419,392
"Batde5_26274",30,15,8,8
"Batde5_12619",530,181,263,224
"Batde5_20161",3882,1297,381,263
"Batde5_20166",1969,467,474,299
"Batde5_90061",520,226,43,37
"Batde5_12684",213,53,84,66
"Batde5_90173",125,18,30,34
"Batde5_17199",424,149,706,626
"Batde5_90172",89,50,138,169
"Batde5_20168",1855,531,382,213
"Batde5_35555",509,136,80,40
"Batde5_90171",64,20,6,4
"Batde5_12576",2693,889,497,291
"Batde5_90170",192,59,657,590
"Batde5_90305",94,33,85,65
"Batde5_90065",576,205,861,702
"Batde5_90066",162,65,247,237
"Batde5_26285",208,54,35,39
"Batde5_20172",13767,3532,5321,4645
"Batde5_26287",26,5,18,12
"Batde5_90307",30,8,5,4
"Batde5_12558",1865,739,310,188
"Batde5_4599",142,29,40,20
"Batde5_35558",1362,476,151,119
"Batde5_26291",494,157,133,87
"Batde5_35560",1546,369,818,687
"Batde5_20179",179,68,94,76
"Batde5_90073",209,62,38,36
"Batde5_90167",590,135,324,343
"Batde5_26295",251,82,77,57
"Batde5_90074",1446,432,3547,3741
"Batde5_26297",74,11,60,60
"Batde5_26298",294,85,186,167
"Batde5_90075",784,197,175,91
"Batde5_90078",361,119,90,83
"Batde5_20186",1525,389,225,145
"Batde5_26302",534,201,53,51
"Batde5_33473",243,97,49,15
"Batde5_90311",580,142,99,88
"Batde5_17222",2763,668,413,218
"Batde5_35567",767,190,174,135
"Batde5_20192",1457,378,2982,3651
"Batde5_26309",563,162,637,651
"Batde5_6729",348,102,59,54
"Batde5_90085",281,64,238,282
"Batde5_6277",484,166,71,76
"Batde5_90315",131,53,21,16
"Batde5_12848",762,244,1833,1865
"Batde5_26315",419,118,21,35
"Batde5_35570",351,112,68,71
"Batde5_90088",282,112,238,175
"Batde5_17228",681,178,577,441
"Batde5_26318",42,12,155,160
"Batde5_26319",429,115,1004,959
"Batde5_90318",2127,536,4625,3967
"Batde5_35572",19979,7474,56609,55213
"Batde5_35573",727,194,140,108
"Batde5_90319",129,23,33,34
"Batde5_90320",607,207,214,154
"Batde5_37199",692,242,157,123
"Batde5_90092",795,208,220,129
"Batde5_90093",729,188,147,112
"Batde5_26327",162,40,120,140
"Batde5_90321",209,69,23,8
"Batde5_90322",298,106,51,40
"Batde5_17234",2911,796,4576,4769
"Batde5_90096",222,91,205,197
"Batde5_26332",187,58,185,182
"Batde5_26333",141,50,27,16
"Batde5_90324",86,17,18,7
"Batde5_26335",256,90,24,23
"Batde5_37200",2848,825,1944,1956
"Batde5_35579",558,201,1632,1616
"Batde5_90160",387,96,126,68
"Batde5_35580",618,158,178,119
"Batde5_90099",116,33,180,132
"Batde5_35582",259,64,83,78
"Batde5_17244",1402,456,237,160
"Batde5_35584",549,201,123,119
"Batde5_26344",79,18,8,4
"Batde5_90103",624,139,309,280
"Batde5_90104",21,16,36,13
"Batde5_17251",1289,347,900,644
"Batde5_35586",388,111,65,36
"Batde5_90159",23,4,4,4
"Batde5_20222",65,32,12,24
"Batde5_17255",1149,372,3009,3276
"Batde5_90109",801,282,99,43
"Batde5_17258",488,126,93,72
"Batde5_26353",171,53,29,13
"Batde5_90157",144,54,79,84
"Batde5_90329",854,230,474,347
"Batde5_35590",8259,2305,2456,1721
"Batde5_26357",673,244,83,52
"Batde5_90113",80,34,15,8
"Batde5_1764",810,248,842,794
"Batde5_90115",878,218,263,179
"Batde5_30382",152,31,35,9
"Batde5_35593",4,2,2,0
"Batde5_35594",441,112,81,55
"Batde5_90118",3123,1151,6056,6412
"Batde5_12850",311,83,531,601
