"","Sporangia.r1","Sporangia.r2","Zoospore.r1","Zoospore.r2"
"Batde5_33882",499,163,177,157
"Batde5_85663",233,57,278,261
"Batde5_21183",85.2758147813666,26.3499220359178,306.61257492342,335.355008251355
"Batde5_21184",58.6980230732274,16.7945603595184,6.58652766279966,6.77701093650097
"Batde5_21185",3194,963,3037,3785
"Batde5_85667",164,51,65,52
"Batde5_15229",940,322,1915,2059
"Batde5_21188",150,55,47,24
"Batde5_21189",110,26,143,137
"Batde5_21190",306,101,548,630
"Batde5_29076",741,271,1291,1501
"Batde5_85625",81,17,24,20
"Batde5_84472",160,44,26,23
"Batde5_36333",2699,948,423,218
"Batde5_85669",164,52,20,11
"Batde5_21194",83,13,12,6
"Batde5_85624",130,35,17,20
"Batde5_21196",559,166,190,179
"Batde5_36334",24605,6719,4735,3933
"Batde5_8659",75,16,13,8
"Batde5_21198",113,41,16,13
"Batde5_1833",362,106,54,38
"Batde5_85673",188,54,56,39
"Batde5_32596",1138,293,566,560
"Batde5_85674",60,25,7,12
"Batde5_21202",108,26,20,6
"Batde5_84476",397,105,108,98
"Batde5_33887",200,69,136,197
"Batde5_84478",157,72,67,59
"Batde5_85621",22,10,6,13
"Batde5_21206",342,119,60,42
"Batde5_85677",332,105,63,21
"Batde5_8958",8162,1991,1715,1059
"Batde5_18190",1101.21188133835,316.615192946108,150.309508416799,117.792709509066
"Batde5_21210",828,202,277,268
"Batde5_21211",119,33,20,16
"Batde5_8263",27,6,5,10
"Batde5_84483",264,87,72,53
"Batde5_33890",644,181,165,113
"Batde5_8849",48333,12616,15552,14485
"Batde5_33892",102,24,30,15
"Batde5_85680",351,80,65,66
"Batde5_85681",544,136,67,45
"Batde5_84487",1274,386,3536,3629
"Batde5_84488",209,60,182,191
"Batde5_8770",1559,403,218,145
"Batde5_8201",97,26,19,28
"Batde5_85620",163,65,43,25
"Batde5_21224",259,71,418,381
"Batde5_84491",847,285,1729,1671
"Batde5_32601",253.575824117166,74.1846441502378,91.2516376096284,89.9717078096464
"Batde5_84493",1112,332,148,71
"Batde5_33895",1435,437,321,206
"Batde5_84495",642.827805129796,198.637709179492,456.237774270534,483.811553460316
"Batde5_84496",108.483982087379,35.5130990368078,18.1510645754822,24.3475749965842
"Batde5_21232",103,44,21,14
"Batde5_84497",848,264,898,935
"Batde5_3368",386,124,959,1168
"Batde5_8508",300,75,66,45
"Batde5_85683",254,83,34,20
"Batde5_8712",128,33,18,10
"Batde5_21237",150,58,38,13
"Batde5_36343",204,74,236,224
"Batde5_29094",462,118,84,32
"Batde5_32604",164,56,25,38
"Batde5_36345",13923,4679,27799,27023
"Batde5_84503",212,91,60,60
"Batde5_85615",379,139,241,201
"Batde5_84504",1349,418,4132,3800
"Batde5_29097",148,41,39,26
"Batde5_33902",1028,296,748,1053
"Batde5_84506",101,32,44,52
"Batde5_8747",285,81,43,29
"Batde5_21249",204,53,25,28
"Batde5_84508",694,222,1634,1740
"Batde5_21251",397,128,474,458
"Batde5_21252",157,56,40,25
"Batde5_21253",1846,593,5903,6007
"Batde5_2784",202,45,48,24
"Batde5_85688",456,123,91,40
"Batde5_85689",23,9,1,1
"Batde5_15251",814,274,573,546
"Batde5_84510",1232,320,313,140
"Batde5_21258",1009,345,132,111
"Batde5_84512",2229,752,4712,6271
"Batde5_85611",406,93,89,56
"Batde5_21261",82,28,41,50
"Batde5_33907",1033,335,3132,3509
"Batde5_7947",925.489386840673,263.24579296613,175.194222578452,136.074138182297
"Batde5_33909",1119.51061315933,405.75420703387,238.805777421548,194.925861817703
"Batde5_15261",18746,5314,20508,18733
"Batde5_21266",108,47,47,59
"Batde5_15264",352,81,329,287
"Batde5_21268",479,207,1459,1613
"Batde5_85692",181,61,38,34
"Batde5_5193",61,12,10,3
"Batde5_8491",76,39,6,4
"Batde5_85607",376,121,201,224
"Batde5_5033",149,47,24,9
"Batde5_18214",432.332625461426,103.073046811472,81.0078624092537,71
"Batde5_21274",267,62,140,121
"Batde5_85606",70,19,22,17
"Batde5_85693",74,25,17,10
"Batde5_85605",336,98,34,27
"Batde5_84522",485,161,80,46
"Batde5_33913",374,89,114,61
"Batde5_84525",205,64,40,23
"Batde5_33915",1589,552,208,171
"Batde5_18216",1142,366,141,107
"Batde5_84528",288,83,701,673
"Batde5_21285",1545,517,4342,5372
"Batde5_21286",15,5,30,24
"Batde5_36350",318,72,211,293
"Batde5_85603",2,0,0,0
"Batde5_21288",335,105,274,249
"Batde5_8258",897,245,2116,2231
"Batde5_85602",4,5,4,8
"Batde5_21290",1242,390,295,189
"Batde5_32609",195,50,37,21
"Batde5_21292",399,178,38,26
"Batde5_15270",394,135,70,33
"Batde5_18221",4866,1910,17932,19522
"Batde5_85697",327,109,372,334
"Batde5_21296",531,145,1527,1653
"Batde5_21297",142,65,21,19
"Batde5_21298",66,28,7,4
"Batde5_85698",3,0,0,0
"Batde5_21300",508,145,102,52
"Batde5_8378",936,257,144,101
"Batde5_84536",339,109,68,25
"Batde5_8037",99,30,34,22
"Batde5_84537",1180,414,2505,2745
"Batde5_85700",963,375,498,457
"Batde5_85701",96,27,50,44
"Batde5_85702",1100,341,770,717
"Batde5_21307",199,43,42,42
"Batde5_84538",280,85,91,43
"Batde5_8530",1090,310,227,182
"Batde5_18227",8099,2431,1548,997
"Batde5_85704",82,15,11,6
"Batde5_85705",125,46,12,5
"Batde5_9269",630,157,93,44
"Batde5_21312",761,336,58,42
"Batde5_8226",1104,286,177,79
"Batde5_85708",352,114,158,130
"Batde5_21315",369,147,84,54
"Batde5_36355",349,108,142,109
"Batde5_85709",196,97,89,64
"Batde5_85710",329,107,171,125
"Batde5_85711",835,233,2121,2248
"Batde5_36356",27,5,41,46
"Batde5_21320",73,31,6,4
"Batde5_84544",166,46,24,13
"Batde5_21322",217,43,179,149
"Batde5_84545",414,126,749,769
"Batde5_21324",1104,309,104,67
"Batde5_85592",204,85,28,11
"Batde5_15282",8798,2462,2524,1606
"Batde5_85591",50,21,12,15
"Batde5_84548",225,48,53,35
"Batde5_84549",413,90,133,112
"Batde5_21330",101,17,19,13
"Batde5_84552",1876,609,2782,2749
"Batde5_21334",257,100,39,21
"Batde5_29115",3605,1179,9654,10953
"Batde5_8861",2887,827,605,412
"Batde5_21337",258,74,26,15
"Batde5_21338",178,44,29,16
"Batde5_8275",177,64,33,41
"Batde5_8631",268,91,417,437
"Batde5_33931",336,125,34,27
"Batde5_33932",333,99,195,218
"Batde5_84559",221,75,50,16
"Batde5_21344",311,114,55,30
"Batde5_85715",16.6359983669307,4.82982639485808,14.7273395499068,15.3875588428177
"Batde5_15293",1500,461,1011,991
"Batde5_33934",1581,547,5023,5270
"Batde5_33935",4258,1308,2571,2119
"Batde5_85585",379,128,99,91
"Batde5_8409",97,36,20,26
"Batde5_33936",1299,418,110,62
"Batde5_84563",112,22,28,40
"Batde5_33937",2018,777,7310,8075
"Batde5_33938",1260,374,1989,1811
"Batde5_21354",149,51,20,17
"Batde5_84565",266,87,45,38
"Batde5_33939",325.702246555879,85.1759081349853,127.785717522362,136.840404642478
"Batde5_85720",204.435889552879,46.7816511360283,41.0447341621448,0
"Batde5_599",1104,333,494,537
"Batde5_2631",700,235,1031,911
"Batde5_33940",3034,1014,538,481
"Batde5_21360",35.176642821835,3.89602851537669,3.35623349714117,12.3197391895798
"Batde5_21361",103.556393875797,32.6422063519332,95.1876016916515,78.9242276941926
"Batde5_33941",102,44,41,30
"Batde5_33942",227,89,102,92
"Batde5_85723",1519,525,3743,3950
"Batde5_85581",30,11,10,7
"Batde5_85580",116.929572478096,39.4082046169626,50.1751642936748,25.0894321986601
"Batde5_21367",1150.60512099717,344.056156534351,1088.26186864413,985.456536273774
"Batde5_21368",45.8562106540881,3.11891481263032,2.75250916693568,0
"Batde5_85727",12110.9089478561,4325.2228377735,51063.1153376125,51470.1938391678
"Batde5_33943",191,57,179,202
"Batde5_85728",396,118,98,55
"Batde5_84570",1226,407,3185,3612
"Batde5_21372",82,17,14,15
"Batde5_8283",595,125,90,54
"Batde5_85730",313,73,518,563
"Batde5_21375",207,60,39,39
"Batde5_21376",1397,361,3254,3715
"Batde5_8262",711,277,1216,1221
"Batde5_21378",677,251,118,94
"Batde5_36365",286,86,26,18
"Batde5_33946",1815,603,1813,1644
"Batde5_85577",451.116043935935,182.433310084411,2827.01977881464,2988.59205369595
"Batde5_85576",142.975008207936,90.34385214209,1195.86488357281,1044.21410713624
"Batde5_33947",227.952401092312,81.6937759719957,58.2205686426959,27.2310545335587
"Batde5_33948",7.10980519457732,2.08274966247967,4.14201538809735,7.2682131163989
"Batde5_85575",34.6091323647479,15.9505743188554,6.00405782645672,5.67180310413765
"Batde5_84578",120.521096979055,44.6007970557292,37.6298066621025,13.2219217696569
"Batde5_21384",67.8249916853389,30.1951106139875,0,48.8555052005151
"Batde5_85573",195.096256766773,62.7216646755461,166.408514276125,129.978152008621
"Batde5_21386",8.89378470006884,14.6957668676607,10.468602209184,3.59082861176005
"Batde5_33949",123.930176609808,44.321314640705,65.2142824776382,74.5324662645356
"Batde5_21388",342,96,657,800
"Batde5_21389",256,100,553,709
"Batde5_8821",216,85,23,12
"Batde5_21391",115,54,30,33
"Batde5_84581",421,175,72,44
"Batde5_1166",133,36,196,164
"Batde5_9261",271,64,244,237
"Batde5_36366",3005,809,3366,3998
"Batde5_84586",502,129,421,386
"Batde5_33953",1421,434,1256,1290
"Batde5_84588",1472,389,403,263
"Batde5_85570",336,91,64,53
"Batde5_84589",414,99,103,76
"Batde5_21400",572,163,109,56
"Batde5_85568",282,100,30,19
"Batde5_85567",79,32,6,11
"Batde5_21403",144,62,20,12
"Batde5_85566",791,189,240,98
"Batde5_8977",500,91,978,1013
"Batde5_2229",294,104,54,20
"Batde5_18251",200,58,87,100
"Batde5_21407",89,33,15,9
"Batde5_36369",1153,413,94,70
"Batde5_85735",323,71,393,381
"Batde5_84593",370,167,41,32
"Batde5_36370",12209,3990,936,649
"Batde5_21412",977,306,173,112
"Batde5_85564",2291,620,5611,5062
"Batde5_85736",118,42,392,345
"Batde5_21414",521,149,1470,1360
"Batde5_85737",20,10,37,32
"Batde5_18255",3591,1251,8051,8475
"Batde5_84597",384,156,43,53
"Batde5_15313",1604,557,3984,4073
"Batde5_33960",868,314,1245,1141
"Batde5_21419",74,16,153,118
"Batde5_84600",39.7956704322834,2.83495619268949,15.7962945276848,12.6806295461282
"Batde5_84601",203.63521016184,64.8915682299301,29.5402599642282,24.331139737675
"Batde5_85738",81.8691224665812,20.0471918928419,3.09947342227763,4.75132009154629
"Batde5_85562",133,53,34,39
"Batde5_85561",0,0,0,0
"Batde5_8973",1242,436,2103,2203
"Batde5_8078",53,7,24,27
"Batde5_85740",107,32,6,5
"Batde5_84603",760,271,174,65
"Batde5_21427",77,14,11,10
"Batde5_21428",2112,779,645,412
"Batde5_85559",1285,401,219,180
"Batde5_21430",132,42,31,19
"Batde5_18271",1533,483,191,102
"Batde5_85742",346,73,68,31
"Batde5_84605",880,306,2114,2167
"Batde5_84606",1137,294,498,438
"Batde5_18273",2636,836,298,164
"Batde5_84608",91,23,14,9
"Batde5_21437",1577,337,666,606
"Batde5_85745",85,31,12,11
"Batde5_15328",319,84,199,156
"Batde5_85556",65,16,24,20
"Batde5_21441",156,52,202,198
"Batde5_85555",81,13,7,5
"Batde5_84610",213,64,157,128
"Batde5_84611",204,76,27,21
"Batde5_8649",1937,469,830,746
"Batde5_84613",647,253,129,145
"Batde5_21445",58,17,11,11
"Batde5_21446",331,123,48,32
"Batde5_84615",415,111,64,69
"Batde5_7906",277,71,221,242
"Batde5_36379",190,56,45,19
"Batde5_84617",325,95,34,24
"Batde5_84618",443,124,70,49
"Batde5_21451",130,47,38,24
"Batde5_21452",3885,1253,5082,5535
"Batde5_85552",105,27,198,135
"Batde5_84620",773,252,681,603
"Batde5_8015",1496,466,4006,4064
"Batde5_9091",155,66,25,20
"Batde5_36380",518,169,48,34
"Batde5_21457",559,197,33,37
"Batde5_29142",367,125,207,150
"Batde5_21459",105,28,31,26
"Batde5_21460",43,20,15,10
"Batde5_33973",1124,317,343,285
"Batde5_33975",24776,7972,85524,98937
"Batde5_21464",19,7,51,47
"Batde5_85549",161,53,23,52
"Batde5_33976",135,47,33,31
"Batde5_15336",1772,548,1495,1517
"Batde5_15341",983,297,696,517
"Batde5_84629",903,275,683,528
"Batde5_8120",279,57,867,956
"Batde5_85753",110,30,41,35
"Batde5_36383",1090,289,265,136
"Batde5_36384",450,152,235,158
"Batde5_84631",369,93,206,200
"Batde5_85546",45,9,7,9
"Batde5_85754",128,42,34,23
"Batde5_33981",799,206,447.850886933672,285
"Batde5_33982",226,64,70,60
"Batde5_32641",5147,1784,17541,20718
"Batde5_15345",398,103,191,153
"Batde5_85545",520,198,32,41
"Batde5_8986",222,91,16,11
"Batde5_36387",231,79,28,31
"Batde5_21484",992,280,170,122
"Batde5_18299",2738,792,2352,2322
"Batde5_85755",69,18,15,15
"Batde5_21487",204,43,69,35
"Batde5_85543",45,12,13,14
"Batde5_21488",0,0,0,0
"Batde5_33989",271,100,95,56
"Batde5_21490",3,0,14,8
"Batde5_85756",87,23,173,133
"Batde5_21492",1996,655,4616,4671
"Batde5_21493",453,155,169,178
"Batde5_33990",54.7069894573419,8.66165798421497,18.2497551753702,7.40702434900922
"Batde5_85537",51.8535678240694,24.3172509221161,35.5633657881726,17.2242473094303
"Batde5_36391",407,136,816,698
"Batde5_84642",145,53,29,29
"Batde5_85536",397,141,757,902
"Batde5_21499",166,60,77,58
"Batde5_31079",1421,419,1444,1763
"Batde5_21501",334,88,188,130
"Batde5_85535",112,27,64.1491130663279,56
"Batde5_84644",74,18,39,44
"Batde5_21504",337,105,1251,1542
"Batde5_21505",33,26,21,21
"Batde5_21506",237,73,332,258
"Batde5_6489",700,249,1229,1271
"Batde5_84646",1041,339,155,99
"Batde5_21509",30,15,4,1
"Batde5_18307",176,75,33,27
"Batde5_29157",24,6,2,7
"Batde5_36394",1155,382,3368,5479
"Batde5_33995",1745,487,866,696
"Batde5_21514",522,126,102,66
"Batde5_85530",28,7,1,4
"Batde5_85529",20,7,7,0
"Batde5_18312",343,117,53,47
"Batde5_85528",1853,489,1711,1571
"Batde5_21518",211,64,32,21
"Batde5_15366",1678,446,3150,3409
"Batde5_8306",139,26,40,38
"Batde5_15370",1750,583,195,110
"Batde5_21522",28,8,4,5
"Batde5_85764",126,34,31,22
"Batde5_33999",2336,840,434,325
"Batde5_21526",601,155,1397,1521
"Batde5_29162",12,2,10,5
"Batde5_85766",821,292,884,754
"Batde5_34000",339,90,57,35
"Batde5_85526",24,10,13,8
"Batde5_84656",538,199,77,64
"Batde5_84657",520,186,107,113
"Batde5_18320",887,276,1071,1095
"Batde5_85525",46,27,7,4
"Batde5_85524",23,14,5,4
"Batde5_84659",329,110,54,21
"Batde5_21535",109,24,75,59
"Batde5_21536",69,28,19,18
"Batde5_85767",902,275,105,94
"Batde5_84660",651,247,832,776
"Batde5_36399",6313,2475,31640,38096
"Batde5_85520",96,37,59,60
"Batde5_36400",441,106,1322,1713
"Batde5_36401",338,93,1058,1413
"Batde5_21543",10,0,24,6
"Batde5_34005",61,25,51,67
"Batde5_21545",2,2,1,3
"Batde5_84664",66,14,43,70
"Batde5_21547",98,24,15,11
"Batde5_9126",305,115,50,26
"Batde5_8484",1126,382,149,88
"Batde5_21550",29,4.5,6.5,9
"Batde5_21551",29,4.5,6.5,9
"Batde5_84667",462,156,44,40
"Batde5_15373",212,48,193,159
"Batde5_34007",303,91,176,194
"Batde5_21556",2709,917,4139,4444
"Batde5_85771",799,270,316,278
"Batde5_84670",360,102,151,103
"Batde5_7470",133,39,19,21
"Batde5_15375",1687,545,1149,1168
"Batde5_21560",564,188,57,43
"Batde5_84672",96,40,15,9
"Batde5_34009",1344,490,1746,1881
"Batde5_85514",426,171,29,28
"Batde5_21564",275,53,68,40
"Batde5_8853",443,124,90,24
"Batde5_21566",156,58,44,51
"Batde5_34010",14858,5548,57232,61422
"Batde5_85512",742,232,1467,1047
"Batde5_85775",137,48,222,197
"Batde5_84675",677,197,137,101
"Batde5_34011",2032,672,2307,2432
"Batde5_7060",730,254,1714,1810
"Batde5_34013",1016,375,224,172
"Batde5_21574",251,95,154,114
"Batde5_21575",659,205,60,44
"Batde5_8115",80,36,5,1
"Batde5_84681",561,220,1302,1567
"Batde5_34015",965,366,776,839
"Batde5_85509",191,95,18,19
"Batde5_21581",1353,393,371,250
"Batde5_9117",160,46,31,22
"Batde5_29170",175,41,33,13
"Batde5_21583",362,111,177,150
"Batde5_36404",622,199,202,238
"Batde5_9077",573,197,91,42
"Batde5_31092",220,57,117,94
"Batde5_85778",754,217,201,172
"Batde5_21588",263,79,51,40
"Batde5_8492",91,20,14,16
"Batde5_21590",12,0,2,0
"Batde5_7892",160,50,16,23
"Batde5_36405",1652,533,1880,1851
"Batde5_85507",191,75,21,27
"Batde5_85780",190,64,37,19
"Batde5_9139",218,49,126,123
"Batde5_85781",72,45,13,11
"Batde5_9165",91,16,14,12
"Batde5_8680",530,171,57,45
"Batde5_21600",262,98,90,69
"Batde5_34022",2093,718,313,185
"Batde5_85782",351,98,461,455
"Batde5_84696",463,178,56,32
"Batde5_84697",172,34,80,51
"Batde5_85504",41,16,20,2
"Batde5_85783",12,3,2,0
"Batde5_85784",52,21,7,8
"Batde5_85503",366,90,346,337
"Batde5_21607",193,58,37,9
"Batde5_7884",213,55,34,32
"Batde5_21609",356,81,98,94
"Batde5_9276",533,144,122,97
"Batde5_8501",402,121,73,40
"Batde5_29178",3555,1023,2359,1682
"Batde5_21613",118,55,15,7
"Batde5_21614",83.3640016330693,27.1701736051419,65.2726604500932,71.6124411571823
"Batde5_85788",352,115,71,41
"Batde5_84701",1926,532,908,953
"Batde5_21617",161,40,115,101
"Batde5_8650",3569,1221,11778,11556
"Batde5_85790",106,39,59,63
"Batde5_8053",132,46,26,10
"Batde5_29180",223,56,42,27
"Batde5_85791",187,44,26,19
"Batde5_34026",75,28,14,4
"Batde5_31099",612,169,1469,1857
"Batde5_3492",393,105,162,153
"Batde5_21626",341,122,193,162
"Batde5_36411",739,281,2532,2594
"Batde5_84709",373,124,59,26
"Batde5_34029",630,174,456,442
"Batde5_84711",9433,2867,23093,20970
"Batde5_8785",396,100,49,41
"Batde5_84713",1556,451,178,113
"Batde5_34030",2040,600,709,451
"Batde5_15396",1507,377,2254,2285
"Batde5_21635",522,150,231,237
"Batde5_21636",31,4,7,6
"Batde5_85497",133,41,22,18
"Batde5_85496",55,53,13,8
"Batde5_8526",280,115,73,67
"Batde5_34032",1222,303,633,659
"Batde5_8822",855,293,116,97
"Batde5_21641",204,51,336,307
"Batde5_8800",218,57,275,321
"Batde5_85491",57,14,44,53
"Batde5_21643",186,91,44,32
"Batde5_84716",374,129,157,124
"Batde5_21645",644,201,83,51
"Batde5_85793",188,87,35,12
"Batde5_8681",44,12,7,8
"Batde5_85794",62,16,11,10
"Batde5_9163",2058,626,2441,2331
"Batde5_85795",116,34,9,10
"Batde5_84718",92,24,31,16
"Batde5_6502",110,32,37,23
"Batde5_85796",115,26,32,7
"Batde5_85797",801,249,119,73
"Batde5_36412",435,149,64,48
"Batde5_21654",1506,465,1114,1186
"Batde5_21655",353,109,40,25
"Batde5_21656",404,118,274,236
"Batde5_84723",183,48,32,13
"Batde5_34034",736,257,120,59
"Batde5_36414",78,36,26,16
"Batde5_85798",678,193,141,85
"Batde5_21660",7,1,5,5
"Batde5_5938",252,92,152,119
"Batde5_29188",241,57,159,140
"Batde5_21663",136,27,42,38
"Batde5_21664",57,17,15,11
"Batde5_85482",22,6,8,7
"Batde5_84729",1602,455,2026,2001
"Batde5_21667",151,81,9,18
"Batde5_85481",72,17,151,222
"Batde5_21669",192,69,34,40
"Batde5_85480",214,64,38,7
"Batde5_85479",30,7,1,0
"Batde5_85478",421,123,64,46
"Batde5_34035",317,108,296,232
"Batde5_34036",1220,415,2502,2536
"Batde5_21673",478,165,169,87
"Batde5_15405",12735.8552097253,4091.58542079334,5853.05060487225,5488.51512985212
"Batde5_85800",534,128,1700,1844
"Batde5_34038",4391,1545,11588,12219
"Batde5_21677",88,26,37,33
"Batde5_36418",150,53,88,73
"Batde5_18359",1467,365,258,177
"Batde5_36419",282,88,22,23
"Batde5_36420",340,84,38,32
"Batde5_85476",725,280,104,108
"Batde5_9127",554,176,206,208
"Batde5_85801",316,68,746,743
"Batde5_21684",194,40,70,43
"Batde5_18361",5200,1529,4848,4433
"Batde5_34044",684,152,103,69
"Batde5_8423",77,14,18,16
"Batde5_85474",221,67,168,106
"Batde5_34045",2311,792,4611,4438
"Batde5_34046",961,241,125,69
"Batde5_21691",61,11,43,43
"Batde5_21692",208,52,74,59
"Batde5_21693",898,308,3127,3249
"Batde5_36422",15668,5506,48494,54212
"Batde5_34048",383,100,177,123
"Batde5_36423",255,97,58,25
"Batde5_21697",236,68,518,773
"Batde5_84750",1154,313,273,168
"Batde5_84751",221.978139178684,57.8783340473255,36.2410938999455,20.575234668643
"Batde5_84752",284,85,63,46
"Batde5_8357",123,41,62,73
"Batde5_85472",43,19,7,7
"Batde5_21703",117,36,50,30
"Batde5_21704",55,10,19,29
"Batde5_21705",281,84,60,72
"Batde5_85470",1098,327,2539,2649
"Batde5_21707",204,36,336,396
"Batde5_9083",435,142,166,143
"Batde5_84755",99,20,142,136
"Batde5_84756",153,67,31,15
"Batde5_4083",3229,839,428,210
"Batde5_7998",227,52,18,13
"Batde5_7895",280,84,147,126
"Batde5_31115",459,102,112,107
"Batde5_21714",137,36,57,23
"Batde5_18374",248,75,29,18
"Batde5_7483",200,81,13,12
"Batde5_36426",620,188,51,24
"Batde5_85809",107,34,21,26
"Batde5_21718",919,300,2549,2439
"Batde5_34055",23607,7963,60847,63563
"Batde5_36427",23483,7784,73999,72876
"Batde5_85468",48,6,56,52
"Batde5_21722",205,61,23,30
"Batde5_21723",262,83,30,29
"Batde5_84763",372,122,90,72
"Batde5_21725",600,193,1192,1206
"Batde5_85466",440,118,285,176
"Batde5_84764",969,300,123,68
"Batde5_34058",1731,562,2982,2807
"Batde5_29203",359,65,147,115
"Batde5_85814",155,59,27,25
"Batde5_36428",220,69,52,22
"Batde5_21731",208,54,20,20
"Batde5_85815",8,6,4,3
"Batde5_85816",53,24,10,9
"Batde5_84768",778,296,74,67
"Batde5_2739",1049,367,3461,3659
"Batde5_84770",325,110,150,160
"Batde5_84771",670,226,125,120
"Batde5_21739",153,50,17,11
"Batde5_84772",117,46,25,17
"Batde5_85462",304,87,36,17
"Batde5_21742",220,62,119,105
"Batde5_15430",3072,871,7980,7855
"Batde5_21744",659,161,149,114
"Batde5_84775",255,68,60,24
"Batde5_84776",220,51,31,17
"Batde5_2594",250,76,60,45
"Batde5_21747",206,62,27,29
"Batde5_21748",73,16,173,148
"Batde5_8291",9,5,14,3
"Batde5_21750",165,47,16,19
"Batde5_85821",511,145,87,66
"Batde5_36431",1012,321,1342,1572
"Batde5_84779",1379,453,215,126
"Batde5_21754",216,81,15,7
"Batde5_21755",221,80,45,35
"Batde5_29210",67,33,31,47
"Batde5_85823",1204,293,879,663
"Batde5_21758",51,17,8,11
"Batde5_34064",1146,372,128,90
"Batde5_34065",423,129,67,36
"Batde5_8599",171,48,51,37
"Batde5_85453",14,0,3,6
"Batde5_9006",348,120,111,87
"Batde5_21763",380,92,53,36
"Batde5_84784",98,19,13,13
"Batde5_21765",189,52,42,32
"Batde5_18386",432,157,139,136
"Batde5_34067",807,181,127,87
"Batde5_36433",9759.08020793643,2805.67688285721,926.092521434257,545.371430601383
"Batde5_7553",1356.23180754482,280.859246161764,0,43.2589057070392
"Batde5_21770",362,109,40,22
"Batde5_85450",163,60,21,11
"Batde5_3086",742,193,385,357
"Batde5_84790",509,174,49,37
"Batde5_7949",566,160,63,26
"Batde5_21775",830,255,1202,1224
"Batde5_84792",234,63,102,69
"Batde5_21777",286,72,38,36
"Batde5_85448",17,5,4,4
"Batde5_84793",453,105,78,50
"Batde5_18398",786,326,161,76
"Batde5_21781",128,21,67,62
"Batde5_31127",274,71,161,118
"Batde5_21784",30,7,1,0
"Batde5_21785",165,53,14,14
"Batde5_85445",1150,392,113,74
"Batde5_84797",831,267,257,200
"Batde5_18403",3089,707,734,331
"Batde5_34075",262,74,73,68
"Batde5_36439",17809,5476,41407,42011
"Batde5_8507",324,89,79,88
"Batde5_32692",873,253,412,362
"Batde5_84804",539,152,145,83
"Batde5_15466",3035,917,773,497
"Batde5_8457",81,30,8,7
"Batde5_36442",613,177,585,710
"Batde5_8789",111,40,35,25
"Batde5_85827",77,27,45,44
"Batde5_195",1392,477,3290,3406
"Batde5_85828",949,276,1678,1662
"Batde5_21801",1453,352,4076,5707
"Batde5_21802",1118,304,3806,5111
"Batde5_85831",31,11,70,55
"Batde5_21804",5,3,7,8
"Batde5_85833",4,1,3,6
"Batde5_21806",2,1,5,1
"Batde5_36444",4500,1236,3935,4117
"Batde5_84807",236,49,35,32
"Batde5_8454",355,90,66,41
"Batde5_21810",292,105,36,49
"Batde5_85835",94,33,7,16
"Batde5_21812",648,226,91,81
"Batde5_84808",326,76,36,21
"Batde5_85836",52,16,8,2
"Batde5_21814",111,43,38,29
"Batde5_84810",560,161,87,47
"Batde5_84811",288,64,176,120
"Batde5_8379",179,30,39,28
"Batde5_18421",1584,402,901,678
"Batde5_34085",2454,691,1685,1389
"Batde5_85437",237,82,512,433
"Batde5_84815",571,162,429,316
"Batde5_84816",440,139,53,33
"Batde5_4674",238,72,41,13
"Batde5_34087",370,98,100,61
"Batde5_21824",152,51,257,302
"Batde5_21825",159,48,28,30
"Batde5_18426",1119,311,345,193
"Batde5_34089",1037,306,511,623
"Batde5_18429",440,147,119,100
"Batde5_21829",165,33,7,9
"Batde5_85839",102,28,31,7
"Batde5_36447",81,29,70,83
"Batde5_36448",168,46,106,151
"Batde5_36449",1333,418,2725,3335
"Batde5_85840",129,40,23,31
"Batde5_34093",2888,928,648,482
"Batde5_6158",238,46,33,39
"Batde5_84823",387,132,346,307
"Batde5_34095",421,125,70,25
"Batde5_9167",947,222,229,125
"Batde5_36451",689,181,345,267
"Batde5_21840",409,124,1058,948
"Batde5_21841",160,41,154,83
"Batde5_9259",105,27,16,8
"Batde5_3972",129,38,18,11
"Batde5_21843",100,29,16,10
"Batde5_21844",158,39,10,15
"Batde5_21845",149,44,59,44
"Batde5_84829",441,142,488,431
"Batde5_84830",309,81,102,108
"Batde5_18436",649,201,245,207
"Batde5_36452",14119,4306,39127,40808
"Batde5_84832",1674,490,3391,4568
"Batde5_85431",87,19,43,36
"Batde5_34101",1606,463,372,228
"Batde5_84834",335,91,76,44
"Batde5_21853",228,62,39,20
"Batde5_84835",105,40,18,19
"Batde5_84836",1101,293,188,98
"Batde5_21856",153,44,13,17
"Batde5_84837",356,105,72,55
"Batde5_84838",1314,399,268,184
"Batde5_8912",70,20,22,15
"Batde5_32705",259,71,61,58
"Batde5_84840",759,204,121,78
"Batde5_84841",485,123,134,116
"Batde5_21861",134,28,33,32
"Batde5_21862",125,41,157,175
"Batde5_85428",19,7,4,1
"Batde5_36455",146,38,32,16
"Batde5_36456",1390,388,308,162
"Batde5_36457",414,115,92,94
"Batde5_21867",126,31,43,24
"Batde5_34107",930,365,1363,1458
"Batde5_21869",34.2823498953149,18.3852612435903,155.264867235875,123.93603274039
"Batde5_85847",64.9287528424939,31.4202161774026,269.610896088628,337.095203115186
"Batde5_21871",550.804400012256,134.754135788837,837.404675083587,813.142310785094
"Batde5_21872",0,0,0,0
"Batde5_21873",1.61566828592474,3.04016359736392e-05,7.14997715975503,0
"Batde5_21874",26.1734448846385,10.4243709367377,18.1841803392653,19.1957039115257
