"","Sporangia.r1","Sporangia.r2","Zoospore.r1","Zoospore.r2"
"HPOL_006854-RA",48,23,16,92
"HPOL_006853-RA",2649.32119168808,1278.93757618572,1078.97925940055,3873.56532954065
"HPOL_006855-RA",332,141,378,1196
"HPOL_006919-RA",461,225,275,689
"HPOL_003416-RA",338,195,261,648
"HPOL_003417-RA",215,98,108,306
"HPOL_003418-RA",1127,555,487,1772
"HPOL_001094-RA",17030,8700,6655,26603
"HPOL_003419-RA",1264,629,719,2050
"HPOL_006856-RA",850.782274180844,383.756364467631,568.126905677213,1978.80918581173
"HPOL_006857-RA",446,234,177,702
"HPOL_006858-RA",115,31,22,145
"HPOL_006859-RA",653,163,172,465
"HPOL_006860-RA",1271,716,782,2630
"HPOL_006861-RA",45,9,31,38
"HPOL_006863-RA",473,222,194,842
"HPOL_003428-RA",2612,876,962,2764
"HPOL_003429-RA",1135,399,355,1099
"HPOL_005292-RA",177,86,40,307
"HPOL_006899-RA",1844,989,1161,2715
"HPOL_006865-RA",3478,1528,2300,6694
"HPOL_003424-RA",39,10,16,69
"HPOL_003425-RA",239.733119537504,115,75,536
"HPOL_003426-RA",2393,908,858,2588
"HPOL_003427-RA",1558.75528256668,786.057934835197,724.654101739426,2138.96758045678
"HPOL_006866-RA",128,50,39,144
"HPOL_006871-RA",302,123,244,687
"HPOL_006868-RA",866,412,488,1495
"HPOL_006923-RA",113,42,59,118
"HPOL_005293-RA",371,192,134,592
"HPOL_006869-RA",203,86,67,181
"HPOL_000688-RA",291,133,156,295
"HPOL_000689-RA",1318,617,793,2141
"HPOL_000690-RA",4,0,0,1
"HPOL_000691-RA",93,38,5,125
"HPOL_000692-RA",406,221,219,827
"HPOL_000693-RA",2503,961,692,2339
"HPOL_000694-RA",120,64,63,213
"HPOL_000695-RA",52,37,40,111
"HPOL_001670-RA",1410,638,790,2240
"HPOL_005294-RA",169,73,103,300
"HPOL_001671-RA",1606,807,611,2066
"HPOL_001672-RA",1606,675,659,1840
"HPOL_001673-RA",1589,722,397,1780
"HPOL_001674-RA",2786,1400,2255,5339
"HPOL_001675-RA",1991,1003,809,2920
"HPOL_003430-RA",3491,1842,1517,6072
"HPOL_006872-RA",216,78,72,234
"HPOL_006870-RA",222.978704063887,75.4991144343069,78.0863831052204,275.664326410705
"HPOL_006933-RA",87,39,7,33
"HPOL_006873-RA",135,47,46,212
"HPOL_005295-RA",67,24,77,114
"HPOL_006875-RA",180,60,92,379
"HPOL_003434-RA",712,226,456,1302
"HPOL_006892-RA",97,50,37,183
"HPOL_006876-RA",98,33,30,187
"HPOL_006877-RA",119,60,96,176
"HPOL_006988-RA",657.071576673748,308.235326655257,488.108601133969,1448.30748312755
"HPOL_006878-RA",199,75,106,379.005915681538
"HPOL_006886-RA",1732,892,905,3101
"HPOL_006879-RA",132,35,43,150
"HPOL_006880-RA",958,449,307,1068
"HPOL_005296-RA",560,253,277,1083
"HPOL_003437-RA",1282,605,617,2117
"HPOL_003438-RA",160,73,81,192
"HPOL_003439-RA",252,114,112,385
"HPOL_006881-RA",165,79,83,255
"HPOL_006882-RA",319,155,152,579
"HPOL_006889-RA",468,212,272,974.677152375918
"HPOL_006946-RA",35,18,10,29
"HPOL_003440-RA",1127,548,550,1791
"HPOL_003441-RA",184,116,146,356
"HPOL_003442-RA",276,143,160,576
"HPOL_002148-RA",1968,990,1020,3861
"HPOL_003443-RA",127,47,88,161
"HPOL_006883-RA",854,386,405,1353
"HPOL_006884-RA",412,113,121,422
"HPOL_006904-RA",36,15,3,85
"HPOL_006885-RA",638,235,295,1031
"HPOL_006887-RA",44,10,17,36.1761985105546
"HPOL_006888-RA",19,3,0,15
"HPOL_003460-RA",964,382,363,1566
"HPOL_003461-RA",74,31,10,49
"HPOL_003462-RA",2716,1334,1273,4154
"HPOL_002149-RA",10918,5711,7699,23271
"HPOL_006954-RA",226,143,120,311
"HPOL_006890-RA",76,29,37,48
"HPOL_006894-RA",3444,1731,1952,5885
"HPOL_006893-RA",405,217,161,478
"HPOL_006956-RA",1015,434,386,1295
"HPOL_003449-RA",422,199,239,715
"HPOL_003450-RA",177,76,167,344
"HPOL_003451-RA",203,84,126,390
"HPOL_006895-RA",111,38,115,219
"HPOL_002589-RA",103,58,33,109
"HPOL_002150-RA",311,86,98,239
"HPOL_006896-RA",148,54,95,152
"HPOL_006905-RA",31,10,10,40
"HPOL_006906-RA",26,5,12,12
"HPOL_006897-RA",1268,577,515,1860
"HPOL_006898-RA",813,425,318,1074
"HPOL_006927-RA",1557,727,275,1198
"HPOL_003452-RA",2980,1454,1004,4286
"HPOL_003453-RA",44,10,2,60
"HPOL_003454-RA",165,64,122,326
"HPOL_003455-RA",141,66,36,201
"HPOL_005297-RA",582,243,250,797
"HPOL_000583-RA",2155.21690114715,563.787428537364,448.652398933374,1624.95601240917
"HPOL_006952-RA",141,75,100,325
"HPOL_006900-RA",215,48,16,136
"HPOL_006901-RA",1403,668,937,3331
"HPOL_006902-RA",678,251,372,1348
"HPOL_006903-RA",860,420,335,1246
"HPOL_000897-RA",623,259,283,908
"HPOL_000898-RA",525,225,239,608
"HPOL_000899-RA",5207,2608,1579,6023
"HPOL_000900-RA",223,84,108,449
"HPOL_000901-RA",584,265,253,1057
"HPOL_005298-RA",8725,4578,4426,16583
"HPOL_000902-RA",312,115,72,198
"HPOL_000903-RA",7817,3887,2998,14213
"HPOL_000904-RA",0,4,0,1
"HPOL_000905-RA",560,250,238,800
"HPOL_000906-RA",538,217,94,424
"HPOL_006907-RA",691,379,265,1156
"HPOL_006908-RA",336,147,199,561
"HPOL_006909-RA",602,227,195,666
"HPOL_006910-RA",9566,5106,5804,20347
"HPOL_006977-RA",1575,617,807,2298
"HPOL_000230-RA",4455,2211,2797,6357
"HPOL_006911-RA",1876,894,556,2028
"HPOL_006912-RA",260,87,112,227
"HPOL_006922-RA",64,16,32,97
"HPOL_006913-RA",116.800020543614,42.8094611432768,67.7962644883805,170.09443589721
"HPOL_003497-RA",241,103,48,334
"HPOL_003498-RA",2687,1441,1396,5365
"HPOL_003499-RA",258,123,62,258
"HPOL_006914-RA",41,16,10,24
"HPOL_006915-RA",72,16,11,63
"HPOL_006984-RA",900,377.583664343153,402,1108
"HPOL_000231-RA",16,2,0,19
"HPOL_006960-RA",575,259,309,1091
"HPOL_003465-RA",1810,920,1122,3333
"HPOL_003466-RA",701,177,228,651
"HPOL_006916-RA",4685.46499300083,2576.36209067422,2023.75026952746,8468.6832038326
"HPOL_006966-RA",243,144,139,454
"HPOL_006917-RA",246,135,137,343
"HPOL_006918-RA",225,115,117,263
"HPOL_006920-RA",461,182,237,616
"HPOL_006921-RA",406,217,161,668
"HPOL_006925-RA",248,89,92,345
"HPOL_000232-RA",338,138,77,465
"HPOL_006924-RA",334.506186880378,109.8773292436,228,917.440736515702
"HPOL_001723-RA",483,261,260,634
"HPOL_001724-RA",357,162,177,567
"HPOL_001725-RA",579,355,231,1079
"HPOL_001726-RA",256,124,82,372
"HPOL_001727-RA",401,225,192,596
"HPOL_001728-RA",322,152,119,495
"HPOL_003471-RA",1591,730,1036,4300
"HPOL_006926-RA",35.1999794563863,13.1905388567232,22.2037355116195,82.9055641027895
"HPOL_006928-RA",114,68,68,179
"HPOL_000233-RA",12554,6351,5099,18808
"HPOL_006929-RA",82,48,18,87
"HPOL_006997-RA",707,189,136,441
"HPOL_006930-RA",10,4,0,2
"HPOL_003486-RA",348,183,195,583
"HPOL_003487-RA",940,482,244,1039
"HPOL_003488-RA",292,104,88,319
"HPOL_003489-RA",115,50,61,186
"HPOL_006931-RA",89,57,63,182
"HPOL_003472-RA",2559,1250,1125,4054
"HPOL_003473-RA",26,5,4,8
"HPOL_000234-RA",119,42,48,170
"HPOL_003474-RA",97,30,36,58
"HPOL_003475-RA",252,114,89,468
"HPOL_003476-RA",123,34,52,227
"HPOL_006955-RA",578.631796397076,307.640996387342,296,1004.61820539883
"HPOL_006932-RA",96,28,14,148
"HPOL_006969-RA",145,50,55,154
"HPOL_006935-RA",864,454,402,1305
"HPOL_006945-RA",472,185,157,633
"HPOL_006934-RA",442,157,205,725
"HPOL_006936-RA",571,298,505,1241
"HPOL_000235-RA",351,185,127,532
"HPOL_003477-RA",148,65,38,171
"HPOL_003478-RA",301,126,141,434
"HPOL_003479-RA",650.585152076052,235.310293373556,220.162270000458,786.432888202631
"HPOL_006937-RA",235,137,82,295
"HPOL_006938-RA",266.874193475218,153,179,555.473589324064
"HPOL_006940-RA",32,11,33,59
"HPOL_006939-RA",189,113,165,373
"HPOL_006996-RA",493,207,192,612
"HPOL_003490-RA",1420,687,585,2205
"HPOL_003491-RA",380,181,187,731
"HPOL_000236-RA",1969,955,1216,3040
"HPOL_003492-RA",126,89,58,198
"HPOL_006941-RA",1105,494,288,1146
"HPOL_006944-RA",157,31,21,73
"HPOL_006942-RA",26,4,0,33
"HPOL_006943-RA",387,162,156,492
"HPOL_003493-RA",164,68,113,367
"HPOL_003494-RA",4138,1839,1631,5478
"HPOL_003495-RA",4951,2559,2310,8041
"HPOL_003496-RA",2461,1159,1055,3733
"HPOL_007011-RA",18,6,0,32
"HPOL_000237-RA",149,64,68,190
"HPOL_006947-RA",509,228,632,1701
"HPOL_006949-RA",70,8,24,35
"HPOL_006948-RA",526,289,250,753
"HPOL_006951-RA",65,20,64,42
"HPOL_003500-RA",755,317,482,1227
"HPOL_003501-RA",238,56,48,90
"HPOL_003502-RA",141,73,89,171
"HPOL_003503-RA",4385,2261,2404,6226
"HPOL_003504-RA",183,96,50,305
"HPOL_006950-RA",328,153,153,545
"HPOL_000238-RA",317,149,137,333
"HPOL_000584-RA",37,9,24,51
"HPOL_007021-RA",457,225,381,1158
"HPOL_006953-RA",377,224,184,716
"HPOL_003505-RA",607,164,103,318
"HPOL_003506-RA",426,224,206,614
"HPOL_003507-RA",565,292,333,904
"HPOL_006959-RA",182,101,171,364
"HPOL_006958-RA",456,214,197,799
"HPOL_006957-RA",77,37,23,185
"HPOL_006963-RA",27,10,4,42
"HPOL_006962-RA",755.177578295026,351.214782654722,434.772659889378,1759.15444912603
"HPOL_000239-RA",76.1791867218135,35.3882270004457,40.9262158977611,87.7764495343329
"HPOL_006961-RA",960,461,447,1599
"HPOL_006964-RA",123,24,38,88
"HPOL_003548-RA",813,398,340,1217
"HPOL_003549-RA",312,175,246,599
"HPOL_003550-RA",2235,1091,1395,3656
"HPOL_006967-RA",18,6,9,16
"HPOL_006965-RA",120,35,67,197
"HPOL_006970-RA",21,12,5,71
"HPOL_007006-RA",20,10,5,27
"HPOL_006972-RA",467,175,98,302
"HPOL_000240-RA",1141,562,501,1541
"HPOL_006973-RA",1518,581,420,1533
"HPOL_006971-RA",126,55,52,279
"HPOL_003508-RA",291,90.3418296711614,141.749281474343,419.394198225562
"HPOL_003509-RA",1270,605,593,1812
"HPOL_003510-RA",32,3,7,26
"HPOL_006974-RA",790,429,310,1229
"HPOL_006968-RA",239,60,51,232
"HPOL_007003-RA",280,133,106,347
"HPOL_007014-RA",9616,4517,3893,9515
"HPOL_006976-RA",333,120,148,528
"HPOL_000241-RA",1244,635,436,1875
"HPOL_007037-RA",924,426,431,1723
"HPOL_006975-RA",47,22,27,43
"HPOL_006978-RA",74,17,18,121
"HPOL_001750-RA",348,184,246,720
"HPOL_001751-RA",163,62,81,209
"HPOL_001752-RA",5318,2589,3293,11537
"HPOL_001753-RA",154,61,95,235
"HPOL_003562-RA",1268,717,753,2066
"HPOL_003563-RA",585,268,352,985
"HPOL_006987-RA",198,97,267,596
"HPOL_005304-RA",245,136,199,665
"HPOL_006980-RA",292,149,53,429
"HPOL_006979-RA",414,213,238,770
"HPOL_006981-RA",210,105,112,375
"HPOL_003536-RA",3700,1871,1677,6093
"HPOL_003537-RA",5230,2525,2209,7223
"HPOL_003538-RA",1365,618,514,1398
"HPOL_006982-RA",1682,1134,4041,2409
"HPOL_006983-RA",331,186,111,656
"HPOL_003516-RA",280,184,239,1012
"HPOL_003517-RA",450,240,292,882
"HPOL_005305-RA",1225,602,720,2361
"HPOL_003518-RA",54,8,11,41
"HPOL_003519-RA",37,6,1,34
"HPOL_006985-RA",204.516420186339,81.5037166077377,258,853.032137270854
"HPOL_007044-RA",141,88,74,280
"HPOL_006986-RA",942,357,382,1169
"HPOL_003586-RA",1819,839,992,3352
"HPOL_003587-RA",39,12,25,24
"HPOL_003588-RA",63,25,6,22
"HPOL_003589-RA",21,3,0,20
"HPOL_003590-RA",9,2,0,33
"HPOL_005306-RA",425,173,158,522
"HPOL_006992-RA",27,3,8,18
"HPOL_006990-RA",486,205,247,786
"HPOL_006989-RA",343,194,121,676
"HPOL_006991-RA",66,30,42,184
"HPOL_003520-RA",1431.10509965526,709.034749251914,562.517578993511,2141.55207947158
"HPOL_003521-RA",145,77,73,282
"HPOL_003522-RA",233,99,24,304
"HPOL_006993-RA",274.762624889048,109.723968170786,101.119740601127,216.635197610665
"HPOL_006994-RA",857,383,567,2238
"HPOL_006995-RA",804,416,418,1147
"HPOL_003995-RA",839.541812961249,389.705055196711,412,1412.67095487407
"HPOL_006998-RA",95,48,49,83
"HPOL_006999-RA",97,42,67,227
"HPOL_001181-RA",604,303,257,1104
"HPOL_001182-RA",103,39,64,143
"HPOL_001183-RA",0,0,0,0
"HPOL_001184-RA",250,70,79,185
"HPOL_001185-RA",1301,689,1122,3249
"HPOL_007002-RA",1131,505.477705520375,552,1740
"HPOL_007000-RA",825,340,275,948
"HPOL_007001-RA",57,29,18,91
"HPOL_003996-RA",344,141,243,817
"HPOL_007004-RA",253,107,154,517
"HPOL_003523-RA",9,1,3,16
"HPOL_003524-RA",860,381,305,1128
"HPOL_003525-RA",620,172,109,336
"HPOL_007005-RA",15,3,31,18
"HPOL_007007-RA",647,312,328,837
"HPOL_007008-RA",1151,479,555,2262
"HPOL_007009-RA",167,56,65,347
"HPOL_003544-RA",816,406,460,1327
"HPOL_003545-RA",53.848777100517,17.6232709608309,40,81.5649593781738
"HPOL_002971-RA",1101,572,699,1932
"HPOL_003546-RA",34.151222899483,10.3767290391691,35,63.4350406218262
"HPOL_007010-RA",49,12,3,28
"HPOL_007012-RA",320,166,169,638
"HPOL_007013-RA",87,35,3,61
"HPOL_003553-RA",40,34,37,78
"HPOL_003554-RA",556.62024897614,263.883616119686,230.397914241041,1098.75373276716
"HPOL_007017-RA",52,28,38,127
"HPOL_007016-RA",272,96,90,414
"HPOL_007015-RA",107,54,61,242
"HPOL_007098-RA",41,38,38,48
"HPOL_002972-RA",80,48,58,119
"HPOL_000585-RA",3500,1446,2053,5833
"HPOL_003555-RA",8008,2499,2234,5610
"HPOL_007018-RA",131.411353813591,35.6258489090547,49,89
"HPOL_007019-RA",378,179,248,711
"HPOL_007079-RA",152,59,107,298
"HPOL_007020-RA",1,0,0,1
"HPOL_007081-RA",4,0,2,3
"HPOL_007023-RA",0,2,0,0
"HPOL_001758-RA",1614.44428009419,479.925180200036,442,1433.21081618929
"HPOL_001759-RA",2722,1293,1719,5091
"HPOL_003584-RA",259,92,85,417
"HPOL_002973-RA",841,380,283,1199
"HPOL_003585-RA",342,162,171,549
"HPOL_007022-RA",219,100,103,500
"HPOL_007040-RA",41,10,22,33
"HPOL_007026-RA",71,7,7,36
"HPOL_007024-RA",542,212,186,962
"HPOL_007025-RA",24.3220338983051,15.5294117647059,1.36363636363636,35.1910112359551
"HPOL_003575-RA",823,414,453,1306
"HPOL_003576-RA",3199,1529,1046,4237
"HPOL_003577-RA",1233,559,351,1731
"HPOL_003578-RA",556,292,222,940
"HPOL_002974-RA",430,255,134,886
"HPOL_007069-RA",120,62,46,204
"HPOL_007105-RA",3801,2216,1995,6078
"HPOL_007028-RA",444,196,179,755
"HPOL_007027-RA",922,555,619,1932
"HPOL_007029-RA",29,15,7,47
"HPOL_003567-RA",1277,609,456,1848
"HPOL_003568-RA",339,119,165,476
"HPOL_007030-RA",101,39,36,190
"HPOL_007042-RA",57,19,30,76
"HPOL_007043-RA",3362,1311,1161,3850
"HPOL_001324-RA",690,205,149,423
"HPOL_007117-RA",205,83,106,320
"HPOL_007094-RA",163,59,41,222
"HPOL_003569-RA",262,69,120,151
"HPOL_003570-RA",573,167,299,786
"HPOL_003571-RA",193,101,118,386
"HPOL_003572-RA",188,80,168,245
"HPOL_003573-RA",22,6,1,16
"HPOL_003574-RA",252,67,82,228
"HPOL_007031-RA",766,367,436,1043
"HPOL_007032-RA",778,390,178,1244
"HPOL_001325-RA",98,37,15,79
"HPOL_007035-RA",74,30,24,105
"HPOL_007033-RA",30,28,18,68
"HPOL_003579-RA",525,255,263,980
"HPOL_003580-RA",116,29,38,108
"HPOL_007034-RA",1171,513,624,1767
"HPOL_007103-RA",2342,1246,1101,3150
"HPOL_007038-RA",263,154,121,431
"HPOL_007036-RA",271,119,93,419
"HPOL_007039-RA",1211,643,547,2568
"HPOL_002488-RA",460,140,92,438
"HPOL_001326-RA",751,335,389,1073
"HPOL_002489-RA",1452.48224630008,720.716550204532,800.169310387658,2287.47278490907
"HPOL_002490-RA",951,415,390,1288
"HPOL_007095-RA",571,270,205,745
"HPOL_007070-RA",2907.55839595652,1517.47773699739,1263.4203375259,4496.75215569921
"HPOL_007041-RA",320.879197047348,136.848337548222,112.650465274775,398.131763859634
"HPOL_007045-RA",112,49,29,155
"HPOL_001571-RA",334,151,158,567
"HPOL_001572-RA",1161,690,1018,3194
"HPOL_001573-RA",356,185,256,716
"HPOL_001574-RA",921,355,511,1415
"HPOL_001327-RA",2092,861,1488,3548
"HPOL_001575-RA",2207,918,1114,3104
"HPOL_001576-RA",1089,482,550,1690
"HPOL_007046-RA",148,65,50,180
"HPOL_007049-RA",39,16,16,75
"HPOL_007050-RA",153,78,111,264
"HPOL_007047-RA",160,88,80,346
"HPOL_007048-RA",2445.67880831192,1222.06242381428,1059.02074059945,3895.43467045935
"HPOL_007085-RA",242,109,174,440
"HPOL_007051-RA",130,51,17,122
"HPOL_003620-RA",2065,997,636,2815
"HPOL_001328-RA",262,155,101,367
"HPOL_003621-RA",89,53,73,204
"HPOL_003622-RA",338,189,184,809
"HPOL_003623-RA",610,321,280,920
"HPOL_007052-RA",44,18,84,121
"HPOL_007053-RA",134,78,86,219
"HPOL_007054-RA",661,352,264,915
"HPOL_007056-RA",194,70,155,313
"HPOL_007055-RA",443,202,219,771
"HPOL_003602-RA",694,347,311,801
"HPOL_003603-RA",871,378,342,1506
"HPOL_002509-RA",150,65,74,190
"HPOL_003604-RA",238,117,88,439
"HPOL_003605-RA",79,23,18,96
"HPOL_003606-RA",284,106,148,470
"HPOL_003607-RA",176,74,87,259
"HPOL_007057-RA",773,297,883,1637
"HPOL_007058-RA",129,53,55,169
"HPOL_007060-RA",400,180,162,650
"HPOL_007059-RA",776.704056236593,357.41060073663,511,1852.29454369467
"HPOL_007115-RA",506,246,189,781
"HPOL_003591-RA",42,9,10,21
"HPOL_002510-RA",339,105,154,447
"HPOL_003592-RA",540,104,151,311
"HPOL_003593-RA",460,222,221,769
"HPOL_007061-RA",222,94,114,248
"HPOL_007063-RA",276,116,195,655
"HPOL_007064-RA",139,64,102,266
"HPOL_001754-RA",2228,1135,907,3205
"HPOL_001755-RA",182,84,106,289
"HPOL_001756-RA",759,321,263,975
"HPOL_001757-RA",6869,3726,2916,10535
"HPOL_003594-RA",848,413,339,1212
"HPOL_002511-RA",129,42,65,146
"HPOL_000586-RA",724,308,255,906
"HPOL_003595-RA",314,176,152,526
"HPOL_003596-RA",726,403,339,1096
"HPOL_007099-RA",1144,474,834,2833
"HPOL_007065-RA",129,41,38,103
"HPOL_007066-RA",242,133,102,397
"HPOL_007072-RA",13,9,10,11
"HPOL_007110-RA",58,29,0,76
"HPOL_007077-RA",193,55,33,120
"HPOL_007067-RA",65,31,21,147
"HPOL_003511-RA",476,230,389,770
"HPOL_005299-RA",1024,411,552,1582
"HPOL_003512-RA",816,397,247,896
"HPOL_003513-RA",71,39,18,87
"HPOL_003514-RA",148,72,35,252
"HPOL_003515-RA",332,132,135,686
"HPOL_007068-RA",199,70,71,342
"HPOL_003628-RA",513,244,288,965
"HPOL_003629-RA",1248,527,390,1591
"HPOL_003630-RA",707,384,383,1234
"HPOL_007073-RA",440,210,266,833
"HPOL_007071-RA",1002,384,470,1578
"HPOL_005300-RA",469.312653922179,165.522670430029,276,614.214127384902
"HPOL_007062-RA",257,139,124,468
"HPOL_003610-RA",141,34,51,84
"HPOL_003611-RA",3900,1819,1522,5400
"HPOL_007074-RA",38,19,5,47
"HPOL_007075-RA",976,466,420,1597
"HPOL_007080-RA",313,112,165,598
"HPOL_007076-RA",31,10,20,27
"HPOL_003624-RA",9671,4297,4671,14478
"HPOL_003625-RA",819,360,239,1087
"HPOL_003626-RA",233,79,98,228
"HPOL_003467-RA",2470,1287,867,1905
"HPOL_003627-RA",0,0,0,0
"HPOL_007078-RA",220,112,152,387
"HPOL_007082-RA",336,196,122,568
"HPOL_001044-RA",259,158,110,431
"HPOL_001045-RA",544,229,172,656
"HPOL_001046-RA",549.525973359609,291.24167996749,283.582936015236,953.779410884894
"HPOL_001047-RA",110,39,56,186
"HPOL_001048-RA",403,208,103,673
"HPOL_001049-RA",125,30,22,64
"HPOL_007083-RA",6768,3136,3214,9467
"HPOL_003468-RA",7752,3823,2874,10640
"HPOL_007084-RA",512,186,299,957
"HPOL_003631-RA",1781,874,934,2967
"HPOL_003632-RA",1063.52524323321,502.193373364398,493.404750775558,1776.59850180593
"HPOL_003633-RA",0,0,6.94669935000958,0
"HPOL_007097-RA",216,99,109,671
"HPOL_007086-RA",33,10,4,30
"HPOL_007087-RA",108,58,64,187
"HPOL_007088-RA",637,343,190,1092
"HPOL_007089-RA",77,24,19,60
"HPOL_003655-RA",76,29,49,94
"HPOL_003469-RA",14,9,38,51
"HPOL_003656-RA",204,48,46,204
"HPOL_003657-RA",1398,721,486,1798
"HPOL_007091-RA",59,32,60,125
"HPOL_007090-RA",186,66,156,379
"HPOL_007092-RA",2288,1059,1792,6315
"HPOL_001737-RA",7185,3714,2557,12165
"HPOL_001738-RA",527,188,201,697
"HPOL_001739-RA",762,423,396,1126
"HPOL_001740-RA",239,107,66,387
"HPOL_001741-RA",5308.29656786576,2640.25633827504,2411.57468935114,10275.0843411793
"HPOL_003470-RA",747,442,602,1595
"HPOL_007093-RA",310,126,117,309
"HPOL_007096-RA",102,63,38,217
"HPOL_003635-RA",494,240,292,771
"HPOL_003636-RA",501,119,76,260
"HPOL_003637-RA",156,61,113,196
"HPOL_003638-RA",2121,890,1240,5268
"HPOL_007101-RA",6005,2634,2618,9138
"HPOL_007100-RA",122.120802952652,61.151662451778,61.3495347252251,210.868236140366
"HPOL_007102-RA",22,5,0,5
"HPOL_007104-RA",329,136,156,464
"HPOL_005302-RA",1828,978,989,2641
"HPOL_007106-RA",207,124,73,334
"HPOL_007107-RA",233,109,127,584
"HPOL_007108-RA",227,140,112,432
"HPOL_007109-RA",100,66,60,231
"HPOL_001777-RA",246,130,153,310
"HPOL_001778-RA",313,140,117,434
"HPOL_001779-RA",54,15,0,34
"HPOL_001780-RA",741,167,177,480
"HPOL_001781-RA",156,43,16,90
"HPOL_000202-RA",301,102,79,497
"HPOL_005303-RA",672,222,297,604
"HPOL_000203-RA",7104,3637,3704,12573
"HPOL_000204-RA",741,322,524,1468
"HPOL_000205-RA",431,244,195,562
"HPOL_000206-RA",220.044137396719,90.2647304893733,52.4885250610617,306.350133176255
"HPOL_000207-RA",294,156,106,545
"HPOL_000208-RA",95.9738757920799,42.1721713105074,68,159.781146136184
"HPOL_000209-RA",473,231,202,795
"HPOL_000210-RA",1409.2979019651,586.97747243917,542,1679.01358254252
"HPOL_000211-RA",1525,701,849,2814
"HPOL_000212-RA",703.227617860491,267.585562818097,310.17523643874,1082.20026326702
"HPOL_004369-RA",511,200,245,689
"HPOL_000213-RA",207.482507081658,102.625903796009,85.4682329465545,292.026250973859
"HPOL_000214-RA",580,255,307,849
"HPOL_000215-RA",1663,901,785,3131.90277658379
"HPOL_000216-RA",524,212,236,881.09722341621
"HPOL_007111-RA",338,146,160,666
"HPOL_007112-RA",142,58,78,183
"HPOL_007113-RA",359,188,97,369
"HPOL_007114-RA",289,72,129,272
"HPOL_007116-RA",97,46,42,174.994084318462
"HPOL_007118-RA",1187,656,559,1893
"HPOL_004370-RA",469,244,292,821
"HPOL_000587-RA",1834,801,702,2232
"HPOL_003639-RA",682,306,182,863
"HPOL_003640-RA",199,67,99,307
"HPOL_003641-RA",140,79,47,286
"HPOL_003642-RA",87,37,23,162
"HPOL_007119-RA",814,376,336,1129
"HPOL_007121-RA",11,9,79,257
"HPOL_007120-RA",127,78,56,261
"HPOL_007122-RA",150,90,38,234
"HPOL_007123-RA",687,315,201,1017
"HPOL_001729-RA",537,281,247,913
"HPOL_003643-RA",197,74,30,279
"HPOL_001730-RA",239,136,110,415
"HPOL_001731-RA",1276,549,599,1643
"HPOL_001732-RA",172.224996328068,83.982191766666,83.6474243793167,234.559587721268
"HPOL_001733-RA",1396.98041206204,738.835760133132,738.32878405592,2318.21334163948
"HPOL_003665-RA",598,279,305,905
"HPOL_003666-RA",1064,492,532,1672
"HPOL_003667-RA",2747,1121,1515,5108
"HPOL_003668-RA",186,83,77,373
"HPOL_003674-RA",2863,1271,1198,3659
"HPOL_003675-RA",5913,3115,4761,14343
"HPOL_003644-RA",993,557,477,1655
"HPOL_003648-RA",1400,598,422,1883
"HPOL_003649-RA",86,44,66,206
"HPOL_003650-RA",7220,3117,2968,9338
"HPOL_003651-RA",132,44,61,128
"HPOL_003673-RA",948,435,408,1537
"HPOL_000548-RA",776,389,466,1298
"HPOL_000549-RA",161,83,86,250
"HPOL_000550-RA",1015,451,456,1622
"HPOL_000551-RA",997,464,369,1405
"HPOL_000552-RA",503,223,261,723
"HPOL_003645-RA",262,99,80,226
"HPOL_000553-RA",757,364,283,1216
"HPOL_000554-RA",885,426,464,1612
"HPOL_000555-RA",336,159,184,671
"HPOL_003652-RA",1231,362,405,875
"HPOL_003653-RA",791.408498242271,419.468435275558,339.123951946315,1239.12921880093
"HPOL_003654-RA",1127.73571107697,577.182798124179,467,1847.59939538152
"HPOL_001785-RA",315,130,210,575
"HPOL_001786-RA",5264,2377,2516,6494
"HPOL_001787-RA",1509,1206,1705,2072
"HPOL_001788-RA",174,89,124,331
"HPOL_002987-RA",2190,938,1005,3417
"HPOL_003670-RA",113,17,16,58
"HPOL_003671-RA",155,96,49,292
"HPOL_003672-RA",349,138,256,652
"HPOL_003658-RA",147,80,160,357
"HPOL_003659-RA",4896,2316,1835,5870
"HPOL_003660-RA",342,89,92,176
"HPOL_003661-RA",485,216,327,850
"HPOL_003662-RA",346,139,204,616
"HPOL_003663-RA",581,248,297,794
"HPOL_003664-RA",142,40,60,193
"HPOL_002988-RA",703,201,144,486
"HPOL_003669-RA",1315,352,338,1216
"HPOL_003676-RA",15,5,0,15
"HPOL_003677-RA",632,255,487,1541
"HPOL_003681-RA",69,30,38,68
"HPOL_003682-RA",206,77,69,255
"HPOL_003683-RA",1793,879,704,2538
"HPOL_003688-RA",442,185,134,632
"HPOL_003689-RA",215,103,59,379
"HPOL_003690-RA",185,121,109,314
"HPOL_003691-RA",1540.10838248239,775.330109745031,543,1994.42930411287
"HPOL_002989-RA",119,37,53,146
"HPOL_003692-RA",118.891617517609,72.6698902549686,37,142.570695887134
"HPOL_003684-RA",150,62,54,166
"HPOL_003685-RA",57,31,32,39
"HPOL_003686-RA",1380,665,763,2803
"HPOL_003687-RA",66,19,19,59
"HPOL_000939-RA",965,436,568,1750
"HPOL_000940-RA",261,84,92,288
"HPOL_000941-RA",7298,3315,2998,10651
"HPOL_000942-RA",435,230,171,541
"HPOL_000943-RA",352,163,128,506
