"","Sporangia.r1","Sporangia.r2","Zoospore.r1","Zoospore.r2"
"HPOL_001171-RA",65.9533416944668,62.4684106452583,82.0564067936905,76.7700365345106
"HPOL_005479-RA",30.373793826463,35.392913966275,36.0769164269085,41.7348998667546
"HPOL_005480-RA",30.5956952694898,30.9006808917735,65.0468460574964,29.4989256850279
"HPOL_005484-RA",23.8643031304354,18.2357867177146,8.94823573774674,20.9204398443491
"HPOL_005485-RA",24.4159493773973,18.3988500013315,38.8750078705524,20.3229183628698
"HPOL_003130-RA",117.501831304283,106.75672581223,142.745110235283,156.488405948506
"HPOL_005486-RA",4.07083127580762,5.32483246541736,7.73753660671867,6.76847616615057
"HPOL_005487-RA",12.7954973282849,11.8719229407911,10.2979034402089,12.3907312358434
"HPOL_004806-RA",5.5489421737841,2.81131906101484,2.86232062849339,2.61519063502923
"HPOL_004807-RA",7.06819707873913,3.56402972116107,1.99246730677947,2.19894648431062
"HPOL_004808-RA",2.97282677279411,1.33055251695009,1.06276696025106,1.22853729529548
"HPOL_001401-RA",54.4462122258507,60.4014962940062,0,65.5371934529547
"HPOL_001402-RA",12.4798787462909,15.7934175338438,11.9333251350361,15.1357790473642
"HPOL_001403-RA",140.648235138829,134.059548492912,169.438288491976,140.171837383693
"HPOL_001404-RA",51.1878129818709,55.4928455175925,30.6810019398853,31.2090467219637
"HPOL_004493-RA",14.2397396993492,16.1720919509353,17.4156524493331,17.6906863411334
"HPOL_003131-RA",22.1170145888546,22.4152534637623,22.414870993163,25.4993435115935
"HPOL_004494-RA",17.984209542206,18.3572976016121,13.9177065722502,18.3437781726923
"HPOL_002629-RA",1373.66774869973,1121.45118969089,1719.78954861049,1389.78573648429
"HPOL_002630-RA",16.8481759003087,15.0247994270622,16.476333099466,16.2935419115396
"HPOL_002631-RA",4.66596317981765,3.02053652100022,8.53291281517735,4.29513946815359
"HPOL_002632-RA",74.1298891919211,87.1660350817053,111.944283795741,90.596172970469
"HPOL_002633-RA",45.0504552411952,47.7445144733801,78.9479072614677,59.70977649163
"HPOL_002634-RA",219.753545196938,225.091029422985,230.414320730995,184.547990061736
"HPOL_004417-RA",2319.96610621115,1949.25907743279,2162.28065938654,1827.88610465458
"HPOL_004418-RA",132.28957790698,135.31612672616,194.47298919095,113.836463880659
"HPOL_004419-RA",14.0854872751008,18.9018230920131,149.415523170161,125.207076884251
"HPOL_003132-RA",34.6639846810753,35.3635082065811,51.8053878817916,43.0268352271916
"HPOL_004420-RA",10.8551042503984,6.88685390755485,11.9309819290491,7.15320159268341
"HPOL_005488-RA",63.5654019189251,71.2764331469622,57.0325600892905,54.3661935284149
"HPOL_005489-RA",447.672237680327,386.125733089063,568.853877541599,485.905004585324
"HPOL_005490-RA",14.6960484442821,5.46132464619639,4.82704369627676,5.72290765033485
"HPOL_004427-RA",92.3700042043788,80.2463482543763,72.4564827028687,47.9127012776232
"HPOL_004428-RA",356.921050518477,231.27074725781,144.070101077784,193.705258803559
"HPOL_004429-RA",13.5029134291535,16.3019727572798,11.7712329889828,10.2241143360179
"HPOL_004430-RA",34.6682550654089,37.6488705049852,42.3996695355958,26.858978861468
"HPOL_005491-RA",107.350829519137,102.213488257276,81.2764112840323,88.2509208706246
"HPOL_005492-RA",51.9813160152055,54.914337917894,97.8012852222263,90.0860057352906
"HPOL_003133-RA",313.007992250227,389.368320002548,331.696605314766,198.681762018011
"HPOL_005497-RA",95.8401564982854,109.739464650247,62.2306529925713,90.1911112305978
"HPOL_005498-RA",20.1053224549822,20.147664821145,14.7862086456831,20.0842462096993
"HPOL_005499-RA",82.6040416864211,78.9329608107643,200.980457017306,198.359045473864
"HPOL_004214-RA",162.982179292774,172.895786904651,121.737106028812,131.51932251752
"HPOL_004215-RA",56.0167126352728,72.9743952409672,44.6256110111629,23.5156957521149
"HPOL_004094-RA",48.1596107468677,32.0449544625164,31.9384282958772,52.366723599935
"HPOL_004095-RA",21.8041704179753,23.3885529088929,27.8315663648844,20.3277223439142
"HPOL_004096-RA",6.69740953003773,8.62017868056399,9.90737645980879,6.27109188862974
"HPOL_004097-RA",20.4028683425673,18.4408933745751,19.9649596119432,15.4771705265315
"HPOL_004441-RA",20.5214811772272,21.6607247505694,20.643642747655,20.6451255704556
"HPOL_003905-RA",15.0970062725343,19.9753975134699,12.6778886176619,12.9432132002163
"HPOL_004442-RA",18.5906299862363,26.6287794704476,23.8536448936536,18.7579712876647
"HPOL_004499-RA",26.9914430006864,28.236484869303,21.0787055687856,25.1410833108113
"HPOL_004599-RA",43.4327212454261,23.1866985903702,8.89180403985393,14.3379022421796
"HPOL_004600-RA",65.1733607211505,69.8918778002531,81.0479080701177,69.736022616272
"HPOL_004601-RA",435.216191148043,435.677861188371,608.639463985389,559.035646874453
"HPOL_002635-RA",20.499823246082,12.7326360092264,11.5646693591628,9.30561510785579
"HPOL_002636-RA",6.08950177717309,2.68877282973338,4.01302379817168,2.14250672375831
"HPOL_001804-RA",6.55542379460894,6.15968198154706,6.54609534001899,4.59637352369913
"HPOL_001805-RA",60.5391737577136,85.8806539448383,184.299539713427,160.885314107197
"HPOL_001806-RA",40.1452886379103,38.2206223387236,59.7597834375983,69.5899046353596
"HPOL_003906-RA",13.2599347495334,14.5946946675288,10.1701213985894,10.3747728130009
"HPOL_001161-RA",98.16843818322,114.912736577298,83.7580959466017,71.5689052144861
"HPOL_001162-RA",7.44158868144987,5.19262477435088,7.41166330728718,5.39440186688373
"HPOL_001163-RA",87.8917018116203,96.9698384734249,127.935468340483,105.151776014653
"HPOL_001164-RA",52.5881280464315,52.372177691183,64.2747526763118,35.6393409156109
"HPOL_001165-RA",35.9872421869006,40.6721504383551,28.6717112321099,33.173487438163
"HPOL_001166-RA",1776.22314112626,1543.27622396662,2524.5091589692,2268.36882036269
"HPOL_005495-RA",219.966333526197,147.754007030199,123.625706568379,265.550340817643
"HPOL_005496-RA",61.8613430263122,64.0175080337525,69.3912816203518,67.0052986753844
"HPOL_005500-RA",34.0254164582819,32.8998774806431,35.2994674951691,43.73874928036
"HPOL_005501-RA",20.2035414472924,18.8774326985172,16.9522829332785,17.0539048663877
"HPOL_003907-RA",100.591867502509,66.9820285871155,80.4691302585182,112.939302711155
"HPOL_001745-RA",398.693591613199,399.221189607872,349.525377192691,354.519332535243
"HPOL_001350-RA",71.5434365712834,85.2468188204243,88.5718817317878,90.0792732350138
"HPOL_001351-RA",28.8690291495897,17.9110117893024,21.8716322249953,27.0646667042006
"HPOL_001352-RA",149.635603663866,165.050154537228,137.520313351414,148.317988849186
"HPOL_001353-RA",22298.9119683708,20673.9407862452,22534.6615079729,31073.4338512579
"HPOL_005504-RA",33.8556719957549,40.4875821403424,31.2779284625382,31.6644635482454
"HPOL_005507-RA",3.47807283327861,1.90004700182153,3.34584949665893,1.84789299514307
"HPOL_001172-RA",18.4384255399439,16.1180809057989,21.3031397540424,20.0179729709529
"HPOL_001173-RA",81.3948609024244,73.4315221171338,50.4872436040214,57.3091917412589
"HPOL_001174-RA",12.0433614355693,9.91684182836564,14.5512633277401,12.7365101320279
"HPOL_004281-RA",225.183187243745,174.128739232843,166.481544900551,118.158821448892
"HPOL_001175-RA",124.187569305044,102.024353009521,99.1048367159054,105.058106294892
"HPOL_001176-RA",49.5071197449669,42.4865895237808,28.1676820540446,34.6316444610072
"HPOL_001177-RA",12.8347702203316,13.6466028283459,14.0513681078863,11.2088544357733
"HPOL_004703-RA",49.6938241902615,48.2292748717371,47.223685361886,47.4061130306821
"HPOL_004704-RA",189.421604538335,247.53154633575,203.315841022877,264.403837974357
"HPOL_004705-RA",62.0405118149196,56.1488791392486,59.329734529644,56.2392084623438
"HPOL_001373-RA",19.4595891666478,12.0811414917741,13.8218910283047,8.77002431950121
"HPOL_001374-RA",15.6424376131417,11.3782642854512,10.2683705568065,8.55708062261897
"HPOL_001375-RA",45.3675630643304,39.6700492921624,69.3881793680234,25.5816071262316
"HPOL_001376-RA",54.9204059103839,58.3622426927285,56.6203162693677,42.2293121680803
"HPOL_004282-RA",17.4949036741114,18.0053865678892,14.6052260337333,22.8589631720929
"HPOL_001377-RA",4.9357221893667,3.73095800655187,1.11709528481765,1.45426295466032
"HPOL_001378-RA",11.9841826040933,5.92140613402627,0,8.42017136664706
"HPOL_001379-RA",84.6573567854924,75.2620323530875,28.9140067270432,27.4450569412983
"HPOL_002637-RA",584.305404178385,497.140586731379,812.224194536377,765.53866510476
"HPOL_002638-RA",63.258447852453,73.0772341555101,79.094504666768,47.6764374836635
"HPOL_002639-RA",21.507561958541,26.607505694889,23.5651717430527,20.3238981627114
"HPOL_002640-RA",38.9671686529279,40.4858748965614,21.8450319270021,26.7987323613768
"HPOL_002641-RA",100.055651702112,101.910413431514,120.956517316185,121.439420689288
"HPOL_005511-RA",72.1004502923756,51.8343939291523,42.0206693808536,61.2549503186839
"HPOL_005512-RA",186.127784267917,151.617729273157,203.202681247323,138.93883072337
"HPOL_004283-RA",23.1495552663903,22.2895529410586,22.6242861454081,19.9281812009088
"HPOL_005508-RA",173.519282169369,186.529406248612,117.283224964051,144.281215978071
"HPOL_005509-RA",14.189824211371,9.24367542883328,8.74110514472608,11.9830242164999
"HPOL_005510-RA",790.896666227279,854.618076471814,1275.22912536305,1086.47634926375
"HPOL_005533-RA",52.5067245411845,42.9760184917579,7.74191169271683,38.4471240127336
"HPOL_005534-RA",26.1851249533044,12.628727102455,16.9930445318158,12.2704245688971
"HPOL_001629-RA",221.382308208043,226.164547008814,195.751597095524,189.082116641797
"HPOL_001630-RA",41.8492169693806,44.1558539588247,64.2948690852143,69.2793633539203
"HPOL_001631-RA",103.345986379792,56.4263834264722,52.0095186015146,34.1821187465315
"HPOL_001632-RA",10.2008892146245,9.21027296733852,6.31340002531663,7.07406898494347
"HPOL_001633-RA",26.6258740971384,18.4336633315589,27.1278587331183,19.140952032418
"HPOL_004284-RA",9.27242144405465,9.59519153580262,3.80565518471066,9.82332912794834
"HPOL_001634-RA",121.81811959406,142.516947232506,156.761457747595,172.72073715686
"HPOL_001635-RA",4.71343600438836,3.53835652980349,3.53537133580715,2.52451145985928
"HPOL_001636-RA",18.3438341114789,0.8272778193247,0,3.40251064700539
"HPOL_005520-RA",196.416938379836,209.518481953248,183.159184485773,166.417143095052
"HPOL_005515-RA",15.1760823563632,13.8838658739759,27.3997033054311,21.8068777751448
"HPOL_003167-RA",21.1127645404651,21.136066148273,13.0655843095673,18.5476728279301
"HPOL_003168-RA",12.3056129080021,14.9475952774028,11.0547613922977,11.7896134583103
"HPOL_005513-RA",36.2157163563594,36.770983057828,41.3806126267986,41.0390226598962
"HPOL_005514-RA",28.6352007911142,22.6218982186955,25.45214785903,20.7543646067055
"HPOL_005526-RA",43.183993043619,40.6599693423368,51.9488215390706,44.4923463303693
"HPOL_004285-RA",19.530638848907,16.493858006843,25.5990911178579,22.0500649589533
"HPOL_005527-RA",23.3705266561831,20.7839413266497,18.125292280241,19.1962770540169
"HPOL_001244-RA",77.3555135924696,75.5287411624962,84.7973262321514,89.023374388799
"HPOL_001245-RA",87.0140366780182,97.1831932956317,88.5839382298186,70.6507928387226
"HPOL_001246-RA",71.0527719020491,58.0969680044454,51.1153141711789,46.7054387600136
"HPOL_001247-RA",1445.487974238,967.795257924603,1224.23981670885,855.883359626955
"HPOL_001248-RA",40.1997139571493,47.7804600272674,34.8438664824694,34.1408592770634
"HPOL_002642-RA",23.9221547614054,21.9108577264198,15.1169123994149,19.1419401837477
"HPOL_002643-RA",39.1297442162584,39.6689909602498,37.9120111799341,30.5604546139712
"HPOL_002644-RA",40.4174157377963,40.1229086011303,26.0765078227876,33.3352788146224
"HPOL_005516-RA",25.4609365288039,25.0488553706485,24.774054795384,22.7722322842653
"HPOL_004286-RA",33.9154965311862,38.4728743744326,42.3820529772014,41.3188625452078
"HPOL_005517-RA",20.3072422816596,17.9920110189261,10.8474726006238,11.3920289711001
"HPOL_001598-RA",67.0424470532374,66.625877984995,45.9236590175619,60.6173538223342
"HPOL_001599-RA",67.8462704254586,71.5739635983052,54.6499440533468,60.0983867215482
"HPOL_000044-RA",228.380831153025,217.333737991172,260.430052319365,266.80995345923
"HPOL_000045-RA",20.1592463376398,21.9612745187295,55.7254512159025,50.5452754515079
"HPOL_000046-RA",9.25584568883726,9.66491614033895,12.1711933402222,5.75281697362016
"HPOL_000047-RA",202.619897120428,238.459869359219,177.04397328268,193.003090974254
"HPOL_000048-RA",17.5075258825991,12.2895586496855,10.7227671693495,9.89925086943885
"HPOL_000049-RA",5.18556686409576,6.8561736370278,8.17796032021195,5.04595853181432
"HPOL_000050-RA",21.8757220662824,13.6878993193946,12.7350714084642,10.1641937029254
"HPOL_005213-RA",50.2697178846226,54.774909502598,52.6669994094846,42.0863355722559
"HPOL_000051-RA",11.8212010345649,7.50732373687756,6.79566112066479,10.6280651420969
"HPOL_000052-RA",11.0965400564314,7.7584770519058,4.88985555544264,5.16344739353244
"HPOL_000053-RA",18.1689969332734,10.0998017592151,5.4537016739209,8.02422054786729
"HPOL_001063-RA",61.2322214288225,42.4131598560479,32.7239403054632,24.3977344163039
"HPOL_001064-RA",52.5222090053951,48.6026976378005,26.3639963390834,30.6510934576819
"HPOL_001065-RA",299.122345954899,311.424980676842,228.061201967028,299.016067274422
"HPOL_001066-RA",16.5767307767909,19.7618077044953,10.9651449889057,13.7098347761368
"HPOL_001067-RA",46.9626538393112,31.0632786385889,31.1907340920607,19.6487656715191
"HPOL_001068-RA",31.2525619205857,16.5943069866639,9.10720173553204,10.5938841696572
"HPOL_001069-RA",57.9349316410707,59.3167968889824,59.9262476699196,44.7817048022447
"HPOL_005214-RA",77.057729797961,81.0881571833583,58.6722018043977,57.7261727373383
"HPOL_001070-RA",30.4464544283996,30.7277459558986,22.6967688607984,31.3072516876298
"HPOL_001071-RA",16.114038259197,21.085311132337,18.9255073325934,14.6908194024245
"HPOL_004644-RA",29.2934693203199,32.0092382879006,35.5564929866635,30.8185979519541
"HPOL_004645-RA",20.232000512727,26.5047549700705,37.1771700690687,32.1101330954032
"HPOL_004646-RA",15.5527076176773,35.8440041710118,62.200971182901,54.5295817629948
"HPOL_001241-RA",12.8468151619781,19.6810547440883,12.4561101922116,11.8575333614307
"HPOL_001242-RA",26.6778934499388,29.5738413513643,25.3967120531022,20.9242409587747
"HPOL_001243-RA",12.4363822479367,16.0697043942404,14.2239714880955,11.966454699377
"HPOL_004468-RA",288.152371862243,296.413356750088,321.71441578278,349.786817584678
"HPOL_004469-RA",48.5094094892357,38.9186369368369,43.8979863366876,36.7080134245083
"HPOL_004123-RA",9.01010157955283,13.9326329320007,0,8.56237199270954
"HPOL_004470-RA",63.3960618651351,56.8184939031921,52.9131140955322,59.8927083710869
"HPOL_004471-RA",55.060215451807,61.9348916098265,53.3171702060956,62.3666673337162
"HPOL_001329-RA",42.5141295548321,34.4539727678825,61.85099461526,40.4805124010429
"HPOL_001330-RA",7.67171916133357,6.82725265387359,5.8821309089284,6.13784153285843
"HPOL_001331-RA",21.7738040906144,17.5223150536489,17.9096742462497,15.0987144170948
"HPOL_001332-RA",75.5130543730556,67.1334179583526,48.1279785630236,56.8073907379025
"HPOL_001333-RA",97.2704455537412,97.9606031250302,74.5046051366328,79.2383528244459
"HPOL_004472-RA",5.59006124599799,3.18411307097749,5.99202294791172,1.40574865711819
"HPOL_004473-RA",12.7264135103465,13.8762188844049,11.5274156036539,10.0071106388232
"HPOL_004474-RA",206.953219960655,212.759240541642,158.363477878033,161.610239810967
"HPOL_004124-RA",23.7270480468481,20.2747851179567,17.7898834463109,24.7129526094003
"HPOL_004475-RA",18.6541322753549,19.5039296711579,29.8809112316013,22.7014874619203
"HPOL_004723-RA",31.7068504390118,32.9503194101229,15.8432844490461,20.2451953363573
"HPOL_004724-RA",18.905971615799,11.442933874137,24.87202706582,32.753926501929
"HPOL_002656-RA",15.1130091867347,18.916980166634,22.6148076269218,21.6747101196764
"HPOL_002657-RA",33.9277650417792,33.7514146588721,54.8954136610108,40.9111340356608
"HPOL_002658-RA",56.6726842319839,61.8742576867105,30.9442207787847,40.24603311742
"HPOL_002659-RA",85.9833969985102,94.192106111988,77.1120374976537,91.0885788793079
"HPOL_005521-RA",67.4170737482043,82.4888633292986,166.037175047856,136.635769364618
"HPOL_005522-RA",31.0768013938507,12.5494359513446,12.6133560335687,11.7437550531829
"HPOL_005523-RA",153.995892539592,110.314931739825,9.05307756085823,4.09003294545571
"HPOL_005215-RA",29.3210311864098,34.0115709164239,26.8609701934173,31.4699076067616
"HPOL_003006-RA",141.222471783413,138.49841421121,151.546169843894,124.240485607099
"HPOL_003007-RA",59.5944115047597,74.670006347424,85.7283669341142,57.9367845584175
"HPOL_003008-RA",229.582267583639,221.998952280275,116.819890641309,194.56632949922
"HPOL_003009-RA",461.694638358433,430.330307066157,491.308561022656,479.530621601315
"HPOL_003010-RA",265.361147282529,249.156816609589,200.074405992784,240.383639256573
"HPOL_005524-RA",26.6392804614383,21.0935741260714,22.8737070940019,16.6594008362073
"HPOL_001477-RA",29.4971997421077,40.693628296288,16.4313235504289,29.5323531179128
"HPOL_001478-RA",23.4394214558106,25.1912403102725,21.3346631930435,19.8617514127398
"HPOL_001479-RA",41.4918286469974,29.7295723185744,14.041942238537,12.4647955533155
"HPOL_001480-RA",44.7146551181715,49.6667926258466,37.60284506252,32.308672079212
"HPOL_005216-RA",186.243654057759,256.44641052712,323.905998181565,321.719192380198
"HPOL_004937-RA",117.82769484007,124.32326030934,127.641535586943,124.176566666615
"HPOL_004938-RA",42.3991590934467,41.7231194374509,41.3288879839873,38.8368042164156
"HPOL_005525-RA",5.00719152885433,3.99013976606958,3.53668001898477,5.30274453822982
"HPOL_005528-RA",63.753643160778,53.3852713711157,63.3896506020706,66.2677395111143
"HPOL_005529-RA",44.6365533737472,35.0420890237253,26.6738729819362,24.1394695893602
"HPOL_005530-RA",25.5387839913653,24.8244611277402,16.9549693273851,19.5209015060999
"HPOL_005531-RA",18.8501548715668,21.8636478110939,23.3913623150885,16.7545084979021
"HPOL_005532-RA",291.635119259025,286.498690944397,326.268618771919,230.887046777789
"HPOL_005538-RA",228.430860979622,276.095578225971,144.84894147636,177.991493108617
"HPOL_005539-RA",898.024930711563,965.276191636598,463.767746792244,729.012587561087
"HPOL_002444-RA",77.0910107874965,30.0921857912611,66.0200364629373,103.671407372496
"HPOL_005540-RA",68.9859916683189,74.3106313293207,36.2249712834636,57.8912201598604
"HPOL_002660-RA",87.5031455167734,71.3020635666953,70.6116372736201,96.9064160754504
"HPOL_002661-RA",43.7440563256489,58.5990765873612,33.8470455848615,46.1502031172061
"HPOL_002662-RA",25.9629890955154,28.9762845547197,22.1882322631403,23.7970098482045
"HPOL_002663-RA",157.581630970096,161.243599546163,138.44719766815,160.968297040339
"HPOL_004843-RA",6.18839404331701,3.38875522948432,6.98695330314119,4.71387241660805
"HPOL_004844-RA",14.9655547657021,8.79006919112194,12.5215065938039,6.97329015114282
"HPOL_004845-RA",0.452745362101875,0.438931935236115,0.511791935252915,0.264396328939376
"HPOL_004540-RA",6.32191668310022,5.77260679005739,9.70028176424249,5.51311985602356
"HPOL_004541-RA",3.66139719342238,2.58424936818131,2.18117411353691,1.32557432257841
"HPOL_002445-RA",4.46616775309091,2.99159020484406,3.8280577220417,2.5022339967183
"HPOL_005546-RA",28.933618943059,28.4245909970071,21.6743958494719,23.9490407808329
"HPOL_005535-RA",13.5630137215001,11.9895583729148,6.95722046731478,12.0929744653404
"HPOL_005536-RA",125.386879987668,113.117627808403,43.8717551331348,77.2908154869383
"HPOL_005537-RA",4.72061078117197,2.93352229365937,4.10476594545003,1.77680443940436
"HPOL_005541-RA",89.2591469022591,92.1191561576673,79.5199368587158,84.9867993238124
"HPOL_005542-RA",324.668502607397,300.844471013229,284.347597377745,293.770160122566
"HPOL_000322-RA",33.9559795479894,37.5071551156523,31.6292416420913,36.325537376965
"HPOL_000323-RA",5.99767677018113,7.03520815993183,2.86838415197525,8.11268915829789
"HPOL_000324-RA",10.8644730909735,7.30034972913451,4.11820273203575,4.2004104639433
"HPOL_000325-RA",333.006910483081,354.898495406548,296.21552048218,333.04004151853
"HPOL_004266-RA",763.354359871805,819.454630328645,733.878853106646,793.402251994298
"HPOL_000326-RA",16.7827044787178,17.4746811367474,16.8512058224984,16.2793919837364
"HPOL_000327-RA",20.3895026664261,17.5976096758873,18.3494277873766,19.8470360629728
"HPOL_000328-RA",35.7313273183191,35.0578875573764,24.5305415666659,33.7333593829793
"HPOL_001056-RA",47.0608126061663,53.6541075173431,67.3507498825901,51.916154082758
"HPOL_001057-RA",17.4504234681898,17.5719779149627,21.131233959421,17.0387737105891
"HPOL_001058-RA",193.789225315826,189.918098059352,142.184333018342,196.824650428309
"HPOL_001059-RA",94.4872072289962,105.58289575643,79.7714426025479,70.9396460230745
"HPOL_001060-RA",335.247680025384,300.099463479707,419.012774755605,351.446204361084
"HPOL_001061-RA",66.3589739053791,86.7674786166812,57.0554289283707,62.5711369269767
"HPOL_001062-RA",55.779010050078,60.5086092422971,53.8377656477613,35.8996206093928
"HPOL_004267-RA",29.7990013680108,35.4141184781062,28.1576467679163,31.7658138566368
"HPOL_005543-RA",28.7171827579659,23.3059714943293,38.4755796336475,30.4480230383925
"HPOL_004695-RA",66.5232885964391,57.1387950984396,74.504644408738,73.7743772579398
"HPOL_004696-RA",427.464298788797,292.836681382104,598.085293836154,607.626745821499
"HPOL_004697-RA",88.9787881512684,101.818313861077,110.684723642545,98.1152901934855
"HPOL_002671-RA",61.6352342150004,60.0674951723079,45.8737538020984,58.2166546001517
"HPOL_002672-RA",0,0,0,3.77557708625703
"HPOL_002673-RA",24.8552695614245,31.9066438964251,30.1542284914124,24.7713745598742
"HPOL_002674-RA",10.7091549245809,13.8530244302866,8.52694710736039,12.0965728935385
"HPOL_005544-RA",97.2780150440332,87.2459467349887,92.8227835032021,90.3149562961865
"HPOL_003112-RA",22.0765847049972,13.0448795380017,8.81425254328254,6.867189431547
"HPOL_004268-RA",119.10102728325,139.952975517348,206.833226239036,138.626531273135
"HPOL_003113-RA",30.229526052852,30.9889750913308,16.570609393317,24.7779834394746
"HPOL_003114-RA",228.630117267221,233.150388545561,219.889088493794,227.221791135187
"HPOL_001560-RA",65.1226794394927,25.9457152098202,8.64795442301223,17.8515921453
"HPOL_001561-RA",13.9210468599914,12.1023258775034,9.0448621098363,11.6865650697749
"HPOL_001562-RA",2.45164135643351,5.60964829494043,0.00154222846867773,2.9266457262153
"HPOL_001563-RA",162.18594475049,178.392115553254,182.565270255562,157.559464105689
"HPOL_004877-RA",14.7210742030924,8.55757745438757,0,4.56889872926275
"HPOL_004878-RA",12.100840462097,12.9377264757478,9.32658828541375,13.953749973346
"HPOL_004879-RA",5.65355448953033,1.75218004535069,5.54054671025496,2.66257587558491
"HPOL_003108-RA",5.96706240965249,4.47934433182965,3.73204109989426,5.11925735248623
"HPOL_005197-RA",12.1497864100603,8.83628882649711,7.80340753245502,6.68520779786025
"HPOL_003109-RA",10.7178091877567,12.0261854876386,11.9498803354978,12.7727594490139
"HPOL_003110-RA",701.930440380221,539.424952850242,739.424554430906,624.104655432553
"HPOL_003111-RA",169.927966629699,169.523892357178,176.222958397126,174.421369399487
"HPOL_001760-RA",11.0605196989502,7.03952049681738,7.31903029220822,8.22512635865294
"HPOL_001761-RA",228.16667630877,209.886911363549,182.787200613425,166.148661962796
"HPOL_001762-RA",32.2838184852344,19.2150911555112,12.5136450110875,10.0594618099201
"HPOL_001763-RA",12.4598395910187,9.90370362735013,4.40553188062735,5.99654567347845
"HPOL_001764-RA",20.6529242117569,20.3831103200896,10.1583727640249,15.3068603951731
"HPOL_001765-RA",178.133950113088,154.243281312366,379.573353570591,212.520130672514
"HPOL_001766-RA",315.229935390804,334.815343845191,303.718628842837,283.713295628451
"HPOL_005219-RA",17.1271179285416,15.1323528558026,7.34180718554417,12.1783497066177
"HPOL_005545-RA",27.3486883022588,32.864025927663,31.2636001219529,25.8046632578826
"HPOL_000520-RA",12.9224102617836,8.71428910022175,5.54054671025496,6.98926167341039
"HPOL_000521-RA",1724.02708984356,1542.37012287419,1153.9264174414,1543.64852037654
"HPOL_000522-RA",61.110305682805,57.649768371194,61.1843932912705,55.2273801170655
"HPOL_000523-RA",21.2202952844549,32.4013224932085,23.3230539278481,24.2718476099401
"HPOL_000524-RA",5.36987501889849,0,7.53078293315494,2.74527674726079
