"","Sporangia.r1","Sporangia.r2","Sporangia.r3","Zoospore.r1","Zoospore.r2","Zoospore.r3"
"HPOL_005518-RA",107.58294159634,57.6450678151493,50.1920169387086,31.7687060232817,148.902014163178,108.267631537473
"HPOL_005519-RA",254,111,124,157,419,139
"HPOL_002019-RA",175,60,57,130,185,70
"HPOL_005591-RA",367,83,94,112,341,96
"HPOL_005592-RA",1222.41804850775,548.758828602606,830.922629661224,768.785717749005,2286.49366338656,4519.10011397889
"HPOL_001384-RA",988,476,350,448,1196,504
"HPOL_001385-RA",418,194,216,194,656,144
"HPOL_001386-RA",1260,591,688,433,2036,1083
"HPOL_001387-RA",457,139,228,167,533,343
"HPOL_001388-RA",425,238,173,228,706,321
"HPOL_002697-RA",947,433,460,270,1299,853
"HPOL_002698-RA",1032,519,279,678,2246,851
"HPOL_002699-RA",5578,2962,2080,3593,12641,4867
"HPOL_002020-RA",419,140,170,211,510,173
"HPOL_002700-RA",508,197,55,174,777.017904888014,518
"HPOL_003767-RA",2031,908,838,767,2728,867
"HPOL_003768-RA",1119,514,540,363,1588,863
"HPOL_003769-RA",310,164,89,367,834,500
"HPOL_005596-RA",49,16,23,16,43,20
"HPOL_005593-RA",367,92,108,75,254,80
"HPOL_005594-RA",151,50,71,85,207,111
"HPOL_005595-RA",1451,678,674,598,1964,1987
"HPOL_004351-RA",269,114,103,86,346,176
"HPOL_004352-RA",195,99,119,169,411,285
"HPOL_002021-RA",2012,956,1010,752,2769,1484
"HPOL_004353-RA",155.71107861504,73,89,49,212.968230735747,125.884454275071
"HPOL_004354-RA",127,36,44,30,152,53
"HPOL_001139-RA",346,169,137,140,588,279
"HPOL_001140-RA",745,395,927,560,1149,701
"HPOL_001141-RA",503,229,289,648,1946,618
"HPOL_001142-RA",365.173306720098,143.288382919045,148.883253383977,169.384560529445,470.486148200347,342.851977041985
"HPOL_001143-RA",552.826693279902,289.711617080955,148.116746616023,240.615439470555,641.513851799653,296.148022958015
"HPOL_001144-RA",1377,711,467,1170,3222,1934
"HPOL_000955-RA",1972.73213864916,772.007201155887,1471.58691398957,146.603241704473,362.834872748989,170.375852168813
"HPOL_000956-RA",4467,1922,1674,1724,6376,2500
"HPOL_005225-RA",1035,515,762,447,1863,1741
"HPOL_000957-RA",4612.26786135084,2025.99279884411,2288.41308601043,1110.39675829553,4027.16512725101,1503.62414783119
"HPOL_000958-RA",1103,461,700,86,172,53
"HPOL_000959-RA",476,180,322,211,755,1014
"HPOL_005597-RA",114,72,63,30,156,46
"HPOL_005598-RA",937,376,385,520,1202,727
"HPOL_005599-RA",286,98,125,101,370,244
"HPOL_004619-RA",1616.4815614962,811.814531519887,523.926949600139,1232.02167806546,4771.55922007867,6185.94641047408
"HPOL_004620-RA",1193,641,314,818,2761,5092
"HPOL_004621-RA",308,181,153,155,510,383
"HPOL_001879-RA",2354,978,1027,1636,4797,1796
"HPOL_005226-RA",693,367,306,274,1357,509
"HPOL_001880-RA",1001,571,491,510,1632,750
"HPOL_001881-RA",647,159,122,139,447,90
"HPOL_002710-RA",169,60,37,54,150,25
"HPOL_002711-RA",822,431,358,679,1864,806
"HPOL_002712-RA",1024,431,760,282,1350,913
"HPOL_002713-RA",867,401,437,475,1925,736
"HPOL_000343-RA",1232,577,709,455,1809,961
"HPOL_000344-RA",340,125,130,164,430,128
"HPOL_000345-RA",373,148,195,205,704,282
"HPOL_000346-RA",5110,2396,2232,2010,7413,10149
"HPOL_002441-RA",913,370,559,343,1479.15859786523,1247
"HPOL_000347-RA",775,277,347,300,1211,762
"HPOL_000348-RA",964,269,594,760,1754,2690
"HPOL_000349-RA",2491,1047,946,930,2598,3075
"HPOL_000350-RA",319,153,137,146,500,122
"HPOL_005600-RA",951,377,319,278,1155,685
"HPOL_005606-RA",350.004848708275,158.851679814497,207.690959500754,75.479862850923,451.78080829542,232.400814496917
"HPOL_005607-RA",351,128,149,168,508,175
"HPOL_005608-RA",2218,1006,966,736,2961,1745
"HPOL_005601-RA",2522,1044,1127,941,3584,2480
"HPOL_005602-RA",377,201,286,100,565,440
"HPOL_002442-RA",957,461,381,249,1260,780
"HPOL_005603-RA",75,15,7,8,63,10
"HPOL_005604-RA",304,110,114,225,550,193
"HPOL_001307-RA",8478,3767,3492,3515,12213,5297
"HPOL_001308-RA",370,195,179,106,586,220
"HPOL_005605-RA",2629.93831520365,1208.78071253776,2031,991,4201,6540
"HPOL_005611-RA",522,191,298,248,646,471
"HPOL_005612-RA",67,25,15,54,125,40
"HPOL_005609-RA",138,54,125,80,291,207
"HPOL_005610-RA",1417,605,733,1003,2780,1009
"HPOL_005613-RA",176,70,58,84,271,65
"HPOL_002443-RA",155,39,60,95,139,31
"HPOL_002718-RA",3160,1834,1004,1468,5414,1758
"HPOL_002719-RA",1801,834,940,878,2706,1101
"HPOL_002720-RA",959,404,378,443,1471,706
"HPOL_002721-RA",604,312,226,358,1101,151
"HPOL_002722-RA",204,94,90,174,325,99
"HPOL_000617-RA",241,95,122,272,637,282
"HPOL_000618-RA",693,304,263,285,800,315
"HPOL_000619-RA",699,332,358,262,986,600
"HPOL_000620-RA",2347,1169,1279,1103,4732,3180
"HPOL_003207-RA",1005,495,427,415,1568,1116
"HPOL_005227-RA",911,501,401,440,1591,686
"HPOL_003208-RA",35,15,18,37,76,56
"HPOL_003209-RA",1562,869,1010,1036,3868,1428
"HPOL_003210-RA",957,499,456,375,1581,849
"HPOL_003818-RA",623,315,243,264,781,399
"HPOL_003819-RA",389,159,174,267,1128,624
"HPOL_003820-RA",493,218,309,292,1181,1042
"HPOL_003821-RA",2303,888,609,994,2222,4200
"HPOL_000597-RA",8470,4028,3605,3717,14031,4042
"HPOL_000598-RA",93570.5223547156,47384,42120,40707,181342,90310
"HPOL_005137-RA",59,21,36,0,39,101
"HPOL_005228-RA",257,104,97,120,322,188
"HPOL_005138-RA",580,269,339,258,1148,486
"HPOL_004755-RA",1306,613,384,569,1842,426
"HPOL_004756-RA",375,185,199,110,693,332
"HPOL_003950-RA",615,311,387,363,1367,644
"HPOL_003951-RA",4858,2188,1820,2127,6767,3205
"HPOL_000922-RA",4495,2145,1375,2439,5869,5452
"HPOL_000923-RA",395,108,56,59,204,52
"HPOL_000924-RA",2670,1233,1364,1064,4511,2679
"HPOL_004111-RA",429,185,201,224,696,695
"HPOL_003444-RA",319,158,158,204,511,254
"HPOL_005233-RA",312,196.605404087553,126,167,590,70
"HPOL_003445-RA",643,276,456,318,916,1061
"HPOL_003446-RA",396,167,139,116,597,306
"HPOL_002731-RA",28,22,15,13,39,38
"HPOL_002732-RA",251,132,237,62,332,337
"HPOL_002733-RA",392,90,148,105,261,117
"HPOL_005620-RA",474,167,74,168,421,80
"HPOL_004973-RA",509,264,153,226,821,213
"HPOL_004974-RA",10831,5546,6789,5342,17063,9592
"HPOL_004975-RA",250,102,174,142,573,296
"HPOL_001856-RA",87,23,40,25,92,33
"HPOL_005234-RA",72,19,88,22,120,465
"HPOL_001857-RA",2729,896,1009,1038,3219,690
"HPOL_001858-RA",99,32,44,29,149,126
"HPOL_001859-RA",14684,6553,6788,7047,20581,15438
"HPOL_004769-RA",1423,679,707,609,2546,1246
"HPOL_004770-RA",417,178,249,187,604,828
"HPOL_004854-RA",1510,702,743,637,2471,1335
"HPOL_004855-RA",171,119,87,87,303,189
"HPOL_005619-RA",133,46,84,49,216,153
"HPOL_004544-RA",1050,396,303,391,1198,369
"HPOL_005623-RA",298,107,98,112,347,88
"HPOL_005232-RA",282,144,181,146,556,173
"HPOL_005624-RA",334,140,100,143,562,176
"HPOL_005625-RA",168,57,37,37,162,76
"HPOL_005626-RA",101,55,59,37,120,77
"HPOL_002734-RA",226,109,83,133,335,138
"HPOL_002735-RA",562,317,292,295,835,264
"HPOL_002736-RA",4806,2641,1949,2295,8270,2546
"HPOL_002737-RA",774,333,257,423,1294,1600
"HPOL_005322-RA",298,80,161,97,392,147
"HPOL_005639-RA",32317.9251134076,17420.2208054111,9102.76445285305,14615.4129795552,62905.330291551,18221.144921528
"HPOL_005640-RA",421,227,145,205,637,524
"HPOL_001828-RA",820,403,358,358,1425,483
"HPOL_005629-RA",200.467768805422,59,63,79,288,656.667871027089
"HPOL_005630-RA",651,270,299,296,1019,382
"HPOL_005631-RA",114,30,55,62,135,97
"HPOL_005634-RA",108.870585359436,25.6877927291672,73.2745428391574,29.9498970740324,115.522141343954,107.396165270549
"HPOL_005635-RA",2121,842,1159,752,2871,1486
"HPOL_005632-RA",129,50,23,63,135,28
"HPOL_005633-RA",169,64,35,70,136,41
"HPOL_003420-RA",48,25,31,48,88,43
"HPOL_003421-RA",45,28,18,44,119,52
"HPOL_003422-RA",155,60,65,89,283,135
"HPOL_001829-RA",2135,609,458,593,1598,334
"HPOL_003423-RA",334,160,144,156,476,488
"HPOL_001734-RA",237,90,119,104,370,190
"HPOL_001735-RA",510,270,184,270,656,34
"HPOL_001736-RA",420,202,204,224,640,229
"HPOL_005638-RA",166,57,113,148,470,186
"HPOL_002714-RA",82,48,54,83,347,139
"HPOL_002715-RA",1599,959,825,809,2632,512
"HPOL_002716-RA",727,169,106,171,486,115
"HPOL_002717-RA",647.144309570422,332.355626124779,330.82107242071,208.175323174588,872.263032138021,427.092045891655
"HPOL_005636-RA",159,97,77,130,457,195
"HPOL_001830-RA",532,260,177,344,1155,207
"HPOL_005637-RA",390,206,199,236,600,384
"HPOL_005641-RA",153.652572646558,42,14,41.9957346230708,117.535101103269,14
"HPOL_005646-RA",249,107,113,102,378,174
"HPOL_005642-RA",111,62,37,59,212,35
"HPOL_005643-RA",439,161,229,100,290,114
"HPOL_005644-RA",33,8,7,4,25,2
"HPOL_005645-RA",90,44,36,33,172,72
"HPOL_005243-RA",990,525,510,448,1341,328
"HPOL_005244-RA",348,151,153,151,538,373
"HPOL_005245-RA",14,6,5,9,13,0
"HPOL_001831-RA",8807,4615,3891,4281,14304,6746
"HPOL_005246-RA",24.3105649446375,2.61341893757415,2.55174560337888,6,8.9732947399135,0.452735191903615
"HPOL_004584-RA",103,24,32,28,69,15
"HPOL_004585-RA",1090,543,375,670,1871,1158
"HPOL_004586-RA",249,137,132,102,493,274
"HPOL_005649-RA",510,219,160,551,2162,404
"HPOL_005650-RA",1293,583,458,413,1715,505
"HPOL_002766-RA",6667.1547813289,3418.77181355998,1712.03562590908,2563.90343028012,9948.97180353241,3823.16895646787
"HPOL_002767-RA",257,101,146,268,733,302
"HPOL_002768-RA",72,34,36,9,67,27
"HPOL_005651-RA",18,2,6,21,25,5
"HPOL_005235-RA",10896,5057,3700,5382,15667,5629
"HPOL_005652-RA",2032.8811986985,550,969.080015608725,427,1327.73727429199,361.850376855435
"HPOL_002723-RA",2451,1206,1139,1141,4351,1371
"HPOL_002724-RA",3680,1230,1890,1099,3898,1210
"HPOL_002725-RA",1228,681,550,521,1802,1041
"HPOL_004911-RA",1565,765,738,509,2115,1265
"HPOL_004912-RA",1116,463,338,577,1519,539
"HPOL_004913-RA",21250,9362,5079,14260,40725,40620
"HPOL_005653-RA",4293,1993,1294,1946,6330,2641
"HPOL_005655-RA",0,0,2,0,3,6
"HPOL_004796-RA",1146,581,709,441,1922,1063
"HPOL_005236-RA",222,135,136,120,461,275
"HPOL_004797-RA",22,9,22,19,22,18
"HPOL_004798-RA",19,13,36,5,31,39
"HPOL_004799-RA",30,11,11,29,74,15
"HPOL_005668-RA",109,66,65,171,405,211
"HPOL_005121-RA",312,151,211,135,565,339
"HPOL_005122-RA",124.865356762696,62.1646159080203,47.4876121537955,29.9900287226213,211.048045693848,116.563541231953
"HPOL_005656-RA",644,297,338,359,1121,568
"HPOL_001666-RA",126,66,57,81,223,73
"HPOL_001667-RA",236,137,93,99,310,79
"HPOL_001668-RA",1821,837,921,748,2925,1674
"HPOL_005237-RA",355,172,143,146,562,188
"HPOL_001669-RA",519,264,381,331,855,719
"HPOL_005660-RA",413,141,210,85,512,277
"HPOL_005661-RA",639,250,309,214,771,553
"HPOL_002726-RA",2084,949,879,1025,3689,2867
"HPOL_002727-RA",72,26,38,31,95,21
"HPOL_002728-RA",119,53,89,101,173,84
"HPOL_002729-RA",263,135,128,133,427,222
"HPOL_002730-RA",14419,5396,1884,6677,19790,1571
"HPOL_005662-RA",444,189,171,84,519,341
"HPOL_005663-RA",330,117,87,59,259,53
"HPOL_005238-RA",1358,660,392,560,1843,486
"HPOL_005081-RA",175,69,139,51,207,120
"HPOL_005082-RA",114,40,23,25,125,19
"HPOL_005665-RA",421,214,201,175,741,744
"HPOL_005666-RA",746,412,363,524,1865,806
"HPOL_005667-RA",128,72,62,70,199,138
"HPOL_005675-RA",387,178,407,94,475,602
"HPOL_005676-RA",565,225,551,261,738,763
"HPOL_004497-RA",1334,524,903,553,1637,1610
"HPOL_004498-RA",659,264,351,279,862,733
"HPOL_005677-RA",3186,1616,1566,1382,4727,4209
"HPOL_005239-RA",1503,656,878,213,496.433316176023,252
"HPOL_003726-RA",871,441,561,398,1336,667
"HPOL_003727-RA",3642,1738,1503,2693,9158,5793
"HPOL_002743-RA",190,61,51,33,188,38
"HPOL_002744-RA",2904,1408,1735,1795,5307,1985
"HPOL_002745-RA",684,174,168,161,449,129
"HPOL_005679-RA",390,152,331,41,366,172
"HPOL_005669-RA",157,54,70,66,265,98
"HPOL_005670-RA",419,169,196,196,800,297
"HPOL_005671-RA",116,51,43,47,160,113
"HPOL_005672-RA",58,41,3,79,164,0
"HPOL_005240-RA",1229,321,277,370,816,224
"HPOL_001496-RA",438,127,186,227,600,252
"HPOL_001497-RA",981,469,478,802,2199,1192
"HPOL_001498-RA",252,64,91,94,205,94
"HPOL_001499-RA",365,172,155,194,514,292
"HPOL_001500-RA",2804,1291,574,1171,3874,779
"HPOL_005678-RA",174,68,106,112,454,329
"HPOL_000821-RA",82,32,28,31,128,86
"HPOL_000822-RA",247,137,104,96,352,177
"HPOL_000823-RA",203,85,85,72,337,161
"HPOL_000824-RA",792,440,391,379,1105,657
"HPOL_002931-RA",71,5,11,34,52,5
"HPOL_000825-RA",15,11,10,6,13,0
"HPOL_000826-RA",1944,808,1223,843,3232,2048
"HPOL_000827-RA",379,183,236,91,664,379
"HPOL_001380-RA",293,113,310,99,376,159
"HPOL_001381-RA",253,106,194,144,308,309
"HPOL_001382-RA",675,242,347,390,826,373
"HPOL_001383-RA",171,88,99,65,349,161
"HPOL_004939-RA",57.4148479239478,10.6897066264444,11.7986309087104,16.8377299995419,30.5671117973688,7.92771036110455
"HPOL_004940-RA",557,205,397,162,507,307
"HPOL_004941-RA",1002,515,462,343,1522,638
"HPOL_002932-RA",129,53,88,59,177,98
"HPOL_005674-RA",2165,1002,1058,1049,3812,1695
"HPOL_002738-RA",158,55,106,54,232,136
"HPOL_002739-RA",1222,562,826,488,1240,1333
"HPOL_002740-RA",57,16,50,39,81,65
"HPOL_002741-RA",875,494,558,374,1349,846
"HPOL_002742-RA",209,99,66,195,637,216
"HPOL_005695-RA",5407,2729,1735,2166,7898,3048
"HPOL_002322-RA",412.532883152348,100.088885728751,80.6275221255351,88.6741342362589,270.418905774858,58.529995997586
"HPOL_002323-RA",1484,712,734,649,2273,2688
"HPOL_002324-RA",677,450,171,304,739,376
"HPOL_002933-RA",622.136247630203,267.349809362042,309.918048424575,257.93723044844,938.205371206862,645.818371992526
"HPOL_002325-RA",116,63,78,124,248,186
"HPOL_002485-RA",2144,1265,642,1279,4205,1226
"HPOL_002486-RA",1846,1000,593,934,3099,840
"HPOL_002487-RA",269,57,39,66,154,17
"HPOL_004881-RA",40.5603119638517,24.0776112418443,21.1666900492154,24.2407356877872,33.5552648704524,3.83379801395086
"HPOL_004882-RA",470,210,147,276,518,420
"HPOL_004883-RA",198,102,193,128,374,127
"HPOL_005680-RA",177,82,165,115,279,1503
"HPOL_005681-RA",434,186,234,189,599,462
"HPOL_005682-RA",26,21,18,0,40,13
"HPOL_002934-RA",44,23,7,2,38,14
"HPOL_005683-RA",153,51,48,49,117,23
"HPOL_004708-RA",31,6,22,22,67,24
"HPOL_004709-RA",174,73,97,158,254,82
"HPOL_001416-RA",1384,696,536,464,2275,959
"HPOL_001417-RA",152,82,88,37,183,124
"HPOL_001418-RA",2479,1115,684,1024,3962,1272
"HPOL_001419-RA",1329,682,660,603,2114,1465
"HPOL_001420-RA",1469,636,652,724,2218,766
"HPOL_001421-RA",322,190,130,149,507,299
"HPOL_001422-RA",2593,1253,1094,877,3227,1713
"HPOL_002935-RA",282,159,208,103,451,696
"HPOL_001423-RA",1166,552,670,408,1673,987
"HPOL_002746-RA",545,215,143,205,613,221
"HPOL_002747-RA",420,250,207,406,1695,955
"HPOL_002748-RA",221,98,118,130,520,295
"HPOL_002749-RA",547,260,249,252,1032,166
"HPOL_005684-RA",236,91,115,85,339,192
"HPOL_005685-RA",132,77,54,70,256,146
"HPOL_005686-RA",371,173,241,195,747,471
"HPOL_005687-RA",30,10,10,18,64,6
"HPOL_005698-RA",345.279085763625,125.136812736839,194.323703408922,143.076688580239,443.435368070581,210.982238074767
"HPOL_002936-RA",273,117,129,96,270,193
"HPOL_005699-RA",32,15,19,42,60,17
"HPOL_005691-RA",10205,4641,7004,5682,16662,7053
"HPOL_005692-RA",570,269,187,233,684,259
"HPOL_005688-RA",52,31,35,12,59,34
"HPOL_005689-RA",2574,1314,907,1083,3838,1384
"HPOL_005690-RA",364,172,181,148,463,468
"HPOL_005693-RA",600,269,297,325,947,920
"HPOL_003463-RA",111,28,35,44,120,23
"HPOL_003464-RA",21,7,21,0,20,1
"HPOL_005694-RA",1435,543,296,388,1651,2646
"HPOL_003274-RA",199,73,77,73,116,81
"HPOL_005696-RA",94,47,74,92,189,35
"HPOL_005697-RA",2220,1085,1014,955,3440,1750
"HPOL_000252-RA",1973,893,761,856,2956,1685
"HPOL_000253-RA",556,247,230,222,942,189
"HPOL_000254-RA",255,104,107,117,494,206
"HPOL_000255-RA",554,277,301,292,1014,528
"HPOL_000256-RA",198,75,77,93,237,83
"HPOL_000257-RA",1144,528,503,608,1676,633
"HPOL_000258-RA",1069,490,454,745,2581,1490
"HPOL_000259-RA",801,336,303,261,1115,451
"HPOL_003275-RA",378,160,248,181,869,341
"HPOL_000260-RA",1012,484,436,358,1729,779
"HPOL_004794-RA",1316,587,727,649,2030,1463
"HPOL_004795-RA",829.13417356049,279,127.063150744385,328,830.096955095241,144.464947518825
"HPOL_001925-RA",1878,912,1077,823,2680,2343
"HPOL_001926-RA",263.524063254267,142,90,117,394,196
"HPOL_004947-RA",1226,479,286,172,1233,17
"HPOL_004948-RA",34,8,13,11,41,0
"HPOL_004949-RA",732,363,294,353,1163,658
"HPOL_004950-RA",1065,563,594,537,1897,821
"HPOL_005041-RA",1644,638,816,660,2105,1677
"HPOL_003276-RA",226,66,82,111,290,168
"HPOL_005700-RA",2309,1241,1450,999,4062,3296
"HPOL_005701-RA",137,52,90,45,228,150
"HPOL_005702-RA",1237,553,924,484,1900,2833
"HPOL_005703-RA",413,145,49,112,313,60
"HPOL_005704-RA",1649,789,571,648,2605,1393
"HPOL_005705-RA",114,56,60,65,211,60
"HPOL_005706-RA",105,48,69,84,247,66
"HPOL_001540-RA",6792,3161,1900,2772,7197,3123
"HPOL_001541-RA",100,29,90,36,174,248
"HPOL_001542-RA",467,230,306,221,921,595
"HPOL_003277-RA",537,232,186,237,783,455
"HPOL_001456-RA",1848,645,1680,101,361,144
"HPOL_001457-RA",270,85,343,34,74,19
"HPOL_001458-RA",1964,1054,990,1266,2989,797
"HPOL_001459-RA",19523.4776452844,10798,8434,9919,43423,20903
"HPOL_000001-RA",116,31,47,54,98,31
"HPOL_000002-RA",297,157,136,109,514,261
"HPOL_000003-RA",28,5,2,7,15,5
"HPOL_000004-RA",191,44,31,120,165,36
"HPOL_000005-RA",95,32,11,61,71,10
"HPOL_000006-RA",1467,415,201,246,870,133
"HPOL_003278-RA",415.385709442852,200.663755601996,192.584206067343,139.287325586318,635.701246488499,297.879080312927
"HPOL_000007-RA",756,313,412,261,1217,523
"HPOL_000008-RA",123,60,71,51,205,100
"HPOL_000009-RA",1278,602,806,630,2715,1278
"HPOL_000010-RA",1492,799,615,832,2646,946
"HPOL_000011-RA",301,113,166,125,337,193
"HPOL_000012-RA",196,91,93,104,325,278
"HPOL_000013-RA",140,72,77,35,227,133
"HPOL_000014-RA",396.470465347896,228.108092628429,187,178.855255241019,617.457566512902,327
"HPOL_000015-RA",1143.5295346521,728.891907371571,499,529.144744758981,1901.5424334871,929
"HPOL_000016-RA",241,124,79,124,389,239
"HPOL_005261-RA",223,135,109,130,419,98
"HPOL_000017-RA",1739,800,848,820,2351,966
"HPOL_000018-RA",1181,636,444,536,1645,657
"HPOL_005707-RA",732,345,409,277,1120,779
"HPOL_005708-RA",74,20,53,37,96,88
"HPOL_005709-RA",652,285,327,153,827,412
"HPOL_005712-RA",77,11,30,26,76,61
"HPOL_005721-RA",337,136,68,19,316,72
"HPOL_004980-RA",760,376,274,301,784,930
"HPOL_004981-RA",1708,803,939,1218,4313,2254
"HPOL_001938-RA",295,147,900,327,559,794
"HPOL_002450-RA",977,413,302,381,1369,487
"HPOL_001939-RA",1247,607,2088,1279,2386,1126
"HPOL_001940-RA",288,135,309,213,574,141
"HPOL_005713-RA",285,103,109,23,189,64
"HPOL_005714-RA",275,147,239,63,397,279
"HPOL_005715-RA",16,3,7,0,44,6
"HPOL_005716-RA",347,78,52,88,219,34
"HPOL_005727-RA",2,0,1,0,1,0
"HPOL_005728-RA",488,167,128,79,461,87
"HPOL_005729-RA",313.563335084357,153.076515131758,156.097952193116,133.051530760314,648.051196830391,492.852783928633
"HPOL_002757-RA",1397,575,424,697,1788,616
"HPOL_002451-RA",400,215,181,183,697,449
"HPOL_002758-RA",3435,1519,1031,1400,5170,3522
"HPOL_002759-RA",814,379,407,432,1361,866
"HPOL_002760-RA",162,73,89,132,240,161
"HPOL_005734-RA",1007,478,428,405,1240,4135
"HPOL_005735-RA",175,72,107,103,294,140
"HPOL_001966-RA",306,131,152,132,433,291
"HPOL_001967-RA",24830,9834,10042,10160,32310,12789
"HPOL_001968-RA",705,261,482,355,1040,579
"HPOL_004803-RA",233,104,176,123,409,217
"HPOL_004804-RA",5643,2981,1704,2196,8962,3538
"HPOL_002452-RA",2059,1056,1178,922,3328,2016
"HPOL_004805-RA",692,341,246,287,1081,493
"HPOL_005022-RA",263,131,164,87,572,443
"HPOL_005023-RA",7549,3543,4021,3501,12387,6057
"HPOL_005730-RA",1076,382,327,343,1245,1565
"HPOL_005720-RA",196,97,92,237,718,204
"HPOL_004967-RA",1308,645,710,461,2096,1048
"HPOL_005307-RA",1623,793,566,737,2634,805
"HPOL_005724-RA",9,5,6,1,29,8
"HPOL_005725-RA",13,10,2,4,31,8
"HPOL_004816-RA",0.00982009045893485,0,8.65009427614045,6.98063906391093,0.00353048716715244,30.5537656201094
"HPOL_002453-RA",636,312,318,312,919,425
"HPOL_004817-RA",221.549150264649,90.492907561777,210.42699640277,85,211.737675313597,224.579546253811
"HPOL_004818-RA",208,72,53,64,160,39
"HPOL_000511-RA",522,296,344,180,648,269
"HPOL_000512-RA",335,118,64,97,247,65
"HPOL_000513-RA",304,130,206,133,413,309
"HPOL_000514-RA",25,5,8,7,20,5
"HPOL_000515-RA",364,154,212,92,458,316
"HPOL_001615-RA",1205,661,546,991,3304,1061
"HPOL_001616-RA",463,218,154,188,745,130
"HPOL_001617-RA",1953,946,430,934,2524,5261
"HPOL_002454-RA",29,14,29,20,50,16
"HPOL_001618-RA",4325,2259,2650,2437,8054,2762
"HPOL_005726-RA",813,363,502,1153,3429,1718
"HPOL_005737-RA",961.145243911329,373.649772054874,450.395044551134,490.27282623527,1751.62319880151,921.477660009832
"HPOL_005746-RA",710,367,282,384,1675,891
"HPOL_005731-RA",384,185,149,157,689,252
"HPOL_005732-RA",279,104,69,87,211,102
"HPOL_003484-RA",389,133,88,101,374,58
"HPOL_003485-RA",2584,1257,840,1209,3245,406
"HPOL_005733-RA",345,87,40,87,231,41
"HPOL_005756-RA",553,295,222,237,732,347
"HPOL_005252-RA",1212,533,573,574,2048,672
"HPOL_005736-RA",1446,454,405,424,1236,261
"HPOL_002773-RA",374.0857375369,152.457855575908,231.910874683936,178.779126971591,478.546579960023,361.071485526209
"HPOL_002774-RA",1922,868,827,909,2667,2033
"HPOL_005738-RA",2010,1180,965,1172,3776,762
"HPOL_005778-RA",690,302,453,236,949,924
"HPOL_005029-RA",1738,865,985,871,2873,1052
"HPOL_005030-RA",225,77,357,156,306,141
"HPOL_005760-RA",1740,822,760,1138,4427,1363
"HPOL_005739-RA",1054.16455358541,527.363597983261,454.565867922898,504.444269713994,1839.38604227365,1022.98137984517
"HPOL_005740-RA",46,12,35,22,55,22
"HPOL_005253-RA",178,63,101,35,172,61
"HPOL_000621-RA",979,539,527,628,2003,1192
"HPOL_000622-RA",248,80,44,91,240,65
"HPOL_000623-RA",5681,2355,3314,2544,8667,5205
"HPOL_000624-RA",523,250,271,192,930,528
"HPOL_005741-RA",430,219,139,187,515,135
"HPOL_005742-RA",5576,2596,2978,4108,11713,4787
"HPOL_005743-RA",1621,851,591,572,1910,734
"HPOL_004827-RA",85,43,108,31,224,126
"HPOL_004828-RA",44,20,27,44,93,36
"HPOL_004829-RA",81,18,12,9,76,17
"HPOL_003931-RA",269,147,89,123,452,171
"HPOL_004830-RA",16,4,6,6,17,30
"HPOL_005744-RA",102,46,60,8,85,82
"HPOL_005745-RA",78,30,27,30,62,39
"HPOL_002775-RA",112,23,29,19,85,25
"HPOL_002776-RA",356,167,154,181,562,179
