target_id	length	eff_length	est_counts	tpm
HPOL_001566-RA	375	168.547	134	55.909
HPOL_005474-RA	1689	1358.26	123	6.36823
HPOL_005471-RA	3405	3106.98	299	6.76754
HPOL_005472-RA	522	279.729	144	36.2012
HPOL_005473-RA	1596	1367.33	993	51.0708
HPOL_004371-RA	3111	2677.05	859.85	22.5873
HPOL_004372-RA	288	98.6738	171	121.869
HPOL_000242-RA	873	597.038	241	28.3865
HPOL_000243-RA	1122	941.818	2537	189.431
HPOL_000244-RA	891	644.953	263	28.6764
HPOL_003977-RA	462	252.101	54	15.0632
HPOL_000245-RA	3786	3205.25	173	3.79561
HPOL_000246-RA	363	158.285	35	15.5498
HPOL_000247-RA	1696	1333.38	1147.4	60.5139
HPOL_000248-RA	306	112.184	36	22.5667
HPOL_000249-RA	663	388.126	209	37.8679
HPOL_000250-RA	675	512.941	515	70.6053
HPOL_000251-RA	438	214.478	0	0
HPOL_001178-RA	1635	1328.86	18	0.952557
HPOL_001179-RA	1065	739.869	687	65.2979
HPOL_001180-RA	2196	1789.52	483	18.9805
HPOL_003978-RA	483	267.355	548	144.142
HPOL_005475-RA	1281	913.565	35	2.69418
HPOL_005476-RA	1554	1394.09	577	29.106
HPOL_005477-RA	756	631.742	7027	782.217
HPOL_005478-RA	1026	862.818	6147	501.004
HPOL_002624-RA	1104	803.794	18	1.5748
HPOL_002625-RA	1116	829.747	531	45.0035
HPOL_002626-RA	786	538.329	51	6.66223
HPOL_002627-RA	792	573.22	4894	600.399
HPOL_002628-RA	873	616.172	82	9.35856
HPOL_004455-RA	1374	1122.11	356	22.3106
HPOL_003979-RA	2244	2008.66	2697	94.4215
HPOL_004456-RA	2271	1906.24	7247	267.348
HPOL_001167-RA	1776	1476.23	1043	49.6852
HPOL_001168-RA	684	452.756	479	74.3992
HPOL_001169-RA	2484	2266.55	488	15.1409
HPOL_001170-RA	966	713.639	576	56.7598
HPOL_001171-RA	3717	3251.62	2542	54.9759
HPOL_005479-RA	546	261.976	81	21.743
HPOL_005480-RA	342	140.655	43	21.4986
HPOL_005484-RA	738	469.668	132	19.7643
HPOL_005485-RA	435	217.275	39	12.6227
HPOL_003130-RA	240	66.0985	129	137.245
HPOL_005486-RA	2157	1725.65	149	6.07197
HPOL_005487-RA	873	592.531	85	10.088
HPOL_004806-RA	3159	2802.93	83	2.0824
HPOL_004807-RA	705	420.583	23	3.84568
HPOL_004808-RA	933	673.544	1	0.104407
HPOL_001401-RA	108	21.564	19	61.9615
HPOL_001402-RA	966	681.913	269	27.7409
HPOL_001403-RA	291	100.856	152	105.984
HPOL_001404-RA	870	619.103	466	52.9323
HPOL_004493-RA	1407	1073.75	322	21.0888
HPOL_003131-RA	1395	1148.66	788	48.2429
HPOL_004494-RA	1506	1179.47	445	26.532
HPOL_002629-RA	132	25.9712	392	1061.43
HPOL_002630-RA	1173	894.399	428	33.6519
HPOL_002631-RA	588	381.31	385	71.0036
HPOL_002632-RA	1674	1467.27	698	33.4536
HPOL_002633-RA	1155	866.034	926	75.1923
HPOL_002634-RA	630	408.355	1662	286.214
HPOL_004417-RA	207	47.948	1273	1867.05
HPOL_004418-RA	687	444.942	220	34.771
HPOL_004419-RA	906	619.514	65	7.37835
HPOL_003132-RA	588	330.458	142	30.2182
HPOL_004420-RA	846	584.545	26	3.1279
HPOL_005488-RA	945	657.653	535.927	57.3068
HPOL_005489-RA	447	257.811	1655	451.434
HPOL_005490-RA	480	269.168	21	5.48647
HPOL_004427-RA	831	556.402	2035	257.201
HPOL_004428-RA	213	50.9173	704	972.31
HPOL_004429-RA	927	636.487	42	4.64042
HPOL_004430-RA	1788	1453.33	343	16.5969
HPOL_005491-RA	477	237.741	179	52.9477
HPOL_005492-RA	2163	1959.45	1081	38.7963
HPOL_003133-RA	1215	1038.84	1552	105.06
HPOL_005497-RA	324	126.215	84	46.8022
HPOL_005498-RA	2061	1684.87	551	22.9976
HPOL_005499-RA	288	98.6738	227	161.779
HPOL_004214-RA	1848	1571.11	2643	118.301
HPOL_004215-RA	990	764.075	380	34.974
HPOL_004094-RA	723	542.808	1025	132.793
HPOL_004095-RA	1155	846.31	151.603	12.5972
HPOL_004096-RA	2511	2066.7	77	2.62006
HPOL_004097-RA	888	626.887	173	19.4068
HPOL_004441-RA	1647	1265.54	281.869	15.6628
HPOL_003905-RA	2040	1648.58	239	10.1949
HPOL_004442-RA	1503	1197.3	119	6.98941
HPOL_004499-RA	3153	2676.71	817	21.4644
HPOL_004599-RA	636	406.566	24	4.15124
HPOL_004600-RA	1353	1016.42	627	43.3801
HPOL_004601-RA	648	486.821	3099	447.661
HPOL_002635-RA	8661	7795.79	577	5.20491
HPOL_002636-RA	591	372.053	0	0
HPOL_001804-RA	2091	1716.01	37	1.51628
HPOL_001805-RA	297	105.265	91	60.7934
HPOL_001806-RA	438	228.383	230	70.8209
HPOL_003906-RA	1098	907.677	430	33.3146
HPOL_001161-RA	1668	1358.75	1227	63.504
HPOL_001162-RA	795	518.73	22	2.98249
HPOL_001163-RA	411	200.376	98	34.3936
HPOL_001164-RA	465	233.354	125	37.6697
HPOL_001165-RA	3039	2544	1255	34.6916
HPOL_001166-RA	171	34.1356	969	1996.24
HPOL_005495-RA	180	36.904	91	173.407
HPOL_005496-RA	1833	1626.13	2038	88.1344
HPOL_005500-RA	540	328.065	209	44.8007
HPOL_005501-RA	1419	1102.44	284	18.116
HPOL_003907-RA	189	40.1493	151	264.482
HPOL_001745-RA	258	77.7154	366	331.185
HPOL_001350-RA	1689	1442.89	1042	50.7847
HPOL_001351-RA	716	447.939	166.218	26.095
HPOL_001352-RA	285	96.4787	687	500.752
HPOL_001353-RA	411	200.376	76693	26915.8
HPOL_005504-RA	2796	2424.65	1184	34.3399
HPOL_005507-RA	4191	3575.62	168	3.30412
HPOL_001172-RA	852	526.782	195	26.0316
HPOL_001173-RA	1245	939.895	636	47.5856
HPOL_001174-RA	1005	726.31	95	9.19812
HPOL_004281-RA	120	23.9858	14	41.046
HPOL_001175-RA	390	235.161	399	119.318
HPOL_001176-RA	1500	1216.87	488	28.2016
HPOL_001177-RA	1260	976.397	121	8.71478
HPOL_004703-RA	1335	1128.91	895	55.752
HPOL_004704-RA	1356	1220.67	9987	575.354
HPOL_004705-RA	1980	1678.14	925	38.7623
HPOL_001373-RA	276	89.9825	2	1.56304
HPOL_001374-RA	1974	1634.59	164	7.05557
HPOL_001375-RA	1146	909.013	3528	272.933
HPOL_001376-RA	1587	1292.47	974	52.9949
HPOL_004282-RA	1113	834.234	112	9.4412
HPOL_001377-RA	1149	852.38	9	0.742518
HPOL_001378-RA	228	58.9576	0	0
HPOL_001379-RA	1059	843.128	642	53.5474
HPOL_002637-RA	420	234.585	1835	550.09
HPOL_002638-RA	2403	2213.72	519	16.487
HPOL_002639-RA	846	547.506	167	21.4499
HPOL_002640-RA	2565	2321.46	781	23.6585
HPOL_002641-RA	402	192.268	703	257.126
HPOL_005511-RA	468	231.168	257	78.1814
HPOL_005512-RA	1149	1075.35	3484	227.838
HPOL_004283-RA	1269	996.144	351	24.7789
HPOL_005508-RA	888	690.398	1139	116.017
HPOL_005509-RA	708	514.114	88	12.0371
HPOL_005510-RA	186	39.0465	1120	2017.13
HPOL_005533-RA	396	186.911	93	34.99
HPOL_005534-RA	750	499.141	56	7.88973
HPOL_001629-RA	417	205.823	357	121.975
HPOL_001630-RA	759	468.055	88	13.2216
HPOL_001631-RA	690	463.124	116	17.614
HPOL_001632-RA	3288	2847.06	211.609	5.22678
HPOL_001633-RA	744	476.934	275	40.5482
HPOL_004284-RA	693	439.345	32	5.12203
HPOL_001634-RA	432	236.887	501	148.728
HPOL_001635-RA	1434	1152.82	29	1.76903
HPOL_001636-RA	354	150.641	0	0
HPOL_005520-RA	2160	1886.18	2879.56	107.359
HPOL_005515-RA	2760	2406.36	642	18.7617
HPOL_003167-RA	1221	967.674	282	20.4936
HPOL_003168-RA	2967	2472.82	590	16.7786
HPOL_005513-RA	1275	998.414	739	52.0513
HPOL_005514-RA	1080	781.466	668	60.1123
HPOL_005526-RA	963	728.738	379	36.5734
HPOL_004285-RA	621	380.101	93	17.206
HPOL_005527-RA	1188	912.259	354	27.2887
HPOL_001244-RA	738	504.906	449	62.5364
HPOL_001245-RA	1056	829.452	349	29.5891
HPOL_001246-RA	453	244.593	60	17.2506
HPOL_001247-RA	243	67.975	631	652.796
HPOL_001248-RA	1569	1373.81	434	22.2158
HPOL_002642-RA	588	347.908	872	176.258
HPOL_002643-RA	948	689.306	660	67.3332
HPOL_002644-RA	4740	4378.81	2587	41.5468
HPOL_005516-RA	2676	2276.74	1501	46.3622
HPOL_004286-RA	444	227.74	107	33.0402
HPOL_005517-RA	645	372.58	31	5.85112
HPOL_001598-RA	933	694.677	533	53.9562
HPOL_001599-RA	3207	2973.24	2662	62.9616
HPOL_000044-RA	663	445.408	1413.94	223.239
HPOL_000045-RA	1626	1396.29	793	39.9387
HPOL_000046-RA	1140	882.438	37	2.94859
HPOL_000047-RA	576	349.41	900.063	181.149
HPOL_000048-RA	864	646.3	62	6.74613
HPOL_000049-RA	1134	820.02	119	10.2052
HPOL_000050-RA	1239	982.359	58	4.15198
HPOL_005213-RA	1338	1060.14	607	40.2646
HPOL_000051-RA	765	488.15	59	8.49955
HPOL_000052-RA	2037	1672.88	31	1.30315
HPOL_000053-RA	1116	784.484	50	4.48212
HPOL_001063-RA	2211	1905.12	348.634	12.869
HPOL_001064-RA	978	704.709	349	34.8267
HPOL_001065-RA	276	89.9825	269	210.229
HPOL_001066-RA	1908	1546.36	423.359	19.2529
HPOL_001067-RA	2031	1710.24	292.366	12.0217
HPOL_001068-RA	1122	839.457	55	4.60746
HPOL_001069-RA	699	440.459	334	53.3259
HPOL_005214-RA	1527	1439.84	1801	87.9624
HPOL_001070-RA	1674	1392.24	688	34.7512
HPOL_001071-RA	1287	1018.74	295.641	20.4079
HPOL_004644-RA	750	492.193	195	27.861
HPOL_004645-RA	495	255.217	264	72.7432
HPOL_004646-RA	378	171.132	22	9.04045
HPOL_001241-RA	762	546.068	201	25.8849
HPOL_001242-RA	1026	792.179	288	25.5662
HPOL_001243-RA	3582	3261.71	219	4.72167
HPOL_004468-RA	683	467.134	1551	233.49
HPOL_004469-RA	1293	1081.49	528	34.3329
HPOL_004123-RA	333	133.408	19	10.0154
HPOL_004470-RA	1029	773.303	962	87.4828
HPOL_004471-RA	414	203.097	225	77.9069
HPOL_001329-RA	573	357.494	172	33.8343
HPOL_001330-RA	1974	1613.82	109.543	4.77337
HPOL_001331-RA	1815	1510.14	162.984	7.58975
HPOL_001332-RA	432	219.487	223	71.4485
HPOL_001333-RA	456	228.408	237	72.9682
HPOL_004472-RA	873	592.53	4	0.47473
HPOL_004473-RA	1152	868.818	146	11.8174
HPOL_004474-RA	942	681.64	1812	186.939
HPOL_004124-RA	1452	1176.42	598	35.7466
HPOL_004475-RA	1074	804.134	233	20.3763
HPOL_004723-RA	831	637.794	213	23.4853
HPOL_004724-RA	660	414.514	254	43.0915
HPOL_002656-RA	702	494.468	137	19.4841
HPOL_002657-RA	759	510.656	356	49.0252
HPOL_002658-RA	3957	3579.5	2620	51.4726
HPOL_002659-RA	1623	1352.7	1208	62.8004
HPOL_005521-RA	345	143.146	10	4.91267
HPOL_005522-RA	411	200.376	4	1.40382
HPOL_005523-RA	366	160.853	0	0
HPOL_005215-RA	2604	2297.84	1590	48.6603
HPOL_003006-RA	1158	1013.75	2207	153.097
HPOL_003007-RA	2574	2100.61	1353	45.2949
HPOL_003008-RA	288	98.6738	109	77.6823
HPOL_003009-RA	372	165.961	576	244.07
HPOL_003010-RA	588	377.565	768	143.043
HPOL_005524-RA	2088	1654.1	173	7.35497
HPOL_001477-RA	1140	851.685	198	16.3487
HPOL_001478-RA	1614	1355.2	277.126	14.3804
HPOL_001479-RA	453	223.01	29	9.14473
HPOL_001480-RA	1347	1026.35	309	21.1718
HPOL_005216-RA	882	673.841	1701	177.519
HPOL_004937-RA	2961	2619.25	8353	224.266
HPOL_004938-RA	1590	1343.93	979	51.2277
HPOL_005525-RA	1095	789.812	56.5	5.03063
HPOL_005528-RA	297	105.265	55	36.7433
HPOL_005529-RA	867	614.633	129	14.7595
HPOL_005530-RA	2544	2181.18	566	18.2483
HPOL_005531-RA	1206	918.041	212	16.2395
HPOL_005532-RA	330	131.015	428	229.731
HPOL_005538-RA	732	480.552	2247	328.822
HPOL_005539-RA	303	109.882	873	558.709
HPOL_002444-RA	186	39.0465	43	77.4433
HPOL_005540-RA	765	554.875	414.661	52.5528
HPOL_002660-RA	657	423.361	1277	212.118
HPOL_002661-RA	930	697.46	513	51.7244
HPOL_002662-RA	3480	3126.07	1346.84	30.2981
HPOL_002663-RA	1407	1234.79	6887.82	392.272
HPOL_004843-RA	1914	1504.06	23	1.07538
HPOL_004844-RA	903	600.18	63	7.3817
HPOL_004845-RA	1440	1148.68	32	1.95906
HPOL_004540-RA	918	652.124	9	0.970532
HPOL_004541-RA	2373	1953.64	4	0.143983
HPOL_002445-RA	6699	5720.91	119	1.46278
HPOL_005546-RA	2838	2467.42	1196	34.0868
HPOL_005535-RA	1707	1304.1	265	14.29
HPOL_005536-RA	528	324.829	315	68.1952
HPOL_005537-RA	2565	2239.61	62	1.94678
HPOL_005541-RA	2763	2371.78	3659	108.489
HPOL_005542-RA	282	94.3071	311	231.907
HPOL_000322-RA	819	569.034	496	61.2973
HPOL_000323-RA	1095	788.42	98	8.74109
HPOL_000324-RA	1548	1231.26	27	1.5421
HPOL_000325-RA	660	428.468	1002	164.455
HPOL_004266-RA	369	163.406	1200	516.428
HPOL_000326-RA	2823	2487	866.998	24.5154
HPOL_000327-RA	264	81.7133	7	6.02425
HPOL_000328-RA	1140	803.196	513	44.9152
HPOL_001056-RA	501	270.62	174	45.2155
HPOL_001057-RA	1206	1012.18	342	23.7611
HPOL_001058-RA	351	148.122	379	179.935
HPOL_001059-RA	408	197.639	146	51.9491
HPOL_001060-RA	732	559.138	2793	351.277
HPOL_001061-RA	1179	938.339	550	41.2193
HPOL_001062-RA	855	603.236	134	15.6212
HPOL_004267-RA	2985	2517.52	659	18.4081
HPOL_005543-RA	366	160.853	69	30.166
HPOL_004695-RA	528	267.636	318	83.5563
HPOL_004696-RA	369	163.406	1301	559.894
HPOL_004697-RA	1629	1391.31	4786	241.905
HPOL_002671-RA	1080	816.507	832.457	71.6967
HPOL_002672-RA	216	52.4471	30.5427	40.9528
HPOL_002673-RA	1935	1562.11	654	29.4416
HPOL_002674-RA	1866	1539.16	195	8.90941
HPOL_005544-RA	465	216.272	279	90.7198
HPOL_003112-RA	1803	1408.63	86	4.29336
HPOL_004268-RA	729	482.549	357	52.0265
HPOL_003113-RA	972	662.058	459	48.7544
HPOL_003114-RA	843	636.627	2582	285.212
HPOL_001560-RA	420	208.494	16	5.39664
HPOL_001561-RA	1140	854.904	248	20.4001
HPOL_001562-RA	1023	757.964	11.7428	1.08948
HPOL_001563-RA	1005	790.81	2212.61	196.757
HPOL_004877-RA	417	205.823	0	0
HPOL_004878-RA	1317	964.828	252	18.3674
HPOL_004879-RA	429	230.701	10	3.04823
HPOL_003108-RA	438	215.871	25	8.14408
HPOL_005197-RA	2925	2537.25	189	5.23837
HPOL_003109-RA	2445	2066.8	579	19.7005
HPOL_003110-RA	225	57.2533	1417	1740.47
HPOL_003111-RA	972	768.838	2740	250.618
HPOL_001760-RA	2724	2389.15	160	4.70948
HPOL_001761-RA	882	738.273	2479	236.133
HPOL_001762-RA	231	60.7039	1	1.15846
HPOL_001763-RA	669	429.706	18	2.94577
HPOL_001764-RA	1488	1210.93	312	18.119
HPOL_001765-RA	210	49.3812	51	72.6283
HPOL_001766-RA	978	812.034	2429	210.354
HPOL_005219-RA	1464	1136.92	79	4.88648
HPOL_005545-RA	984	763.068	43	3.9628
HPOL_000520-RA	429	216.753	0	0
HPOL_000521-RA	297	105.265	5959	3980.97
HPOL_000522-RA	2508	2274.03	2961	91.5671
HPOL_000523-RA	423	218.459	175	56.3334
HPOL_000524-RA	549	316.568	26.4873	5.88394
HPOL_000525-RA	375	168.547	121	50.485
HPOL_000526-RA	225	57.2533	64	78.6098
HPOL_000527-RA	1629	1312.89	494	26.4605
HPOL_000528-RA	1044	754.215	78.5127	7.32052
HPOL_005220-RA	1356	1087.33	136	8.79583
HPOL_000529-RA	1887	1566.82	641	28.7697
HPOL_005547-RA	885	691.427	267	27.1558
HPOL_002668-RA	882	726.837	4130	399.586
HPOL_002669-RA	1758	1404.14	99	4.95817
HPOL_002670-RA	2622	2177.55	1002	32.3591
HPOL_000642-RA	297	105.265	1163	776.953
HPOL_000643-RA	2238	1816.97	1006	38.9357
HPOL_000644-RA	2274	1927.58	575	20.9775
HPOL_000645-RA	1038	801.529	334	29.3039
HPOL_000646-RA	612	392.459	194	34.762
HPOL_005221-RA	582	346.751	72	14.602
HPOL_000647-RA	861	609.389	769	88.742
HPOL_000648-RA	441	217.129	16	5.18203
HPOL_000649-RA	612	322.139	208	45.4064
HPOL_001151-RA	1614	1273.03	144	7.95466
HPOL_001152-RA	624	369.023	647	123.296
HPOL_001153-RA	201	45.1468	222	345.798
HPOL_001154-RA	1602	1281.56	602	33.0335
